sale_id,line_no,product_id,product_barcode,product_name,quantity,unit_price,line_amount
40045,3,254,9780387522098,MAXDATA,3,83.74,251.22
40046,1,255,9780130412126,Principles of Distributed Database Systems,2,79.0,158.0
40046,2,256,9781639871513,Database Systems,3,81.37,244.11
40046,3,257,9780130319951,Database systems,1,83.74,83.74
40047,1,258,9780429282843,Database Management System,3,79.0,237.0
40047,2,259,9783662493892,Intelligent Information and Database Systems,1,81.37,81.37
40047,3,260,9780201107159,Concurrency control and recovery in database systems,2,83.74,167.48
40048,1,261,9780716781585,Principles of Database & Knowledge-Base Systems Vol. 1,1,79.0,79.0
40048,2,262,9780357478967,Bundle : Database Systems,2,81.37,162.74
40048,3,263,9780553091564,Distributed and multi-database systems,3,83.74,251.22
40049,1,264,9783642121463,Intelligent Information and Database Systems,2,79.0,158.0
40049,2,265,9783642843747,On Object-Oriented Database Systems,3,81.37,244.11
40049,3,266,9784431683094,Object-Oriented Database System,1,83.74,83.74
40050,1,267,9780387699363,Sequence data mining,3,79.0,237.0
40050,2,268,9780471478478,Database Systems,1,81.37,81.37
40050,3,269,9781418848576,Database System,2,83.74,167.48
40051,1,270,9780072359527,Database Systems,1,79.0,79.0
40051,2,271,9781425774608,Database Systems,2,81.37,162.74
40051,3,272,9781979614566,Database Systems,3,83.74,251.22
40052,1,273,9781979430807,Database Systems,2,79.0,158.0
40052,2,274,9781981839902,Database Systems,3,81.37,244.11
40052,3,275,9780321292711,Database Systems,1,83.74,83.74
40053,1,276,9781418836504,Database Systems,3,79.0,237.0
40053,2,277,9789630566360,A practical approach to database systems,1,81.37,81.37
40053,3,278,9781505334814,Database Systems,2,83.74,167.48
40054,1,279,9789211196696,ESCAP minerals database system,1,79.0,79.0
40054,2,280,9781977723413,Federated Database System,2,81.37,162.74
40054,3,281,9781505334876,Database Systems,3,83.74,251.22
40055,1,282,9781719121279,Heterogeneous Database System,2,79.0,158.0
40055,2,283,9780619062699,Database systems,3,81.37,244.11
40055,3,284,9780789572684,Database System,1,83.74,83.74
40056,1,285,9781492040347,Database Internals,3,79.0,237.0
40056,2,286,9783642374517,Database Systems for Advanced Applications,1,81.37,81.37
40056,3,287,9783319162119,New Trends in Intelligent Information and Database Systems,2,83.74,167.48
40057,1,288,9783319382371,Advanced Approaches to Intelligent Information and Database Systems,1,79.0,79.0
40057,2,289,9781019251669,A self-organizing database system - a different approach to query optimization,2,81.37,162.74
40057,3,290,9780444877185,Relational database systems,3,83.74,251.22
40058,1,291,9781292025889,Database Systems : Pearson New International Edition,2,79.0,158.0
40058,2,292,9780387120324,Relational Database Systems,3,81.37,244.11
40058,3,293,9780863113468,Semantic Database Systems,1,83.74,83.74
40059,1,294,9783642688492,Relational Database Systems,3,79.0,237.0
40059,2,295,9780077072407,Expert database systems,1,81.37,81.37
40059,3,296,9780029461945,Database Systems Principle,2,83.74,167.48
40060,1,297,9781447138198,Interfaces to Database Systems,1,79.0,79.0
40060,2,298,9789144253718,Databases and Database Systems,2,81.37,162.74
40060,3,299,9780862380915,Databases and database systems,3,83.74,251.22
40061,1,300,9780412844003,Visual database systems 4 (VDB4),2,79.0,158.0
40061,2,301,9780072471410,Database Management Systems,3,81.37,244.11
40061,3,302,9783540245711,Database Systems for Advanced Applications,1,83.74,83.74
40062,1,303,9781774694428,Creation and Management of Database Systems,3,79.0,237.0
40062,2,304,9783642579394,Advances in Object-Oriented Database Systems,1,81.37,81.37
40062,3,305,9781558603042,Active database systems,2,83.74,167.48
40063,1,306,9781461346418,Advanced database indexing,1,79.0,79.0
40063,2,307,9780201536478,"Fundamentals Database Systems, Oracle Programming 8.0, Oracl",2,81.37,162.74
40063,3,308,9783642365478,Intelligent Information and Database Systems,3,83.74,251.22
40064,1,309,9780198596660,Database systems engineering,2,79.0,158.0
40064,2,310,9780619213725,Database Systems Ise,3,81.37,244.11
40064,3,311,9783642688485,Relational Database Systems,1,83.74,83.74
40065,1,312,9781850321156,Database Systems Engineering,3,79.0,237.0
40065,2,313,9780201544008,Distributed database systems,1,81.37,81.37
40065,3,314,9788131743089,Distributed database systems,2,83.74,167.48
40066,1,315,9781456611743,Relational Database Systems,1,79.0,79.0
40066,2,316,9780070216266,Database systems handbook,2,81.37,162.74
40066,3,317,9780077096007,Web Database Systems,3,83.74,251.22
40067,1,318,9780470245705,Mobile Database Systems,2,79.0,158.0
40067,2,319,9780123822550,Expert database systems,3,81.37,244.11
40067,3,320,9780201612554,Fundamentals Database Systems,1,83.74,83.74
40068,1,321,9783642609510,Multimedia Database Systems,3,79.0,237.0
40068,2,322,9781305866799,Database Systems,1,81.37,81.37
40068,3,323,9781496086266,Database Systems and Applications,2,83.74,167.48
40069,1,324,9780136142157,Recovery Mechanisms in Database Systems,1,79.0,79.0
40069,2,325,9783642609503,Multimedia Database Systems,2,81.37,162.74
40069,3,326,9780792397120,Multimedia Database Systems,3,83.74,251.22
40070,1,327,9781782223801,Oracle Database System Design,2,79.0,158.0
40070,2,328,9783540210474,Database systems for advanced applications,3,81.37,244.11
40070,3,329,9781447132257,Rules in Database Systems,1,83.74,83.74
40071,1,330,9780412721700,Visual database systems 3,3,79.0,237.0
40071,2,331,9781601987549,Design and Implementation of Modern Column-Oriented Database Systems,1,81.37,81.37
40071,3,332,9789819759330,Recent Challenges in Intelligent Information and Database Systems,2,83.74,167.48
40072,1,333,9783031306365,Database Systems for Advanced Applications,1,79.0,79.0
40072,2,334,9780132282116,Database Systems,2,81.37,162.74
40072,3,335,9781461378242,Real-Time Database Systems,3,83.74,251.22
40073,1,336,9780792372189,Real-time database systems,2,79.0,158.0
40073,2,337,9780070614857,Filing and Database Systems,3,81.37,244.11
40073,3,338,9780201709285,Foundation for future database systems,1,83.74,83.74
40074,1,339,9781475744576,Advances in visual information management,3,79.0,237.0
40074,2,340,9789388176620,Fundamentals of Database Management System,1,81.37,81.37
40074,3,341,9780160452413,Mapping the World of Education,2,83.74,167.48
40075,1,342,9780080498560,Active Database Systems,1,79.0,79.0
40075,2,343,9780387503455,Advances in Object-Oriented Database Systems,2,81.37,162.74
40075,3,344,9789810213152,Database systems for next-generation applications,3,83.74,251.22
40076,1,345,9783642201530,Database Systems for Advanced Applications,2,79.0,158.0
40076,2,346,9780877786719,Introduction to Database Systems,3,81.37,244.11
40076,3,347,9781903337233,Management Of Database Systems,1,83.74,83.74
40077,1,348,9781680838480,Database Systems on GPUs,3,79.0,237.0
40077,2,349,9798655957787,Introduction to Database Systems,1,81.37,81.37
40077,3,350,9788177584769,Fundamentals of Database Systems,2,83.74,167.48
40078,1,351,9781680833249,Main Memory Database Systems,1,79.0,79.0
40078,2,352,9781730835223,Aero/Fluids Database System,2,81.37,162.74
40078,3,353,9788131731925,Introduction to database systems,3,83.74,251.22
40079,1,354,9783642056697,Aspect-Oriented Database Systems,2,79.0,158.0
40079,2,355,9789810223908,Intelligent image database systems,3,81.37,244.11
40079,3,356,9780321180957,Fundamentals of Database Systems,1,83.74,83.74
40080,1,357,9780471264767,Explorations of Database Systems,3,79.0,237.0
40080,2,358,9780863800146,A PROLOG database system,1,81.37,81.37
40080,3,359,9780471730255,Fundamentals of Database Systems,2,83.74,167.48
40081,1,360,9780130575913,Fundamentals of Database Systems,1,79.0,79.0
40081,2,361,9780070447578,Ri Im Database Systems,2,81.37,162.74
40081,3,362,9781584886204,Handbook of Database Systems,3,83.74,251.22
40082,1,363,9780582850118,Database Systems and Principles of Database Systems with Internet and Java Applications,2,79.0,158.0
40082,2,364,9783031442292,Real-Time Database Systems,3,81.37,244.11
40082,3,365,9780805332704,Expert database systems,1,83.74,83.74
40083,1,366,9780875241456,"Reflex, the analytic database system",3,79.0,237.0
40083,2,367,9783030141318,Intelligent Information and Database Systems,1,81.37,81.37
40083,3,368,9780805332711,Expert Database Systems,2,83.74,167.48
40084,1,369,9780262021517,Data models,1,79.0,79.0
40084,2,370,9783642121449,Intelligent information and database systems,2,81.37,162.74
40084,3,371,9781306496773,Database Systems for Advanced Applications '93 - Proceedings of the 3rd International Symposium on Database Systems for Advanced Applications,3,83.74,251.22
40085,1,372,9781299663244,Database Systems for Advanced Applications '97 - Proceedings of the 5th International Conference on Database Systems for Advanced Applications,2,79.0,158.0
40085,2,373,9780792372158,Data quality,3,81.37,244.11
40085,3,374,9783319320250,Database Systems for Advanced Applications,1,83.74,83.74
40086,1,375,9780890062135,Distributed Database Systems (Distributed Systems),3,79.0,237.0
40086,2,376,9780256082296,Database systems for management,1,81.37,81.37
40086,3,377,9783642199547,New Challenges for Intelligent Information and Database Systems,2,83.74,167.48
40087,1,378,9783319566597,Advanced Topics in Intelligent Information and Database Systems,1,79.0,79.0
40087,2,379,9783319810041,Recent Developments in Intelligent Information and Database Systems,2,81.37,162.74
40087,3,380,9781402053931,Spatial Database Systems,3,83.74,251.22
40088,1,381,9781558605497,Image Database Systems and Techniques,2,79.0,158.0
40088,2,382,9780805303117,Proceedings from the Second International Conference on Expert Database Systems,3,81.37,244.11
40088,3,383,9780130892089,Accounting information systems,1,83.74,83.74
40089,1,384,9780387138312,Query Processing in Database Systems (Topics in Information Systems),3,79.0,237.0
40089,2,385,9780444896094,"Visual database systems, II",1,81.37,81.37
40089,3,386,9789385676345,Database Management Systems (DBMS),2,83.74,167.48
40090,1,387,9783319157023,Intelligent Information and Database Systems,1,79.0,79.0
40090,2,388,9780769511306,Cooperative Database Systems for Advanced Applications (Codas 2001),2,81.37,162.74
40090,3,389,9780890062142,Distributed Processing and Database Systems,3,83.74,251.22
40091,1,390,9780256112672,Casebook:Database Systems Mangmt 2,2,79.0,158.0
40091,2,391,9780619062705,DATABASE SYSTEMS DES IMP IRK,3,81.37,244.11
40091,3,392,9780138876470,First Course in Database Systems,1,83.74,83.74
40092,1,393,9789332535206,First Course in Database Systems,3,79.0,237.0
40092,2,394,9783642823763,Query Processing in Database Systems,1,81.37,81.37
40092,3,395,9789332518674,Database Systems The Complete Book,2,83.74,167.48
40093,1,396,9780357673072,"Database Systems, Loose-Leaf Version",1,79.0,79.0
40093,2,397,9788120351455,Database Systems with Case Studies,2,81.37,162.74
40093,3,398,9781484208786,Database Systems: A Pragmatic Approach,3,83.74,251.22
40094,1,399,9781461368335,Climate and Environmental Database Systems,2,79.0,158.0
40094,2,400,9783322938602,Recovery in Parallel Database Systems,3,81.37,244.11
40094,3,401,9783642120275,Database Systems for Advanced Applications,1,83.74,83.74
40095,1,402,9783642202452,Database Systems for Advanced Applications,3,79.0,237.0
40095,2,403,9783642120992,Database Systems for Advanced Applications,1,81.37,81.37
40095,3,404,9783642823756,Query Processing in Database Systems,2,83.74,167.48
40096,1,405,9780471927624,A fuzzy PROLOG database system,1,79.0,79.0
40096,2,406,9780116304698,Database systems for statistical applications,2,81.37,162.74
40096,3,407,9781441988331,Principles of distributed database systems,3,83.74,251.22
40097,1,408,9780256093568,Instructor's Manual for Database System,2,79.0,158.0
40097,2,409,9781558603783,Fundamentals of Active Database Systems,3,81.37,244.11
40097,3,410,9783928134910,kleio,1,83.74,83.74
40098,1,411,9788178670416,Principles of Multimedia Database Systems,3,79.0,237.0
40098,2,412,9788120712645,Database System Design and Development,1,81.37,81.37
40098,3,413,9780130863874,Database System Implementation International Edition,2,83.74,167.48
40099,1,414,9781878289889,Developing Quality Complex Database Systems,1,79.0,79.0
40099,2,415,9781538835814,Studyguide for Database Systems,2,81.37,162.74
40099,3,416,9780585380001,Developing Quality Complex Database Systems,3,83.74,251.22
40100,1,417,9780738409061,Database Systems Management,2,79.0,158.0
40100,2,418,9780201547320,"Introduction to Database Systems, An",3,81.37,244.11
40100,3,419,9789814021555,Database Systems '99,1,83.74,83.74
40101,1,420,9783540199830,Active and real-time database systems (ARTDB-95),3,79.0,237.0
40101,2,421,9781447134244,Interfaces to Database Systems,1,81.37,81.37
40101,3,422,9789061962519,Query processing and data allocation in distributed database systems,2,83.74,167.48
40102,1,423,9780818654527,Query processing in parallel relational database systems,1,79.0,79.0
40102,2,424,9789813083912,Database systems 98,2,81.37,162.74
40102,3,425,9781402076008,Object management in distributed database systems for stationary and mobile computing environments,3,83.74,251.22
40103,1,426,9780471262978,Fundamentals of Database Management Systems,2,79.0,158.0
40103,2,427,9781306396011,Database Systems for Next-Generation Applications,3,81.37,244.11
40103,3,428,9781337627931,MindTap for Coronel/Morris' Database Systems,1,83.74,83.74
40104,1,429,9789814503686,Database Systems for Next-Generation Applications,3,79.0,237.0
40104,2,430,9781475769395,Visual Database Systems 4 (VDB4),1,81.37,81.37
40104,3,431,9789993029007,Framework for Distributed Database Systems,2,83.74,167.48
40105,1,432,9780201071856,The Ingres papers,1,79.0,79.0
40105,2,433,9780792378884,Semantic models for multimedia database searching and browsing,2,81.37,162.74
40105,3,434,9780072322064,Database management systems,3,83.74,251.22
40106,1,435,9781483298474,Interoperable Database Systems,2,79.0,158.0
40106,2,436,9780201530926,Object data management,3,81.37,244.11
40106,3,437,9780893913441,New directions for database systems,1,83.74,83.74
40107,1,438,9783540195139,The architectural logic of database systems,3,79.0,237.0
40107,2,439,9781423569305,The Dolphin Didactic Database System (DODDS),1,81.37,81.37
40107,3,440,9780897919104,Symposium on Principles of Database Systems,2,83.74,167.48
40108,1,441,9780359518043,Relational Database Systems - Why and How,1,79.0,79.0
40108,2,442,9781483294643,Concurrency Control in Distributed Database Systems,2,81.37,162.74
40108,3,443,9781461562283,Indexing Techniques for Advanced Database Systems,3,83.74,251.22
40109,1,444,9789090053950,Integrity Control in Parallel Database Systems,2,79.0,158.0
40109,2,445,9783826515132,Federation and migration among database systems,3,81.37,244.11
40109,3,446,9780131737181,"GOAL Student Access Card, Database Systems",1,83.74,83.74
40110,1,447,9780080500430,Building an Object-Oriented Database System,3,79.0,237.0
40110,2,448,9783925630552,Temporal modeling in relational database systems,1,81.37,81.37
40110,3,449,9781461562276,Indexing Techniques for Advanced Database Systems,2,83.74,167.48
40111,1,450,9780070614826,"Filing and Database Systems, Practice Set",1,79.0,79.0
40111,2,451,9780444704092,Concurrency control in distributed database systems,2,81.37,162.74
40111,3,452,9780867202052,Concurrency in programming and database systems,3,83.74,251.22
40112,1,453,9780750300483,Database systems in science and engineering,2,79.0,158.0
40112,2,454,9780333371008,Principles and practice of database systems,3,81.37,244.11
40112,3,455,9780792399858,Indexing techniques for advanced database systems,1,83.74,83.74
40113,1,456,9780940706088,Controls for Advanced Online Database Systems,3,79.0,237.0
40113,2,457,9780387578255,Advances in object-oriented database systems,1,81.37,81.37
40113,3,458,9780619137298,Database System,2,83.74,167.48
40114,1,459,9781558605121,Zaniolo Adv Database Systems Solutions Manual,1,79.0,79.0
40114,2,460,9781599041728,Implementing Relational Database Systems,2,81.37,162.74
40114,3,461,9780201422771,Database systems,3,83.74,251.22
40115,1,462,9780136108139,Solutions Manual for Database Systems,2,79.0,158.0
40115,2,463,9780130654427,Performance of concurrency control mechanisms in centralized database systems,3,81.37,244.11
40115,3,464,9780585431666,Implementing relational database systems,1,83.74,83.74
40116,1,465,9780387541327,Parallel database systems,3,79.0,237.0
40116,2,466,9780948036231,Introduction to Database Systems (Management Information Systems),1,81.37,81.37
40116,3,467,9780769518954,"Eighth International Conference on Database Systems for Advanced Applications (Dasfaa 2003): Kyoto, Japan 26-28 2003",2,83.74,167.48
40117,1,468,9780387243931,Stream data management,1,79.0,79.0
40117,2,469,9783642284939,Intelligent Information and Database Systems,2,81.37,162.74
40117,3,470,9783319223230,Database Systems for Advanced Applications,3,83.74,251.22
40118,1,471,9781522520139,Advancing Cloud Database Systems and Capacity Planning with Dynamic Applications,2,79.0,158.0
40118,2,472,9781581133615,Proceedings of the Twentieth ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,3,81.37,244.11
40118,3,473,9781792070532,Database Interfaces on Nasa's Heterogeneous Distributed Database System,1,83.74,83.74
40119,1,474,9781725632226,Database Interfaces on NASA's Heterogeneous Distributed Database System,3,79.0,237.0
40119,2,475,9780792375999,Information and Database Quality (Advances in Database Systems),1,81.37,81.37
40119,3,476,9781423538479,Distributed Relational Database System of Occasionally Connected Databases,2,83.74,167.48
40120,1,477,9789810213800,Database Systems for Advanced Applications '93,1,79.0,79.0
40120,2,478,9780387198460,Rules in database systems,2,81.37,162.74
40120,3,479,9780444873347,Visual database systems,3,83.74,251.22
40121,1,480,9780387701288,Object-Oriented Database System,2,79.0,158.0
40121,2,481,9780201741537,"Fundamentals of Database Systems, with E-book",3,81.37,244.11
40121,3,482,9781581138580,Proceedings of the Twenty-third ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,1,83.74,83.74
40122,1,483,9783540717027,Advances in databases,3,79.0,237.0
40122,2,484,9780387198026,Interfaces to database systems (IDS92),1,81.37,81.37
40122,3,485,9781447134237,Interfaces to Database Systems (IDS92),2,83.74,167.48
40123,1,486,9781111969608,"Database Systems: Design, Implementation, and Management (with Premium WebSite Printed Access Card and Essential Textbook Resources Printed Access Card)",1,79.0,79.0
40123,2,487,9789810234362,Advanced database systems for integration of media and user environments '98,2,81.37,162.74
40123,3,488,9783540541325,Parallel Database Systems,3,83.74,251.22
40124,1,489,9783540635161,Rules in database systems,2,79.0,158.0
40124,2,490,9783540634546,Spatial data types for database systems,3,81.37,244.11
40124,3,491,9783642290398,Database Systems for Advanced Applications,1,83.74,83.74
40125,1,492,9780201199406,Analysis and comparison of relational database systems,3,79.0,237.0
40125,2,493,9780471256076,British Audit and Control of Database Systems,1,81.37,81.37
40125,3,494,9783639041880,Cardinality Estimation Techniques in Relational Database Systems,2,83.74,167.48
40126,1,495,9780201192155,"An Introduction to Database Systems, Volume 1",1,79.0,79.0
40126,2,496,9780321320865,Introduction Database Systems& Oracle 10g Pk,2,81.37,162.74
40126,3,497,9780321328717,Database Systems Applicatn & Oracle 10g Pkg,3,83.74,251.22
40127,1,498,9783642754463,Maxdata,2,79.0,158.0
40127,2,499,9783031132940,Main Memory Management on Relational Database Systems,3,81.37,244.11
40127,3,500,9781291688894,Learn Database Systems with Implementation and Examples,1,83.74,83.74
40128,1,501,9780387537542,Meta-level control for deductive database systems,3,79.0,237.0
40128,2,502,9780818648380,Tutorial,1,81.37,81.37
40128,3,503,9780818602610,Tutorial,2,83.74,167.48
40129,1,504,9783540701286,Object-oriented Database System (Computer Science Workbench),1,79.0,79.0
40129,2,505,9780387108452,The concurrency control problem for database systems,2,81.37,162.74
40129,3,506,9780769509969,Database Systems for Advanced Applications (Dasfaa 2001),3,83.74,251.22
40130,1,507,9789090038490,Semantic query optimization in distributed database systems,2,79.0,158.0
40130,2,508,9780321294012,DataBase Systems,3,81.37,244.11
40130,3,509,9789810222208,Database systems for advanced applications '95,1,83.74,83.74
40131,1,510,9780387199108,Interfaces to database systems (IDS94),3,79.0,237.0
