store_id,product_id,product_barcode,product_name,stock_qty,safety_stock_qty
1,211,9780038757855,Advances in object-oriented database systems,117,23
2,211,9780038757855,Advances in object-oriented database systems,115,23
1,212,9781435626393,Readings in database systems,124,24
2,212,9781435626393,Readings in database systems,120,24
1,213,9780201542639,Fundamentals of database systems,131,26
2,213,9780201542639,Fundamentals of database systems,125,25
1,214,9780321122261,Fundamentals of Database Systems,138,27
2,214,9780321122261,Fundamentals of Database Systems,130,26
1,215,9788120312579,Object Oriented Database Systems,145,29
2,215,9788120312579,Object Oriented Database Systems,135,27
1,216,9780136063261,Introduction to Database Systems,152,30
2,216,9780136063261,Introduction to Database Systems,140,28
1,217,9781292436364,Pearson EText for Database Systems,159,31
2,217,9781292436364,Pearson EText for Database Systems,145,29
1,218,9780321185563,Principles of Database Systems with Internet and Java Applications,166,33
2,218,9780321185563,Principles of Database Systems with Internet and Java Applications,150,30
1,219,9781032202020,Database Systems,173,34
2,219,9781032202020,Database Systems,155,31
1,220,9780201146479,Prolog programming,180,36
2,220,9780201146479,Prolog programming,160,32
1,221,9780387197326,Specifications of Database Systems,187,37
2,221,9780387197326,Specifications of Database Systems,165,33
1,222,9781461561620,Real-time database systems,194,38
2,222,9781461561620,Real-time database systems,170,34
1,223,9780071204132,Database,21,5
2,223,9780071204132,Database,175,35
1,224,9780080515595,Query processing for advanced database systems,28,5
2,224,9780080515595,Query processing for advanced database systems,180,36
1,225,9781322050324,Developing Quality Complex Database Systems,35,7
2,225,9781322050324,Developing Quality Complex Database Systems,185,37
1,226,9781484211922,Database Systems: A Pragmatic Approach,42,8
2,226,9781484211922,Database Systems: A Pragmatic Approach,190,38
1,227,9781280519192,Mobile Database Systems,49,9
2,227,9781280519192,Mobile Database Systems,195,39
1,228,9781774697610,Advanced Database Systems,56,11
2,228,9781774697610,Advanced Database Systems,20,5
1,229,9781461540953,Climate and Environmental Database Systems,63,12
2,229,9781461540953,Climate and Environmental Database Systems,25,5
1,230,9781322670508,Database management systems,70,14
2,230,9781322670508,Database management systems,30,6
1,231,9780792398721,Video database systems,77,15
2,231,9780792398721,Video database systems,35,7
1,232,9780632031160,Relational Database Systems,84,16
2,232,9780632031160,Relational Database Systems,40,8
1,233,9780071151108,Database management systems,91,18
2,233,9780071151108,Database management systems,45,9
1,234,9780201624397,Object-oriented database systems,98,19
2,234,9780201624397,Object-oriented database systems,50,10
1,235,9781292024479,Database Systems : Pearson New International Edition,105,21
2,235,9781292024479,Database Systems : Pearson New International Edition,55,11
1,236,9781475769371,Visual Database Systems 3,112,22
2,236,9781475769371,Visual Database Systems 3,60,12
1,237,9781447116165,The Architectural Logic of Database Systems,119,23
2,237,9781447116165,The Architectural Logic of Database Systems,65,13
1,238,9789819755684,Database Systems for Advanced Applications,126,25
2,238,9789819755684,Database Systems for Advanced Applications,70,14
1,239,9783319754192,Intelligent Information and Database Systems,133,26
2,239,9783319754192,Intelligent Information and Database Systems,75,15
1,240,9781627050296,Similarity Joins in Relational Database Systems,140,28
2,240,9781627050296,Similarity Joins in Relational Database Systems,80,16
1,241,9781558600003,Readings in object-oriented database systems,147,29
2,241,9781558600003,Readings in object-oriented database systems,85,17
1,242,9781844804528,Database management systems,154,30
2,242,9781844804528,Database management systems,90,18
1,243,9781558602168,Management of heterogeneous and autonomous database systems,161,32
2,243,9781558602168,Management of heterogeneous and autonomous database systems,95,19
1,244,9780934613651,Readings in database systems,168,33
2,244,9780934613651,Readings in database systems,100,20
1,245,9781461482642,Encyclopedia of Database Systems,175,35
2,245,9781461482642,Encyclopedia of Database Systems,105,21
1,246,9789812798015,Intelligent Image Database Systems,182,36
2,246,9789812798015,Intelligent Image Database Systems,110,22
1,247,9781779561701,Fundamentals of Database Systems,189,37
2,247,9781779561701,Fundamentals of Database Systems,115,23
1,248,9783540009481,Aspect-oriented database systems,196,39
2,248,9783540009481,Aspect-oriented database systems,120,24
1,249,9788478290758,SISTEMAS DE BASES DE DATOS,23,5
2,249,9788478290758,SISTEMAS DE BASES DE DATOS,125,25
1,250,9780201844528,XML data management,30,6
2,250,9780201844528,XML data management,130,26
1,251,9781402053924,Spatial database systems,37,7
2,251,9781402053924,Spatial database systems,135,27
1,252,9783540587101,Multimedia database systems,44,8
2,252,9783540587101,Multimedia database systems,140,28
1,253,9780818688386,Tutorial,51,10
2,253,9780818688386,Tutorial,145,29
1,254,9780387522098,MAXDATA,58,11
2,254,9780387522098,MAXDATA,150,30
1,255,9780130412126,Principles of Distributed Database Systems,65,13
2,255,9780130412126,Principles of Distributed Database Systems,155,31
1,256,9781639871513,Database Systems,72,14
2,256,9781639871513,Database Systems,160,32
1,257,9780130319951,Database systems,79,15
2,257,9780130319951,Database systems,165,33
1,258,9780429282843,Database Management System,86,17
2,258,9780429282843,Database Management System,170,34
1,259,9783662493892,Intelligent Information and Database Systems,93,18
2,259,9783662493892,Intelligent Information and Database Systems,175,35
1,260,9780201107159,Concurrency control and recovery in database systems,100,20
2,260,9780201107159,Concurrency control and recovery in database systems,180,36
1,261,9780716781585,Principles of Database & Knowledge-Base Systems Vol. 1,107,21
2,261,9780716781585,Principles of Database & Knowledge-Base Systems Vol. 1,185,37
1,262,9780357478967,Bundle : Database Systems,114,22
2,262,9780357478967,Bundle : Database Systems,190,38
1,263,9780553091564,Distributed and multi-database systems,121,24
2,263,9780553091564,Distributed and multi-database systems,195,39
1,264,9783642121463,Intelligent Information and Database Systems,128,25
2,264,9783642121463,Intelligent Information and Database Systems,20,5
1,265,9783642843747,On Object-Oriented Database Systems,135,27
2,265,9783642843747,On Object-Oriented Database Systems,25,5
1,266,9784431683094,Object-Oriented Database System,142,28
2,266,9784431683094,Object-Oriented Database System,30,6
1,267,9780387699363,Sequence data mining,149,29
2,267,9780387699363,Sequence data mining,35,7
1,268,9780471478478,Database Systems,156,31
2,268,9780471478478,Database Systems,40,8
1,269,9781418848576,Database System,163,32
2,269,9781418848576,Database System,45,9
1,270,9780072359527,Database Systems,170,34
2,270,9780072359527,Database Systems,50,10
1,271,9781425774608,Database Systems,177,35
2,271,9781425774608,Database Systems,55,11
1,272,9781979614566,Database Systems,184,36
2,272,9781979614566,Database Systems,60,12
1,273,9781979430807,Database Systems,191,38
2,273,9781979430807,Database Systems,65,13
1,274,9781981839902,Database Systems,198,39
2,274,9781981839902,Database Systems,70,14
1,275,9780321292711,Database Systems,25,5
2,275,9780321292711,Database Systems,75,15
1,276,9781418836504,Database Systems,32,6
2,276,9781418836504,Database Systems,80,16
1,277,9789630566360,A practical approach to database systems,39,7
2,277,9789630566360,A practical approach to database systems,85,17
1,278,9781505334814,Database Systems,46,9
2,278,9781505334814,Database Systems,90,18
1,279,9789211196696,ESCAP minerals database system,53,10
2,279,9789211196696,ESCAP minerals database system,95,19
1,280,9781977723413,Federated Database System,60,12
2,280,9781977723413,Federated Database System,100,20
1,281,9781505334876,Database Systems,67,13
2,281,9781505334876,Database Systems,105,21
1,282,9781719121279,Heterogeneous Database System,74,14
2,282,9781719121279,Heterogeneous Database System,110,22
1,283,9780619062699,Database systems,81,16
2,283,9780619062699,Database systems,115,23
1,284,9780789572684,Database System,88,17
2,284,9780789572684,Database System,120,24
1,285,9781492040347,Database Internals,95,19
2,285,9781492040347,Database Internals,125,25
1,286,9783642374517,Database Systems for Advanced Applications,102,20
2,286,9783642374517,Database Systems for Advanced Applications,130,26
1,287,9783319162119,New Trends in Intelligent Information and Database Systems,109,21
2,287,9783319162119,New Trends in Intelligent Information and Database Systems,135,27
1,288,9783319382371,Advanced Approaches to Intelligent Information and Database Systems,116,23
2,288,9783319382371,Advanced Approaches to Intelligent Information and Database Systems,140,28
1,289,9781019251669,A self-organizing database system - a different approach to query optimization,123,24
2,289,9781019251669,A self-organizing database system - a different approach to query optimization,145,29
1,290,9780444877185,Relational database systems,130,26
2,290,9780444877185,Relational database systems,150,30
1,291,9781292025889,Database Systems : Pearson New International Edition,137,27
2,291,9781292025889,Database Systems : Pearson New International Edition,155,31
1,292,9780387120324,Relational Database Systems,144,28
2,292,9780387120324,Relational Database Systems,160,32
1,293,9780863113468,Semantic Database Systems,151,30
2,293,9780863113468,Semantic Database Systems,165,33
1,294,9783642688492,Relational Database Systems,158,31
2,294,9783642688492,Relational Database Systems,170,34
1,295,9780077072407,Expert database systems,165,33
2,295,9780077072407,Expert database systems,175,35
1,296,9780029461945,Database Systems Principle,172,34
2,296,9780029461945,Database Systems Principle,180,36
1,297,9781447138198,Interfaces to Database Systems,179,35
2,297,9781447138198,Interfaces to Database Systems,185,37
1,298,9789144253718,Databases and Database Systems,186,37
2,298,9789144253718,Databases and Database Systems,190,38
1,299,9780862380915,Databases and database systems,193,38
2,299,9780862380915,Databases and database systems,195,39
1,300,9780412844003,Visual database systems 4 (VDB4),20,5
2,300,9780412844003,Visual database systems 4 (VDB4),20,5
1,301,9780072471410,Database Management Systems,27,5
2,301,9780072471410,Database Management Systems,25,5
1,302,9783540245711,Database Systems for Advanced Applications,34,6
2,302,9783540245711,Database Systems for Advanced Applications,30,6
1,303,9781774694428,Creation and Management of Database Systems,41,8
2,303,9781774694428,Creation and Management of Database Systems,35,7
1,304,9783642579394,Advances in Object-Oriented Database Systems,48,9
2,304,9783642579394,Advances in Object-Oriented Database Systems,40,8
1,305,9781558603042,Active database systems,55,11
2,305,9781558603042,Active database systems,45,9
1,306,9781461346418,Advanced database indexing,62,12
2,306,9781461346418,Advanced database indexing,50,10
1,307,9780201536478,"Fundamentals Database Systems, Oracle Programming 8.0, Oracl",69,13
2,307,9780201536478,"Fundamentals Database Systems, Oracle Programming 8.0, Oracl",55,11
1,308,9783642365478,Intelligent Information and Database Systems,76,15
2,308,9783642365478,Intelligent Information and Database Systems,60,12
1,309,9780198596660,Database systems engineering,83,16
2,309,9780198596660,Database systems engineering,65,13
1,310,9780619213725,Database Systems Ise,90,18
2,310,9780619213725,Database Systems Ise,70,14
1,311,9783642688485,Relational Database Systems,97,19
2,311,9783642688485,Relational Database Systems,75,15
1,312,9781850321156,Database Systems Engineering,104,20
2,312,9781850321156,Database Systems Engineering,80,16
1,313,9780201544008,Distributed database systems,111,22
2,313,9780201544008,Distributed database systems,85,17
1,314,9788131743089,Distributed database systems,118,23
2,314,9788131743089,Distributed database systems,90,18
1,315,9781456611743,Relational Database Systems,125,25
2,315,9781456611743,Relational Database Systems,95,19
1,316,9780070216266,Database systems handbook,132,26
2,316,9780070216266,Database systems handbook,100,20
1,317,9780077096007,Web Database Systems,139,27
2,317,9780077096007,Web Database Systems,105,21
1,318,9780470245705,Mobile Database Systems,146,29
2,318,9780470245705,Mobile Database Systems,110,22
1,319,9780123822550,Expert database systems,153,30
2,319,9780123822550,Expert database systems,115,23
1,320,9780201612554,Fundamentals Database Systems,160,32
2,320,9780201612554,Fundamentals Database Systems,120,24
1,321,9783642609510,Multimedia Database Systems,167,33
2,321,9783642609510,Multimedia Database Systems,125,25
1,322,9781305866799,Database Systems,174,34
2,322,9781305866799,Database Systems,130,26
1,323,9781496086266,Database Systems and Applications,181,36
2,323,9781496086266,Database Systems and Applications,135,27
1,324,9780136142157,Recovery Mechanisms in Database Systems,188,37
2,324,9780136142157,Recovery Mechanisms in Database Systems,140,28
1,325,9783642609503,Multimedia Database Systems,195,39
2,325,9783642609503,Multimedia Database Systems,145,29
1,326,9780792397120,Multimedia Database Systems,22,5
2,326,9780792397120,Multimedia Database Systems,150,30
1,327,9781782223801,Oracle Database System Design,29,5
2,327,9781782223801,Oracle Database System Design,155,31
1,328,9783540210474,Database systems for advanced applications,36,7
2,328,9783540210474,Database systems for advanced applications,160,32
1,329,9781447132257,Rules in Database Systems,43,8
2,329,9781447132257,Rules in Database Systems,165,33
1,330,9780412721700,Visual database systems 3,50,10
2,330,9780412721700,Visual database systems 3,170,34
1,331,9781601987549,Design and Implementation of Modern Column-Oriented Database Systems,57,11
2,331,9781601987549,Design and Implementation of Modern Column-Oriented Database Systems,175,35
1,332,9789819759330,Recent Challenges in Intelligent Information and Database Systems,64,12
2,332,9789819759330,Recent Challenges in Intelligent Information and Database Systems,180,36
1,333,9783031306365,Database Systems for Advanced Applications,71,14
2,333,9783031306365,Database Systems for Advanced Applications,185,37
1,334,9780132282116,Database Systems,78,15
2,334,9780132282116,Database Systems,190,38
1,335,9781461378242,Real-Time Database Systems,85,17
2,335,9781461378242,Real-Time Database Systems,195,39
1,336,9780792372189,Real-time database systems,92,18
2,336,9780792372189,Real-time database systems,20,5
1,337,9780070614857,Filing and Database Systems,99,19
2,337,9780070614857,Filing and Database Systems,25,5
1,338,9780201709285,Foundation for future database systems,106,21
2,338,9780201709285,Foundation for future database systems,30,6
1,339,9781475744576,Advances in visual information management,113,22
2,339,9781475744576,Advances in visual information management,35,7
1,340,9789388176620,Fundamentals of Database Management System,120,24
2,340,9789388176620,Fundamentals of Database Management System,40,8
1,341,9780160452413,Mapping the World of Education,127,25
2,341,9780160452413,Mapping the World of Education,45,9
1,342,9780080498560,Active Database Systems,134,26
2,342,9780080498560,Active Database Systems,50,10
1,343,9780387503455,Advances in Object-Oriented Database Systems,141,28
2,343,9780387503455,Advances in Object-Oriented Database Systems,55,11
1,344,9789810213152,Database systems for next-generation applications,148,29
2,344,9789810213152,Database systems for next-generation applications,60,12
1,345,9783642201530,Database Systems for Advanced Applications,155,31
2,345,9783642201530,Database Systems for Advanced Applications,65,13
1,346,9780877786719,Introduction to Database Systems,162,32
2,346,9780877786719,Introduction to Database Systems,70,14
1,347,9781903337233,Management Of Database Systems,169,33
2,347,9781903337233,Management Of Database Systems,75,15
1,348,9781680838480,Database Systems on GPUs,176,35
2,348,9781680838480,Database Systems on GPUs,80,16
1,349,9798655957787,Introduction to Database Systems,183,36
2,349,9798655957787,Introduction to Database Systems,85,17
1,350,9788177584769,Fundamentals of Database Systems,190,38
2,350,9788177584769,Fundamentals of Database Systems,90,18
1,351,9781680833249,Main Memory Database Systems,197,39
2,351,9781680833249,Main Memory Database Systems,95,19
1,352,9781730835223,Aero/Fluids Database System,24,5
2,352,9781730835223,Aero/Fluids Database System,100,20
1,353,9788131731925,Introduction to database systems,31,6
2,353,9788131731925,Introduction to database systems,105,21
1,354,9783642056697,Aspect-Oriented Database Systems,38,7
2,354,9783642056697,Aspect-Oriented Database Systems,110,22
1,355,9789810223908,Intelligent image database systems,45,9
2,355,9789810223908,Intelligent image database systems,115,23
1,356,9780321180957,Fundamentals of Database Systems,52,10
2,356,9780321180957,Fundamentals of Database Systems,120,24
1,357,9780471264767,Explorations of Database Systems,59,11
2,357,9780471264767,Explorations of Database Systems,125,25
1,358,9780863800146,A PROLOG database system,66,13
2,358,9780863800146,A PROLOG database system,130,26
1,359,9780471730255,Fundamentals of Database Systems,73,14
2,359,9780471730255,Fundamentals of Database Systems,135,27
1,360,9780130575913,Fundamentals of Database Systems,80,16
2,360,9780130575913,Fundamentals of Database Systems,140,28
1,361,9780070447578,Ri Im Database Systems,87,17
2,361,9780070447578,Ri Im Database Systems,145,29
1,362,9781584886204,Handbook of Database Systems,94,18
2,362,9781584886204,Handbook of Database Systems,150,30
1,363,9780582850118,Database Systems and Principles of Database Systems with Internet and Java Applications,101,20
2,363,9780582850118,Database Systems and Principles of Database Systems with Internet and Java Applications,155,31
1,364,9783031442292,Real-Time Database Systems,108,21
2,364,9783031442292,Real-Time Database Systems,160,32
1,365,9780805332704,Expert database systems,115,23
2,365,9780805332704,Expert database systems,165,33
1,366,9780875241456,"Reflex, the analytic database system",122,24
2,366,9780875241456,"Reflex, the analytic database system",170,34
1,367,9783030141318,Intelligent Information and Database Systems,129,25
2,367,9783030141318,Intelligent Information and Database Systems,175,35
1,368,9780805332711,Expert Database Systems,136,27
2,368,9780805332711,Expert Database Systems,180,36
1,369,9780262021517,Data models,143,28
2,369,9780262021517,Data models,185,37
1,370,9783642121449,Intelligent information and database systems,150,30
2,370,9783642121449,Intelligent information and database systems,190,38
1,371,9781306496773,Database Systems for Advanced Applications '93 - Proceedings of the 3rd International Symposium on Database Systems for Advanced Applications,157,31
2,371,9781306496773,Database Systems for Advanced Applications '93 - Proceedings of the 3rd International Symposium on Database Systems for Advanced Applications,195,39
1,372,9781299663244,Database Systems for Advanced Applications '97 - Proceedings of the 5th International Conference on Database Systems for Advanced Applications,164,32
2,372,9781299663244,Database Systems for Advanced Applications '97 - Proceedings of the 5th International Conference on Database Systems for Advanced Applications,20,5
1,373,9780792372158,Data quality,171,34
2,373,9780792372158,Data quality,25,5
1,374,9783319320250,Database Systems for Advanced Applications,178,35
2,374,9783319320250,Database Systems for Advanced Applications,30,6
1,375,9780890062135,Distributed Database Systems (Distributed Systems),185,37
2,375,9780890062135,Distributed Database Systems (Distributed Systems),35,7
1,376,9780256082296,Database systems for management,192,38
2,376,9780256082296,Database systems for management,40,8
1,377,9783642199547,New Challenges for Intelligent Information and Database Systems,199,39
2,377,9783642199547,New Challenges for Intelligent Information and Database Systems,45,9
1,378,9783319566597,Advanced Topics in Intelligent Information and Database Systems,26,5
2,378,9783319566597,Advanced Topics in Intelligent Information and Database Systems,50,10
1,379,9783319810041,Recent Developments in Intelligent Information and Database Systems,33,6
2,379,9783319810041,Recent Developments in Intelligent Information and Database Systems,55,11
1,380,9781402053931,Spatial Database Systems,40,8
2,380,9781402053931,Spatial Database Systems,60,12
1,381,9781558605497,Image Database Systems and Techniques,47,9
2,381,9781558605497,Image Database Systems and Techniques,65,13
1,382,9780805303117,Proceedings from the Second International Conference on Expert Database Systems,54,10
2,382,9780805303117,Proceedings from the Second International Conference on Expert Database Systems,70,14
1,383,9780130892089,Accounting information systems,61,12
2,383,9780130892089,Accounting information systems,75,15
1,384,9780387138312,Query Processing in Database Systems (Topics in Information Systems),68,13
2,384,9780387138312,Query Processing in Database Systems (Topics in Information Systems),80,16
1,385,9780444896094,"Visual database systems, II",75,15
2,385,9780444896094,"Visual database systems, II",85,17
1,386,9789385676345,Database Management Systems (DBMS),82,16
2,386,9789385676345,Database Management Systems (DBMS),90,18
1,387,9783319157023,Intelligent Information and Database Systems,89,17
2,387,9783319157023,Intelligent Information and Database Systems,95,19
1,388,9780769511306,Cooperative Database Systems for Advanced Applications (Codas 2001),96,19
2,388,9780769511306,Cooperative Database Systems for Advanced Applications (Codas 2001),100,20
1,389,9780890062142,Distributed Processing and Database Systems,103,20
2,389,9780890062142,Distributed Processing and Database Systems,105,21
1,390,9780256112672,Casebook:Database Systems Mangmt 2,110,22
2,390,9780256112672,Casebook:Database Systems Mangmt 2,110,22
1,391,9780619062705,DATABASE SYSTEMS DES IMP IRK,117,23
2,391,9780619062705,DATABASE SYSTEMS DES IMP IRK,115,23
1,392,9780138876470,First Course in Database Systems,124,24
2,392,9780138876470,First Course in Database Systems,120,24
1,393,9789332535206,First Course in Database Systems,131,26
2,393,9789332535206,First Course in Database Systems,125,25
1,394,9783642823763,Query Processing in Database Systems,138,27
2,394,9783642823763,Query Processing in Database Systems,130,26
1,395,9789332518674,Database Systems The Complete Book,145,29
