stock_in_id,line_no,product_id,product_barcode,product_name,quantity,unit_cost,line_amount
30011,3,252,9783540587101,Multimedia database systems,30,47.4,1422.0
30011,4,253,9780818688386,Tutorial,35,48.98,1714.3
30011,5,254,9780387522098,MAXDATA,15,50.56,758.4
30011,6,255,9780130412126,Principles of Distributed Database Systems,20,47.4,948.0
30011,7,256,9781639871513,Database Systems,25,48.98,1224.5
30011,8,257,9780130319951,Database systems,30,50.56,1516.8
30011,9,258,9780429282843,Database Management System,35,47.4,1659.0
30011,10,259,9783662493892,Intelligent Information and Database Systems,15,48.98,734.7
30012,1,260,9780201107159,Concurrency control and recovery in database systems,21,48.98,1028.58
30012,2,261,9780716781585,Principles of Database & Knowledge-Base Systems Vol. 1,26,50.56,1314.56
30012,3,262,9780357478967,Bundle : Database Systems,31,47.4,1469.4
30012,4,263,9780553091564,Distributed and multi-database systems,36,48.98,1763.28
30012,5,264,9783642121463,Intelligent Information and Database Systems,16,50.56,808.96
30012,6,265,9783642843747,On Object-Oriented Database Systems,21,47.4,995.4
30012,7,266,9784431683094,Object-Oriented Database System,26,48.98,1273.48
30012,8,267,9780387699363,Sequence data mining,31,50.56,1567.36
30012,9,268,9780471478478,Database Systems,36,47.4,1706.4
30012,10,269,9781418848576,Database System,16,48.98,783.68
30013,1,270,9780072359527,Database Systems,22,48.98,1077.56
30013,2,271,9781425774608,Database Systems,27,50.56,1365.12
30013,3,272,9781979614566,Database Systems,32,47.4,1516.8
30013,4,273,9781979430807,Database Systems,37,48.98,1812.26
30013,5,274,9781981839902,Database Systems,17,50.56,859.52
30013,6,275,9780321292711,Database Systems,22,47.4,1042.8
30013,7,276,9781418836504,Database Systems,27,48.98,1322.46
30013,8,277,9789630566360,A practical approach to database systems,32,50.56,1617.92
30013,9,278,9781505334814,Database Systems,37,47.4,1753.8
30013,10,279,9789211196696,ESCAP minerals database system,17,48.98,832.66
30014,1,280,9781977723413,Federated Database System,19,48.98,930.62
30014,2,281,9781505334876,Database Systems,24,50.56,1213.44
30014,3,282,9781719121279,Heterogeneous Database System,29,47.4,1374.6
30014,4,283,9780619062699,Database systems,34,48.98,1665.32
30014,5,284,9780789572684,Database System,14,50.56,707.84
30014,6,285,9781492040347,Database Internals,19,47.4,900.6
30014,7,286,9783642374517,Database Systems for Advanced Applications,24,48.98,1175.52
30014,8,287,9783319162119,New Trends in Intelligent Information and Database Systems,29,50.56,1466.24
30014,9,288,9783319382371,Advanced Approaches to Intelligent Information and Database Systems,34,47.4,1611.6
30014,10,289,9781019251669,A self-organizing database system - a different approach to query optimization,14,48.98,685.72
30015,1,300,9780412844003,Visual database systems 4 (VDB4),21,48.98,1028.58
30015,2,301,9780072471410,Database Management Systems,26,50.56,1314.56
30015,3,302,9783540245711,Database Systems for Advanced Applications,31,47.4,1469.4
30015,4,303,9781774694428,Creation and Management of Database Systems,36,48.98,1763.28
30015,5,304,9783642579394,Advances in Object-Oriented Database Systems,16,50.56,808.96
30015,6,305,9781558603042,Active database systems,21,47.4,995.4
30015,7,306,9781461346418,Advanced database indexing,26,48.98,1273.48
30015,8,307,9780201536478,"Fundamentals Database Systems, Oracle Programming 8.0, Oracl",31,50.56,1567.36
30015,9,308,9783642365478,Intelligent Information and Database Systems,36,47.4,1706.4
30015,10,309,9780198596660,Database systems engineering,16,48.98,783.68
30016,1,310,9780619213725,Database Systems Ise,22,48.98,1077.56
30016,2,311,9783642688485,Relational Database Systems,27,50.56,1365.12
30016,3,312,9781850321156,Database Systems Engineering,32,47.4,1516.8
30016,4,313,9780201544008,Distributed database systems,37,48.98,1812.26
30016,5,314,9788131743089,Distributed database systems,17,50.56,859.52
30016,6,315,9781456611743,Relational Database Systems,22,47.4,1042.8
30016,7,316,9780070216266,Database systems handbook,27,48.98,1322.46
30016,8,317,9780077096007,Web Database Systems,32,50.56,1617.92
30016,9,318,9780470245705,Mobile Database Systems,37,47.4,1753.8
30016,10,319,9780123822550,Expert database systems,17,48.98,832.66
30017,1,320,9780201612554,Fundamentals Database Systems,19,48.98,930.62
30017,2,321,9783642609510,Multimedia Database Systems,24,50.56,1213.44
30017,3,322,9781305866799,Database Systems,29,47.4,1374.6
30017,4,323,9781496086266,Database Systems and Applications,34,48.98,1665.32
30017,5,324,9780136142157,Recovery Mechanisms in Database Systems,14,50.56,707.84
30017,6,325,9783642609503,Multimedia Database Systems,19,47.4,900.6
30017,7,326,9780792397120,Multimedia Database Systems,24,48.98,1175.52
30017,8,327,9781782223801,Oracle Database System Design,29,50.56,1466.24
30017,9,328,9783540210474,Database systems for advanced applications,34,47.4,1611.6
30017,10,329,9781447132257,Rules in Database Systems,14,48.98,685.72
30018,1,330,9780412721700,Visual database systems 3,20,48.98,979.6
30018,2,331,9781601987549,Design and Implementation of Modern Column-Oriented Database Systems,25,50.56,1264.0
30018,3,332,9789819759330,Recent Challenges in Intelligent Information and Database Systems,30,47.4,1422.0
30018,4,333,9783031306365,Database Systems for Advanced Applications,35,48.98,1714.3
30018,5,334,9780132282116,Database Systems,15,50.56,758.4
30018,6,335,9781461378242,Real-Time Database Systems,20,47.4,948.0
30018,7,336,9780792372189,Real-time database systems,25,48.98,1224.5
30018,8,337,9780070614857,Filing and Database Systems,30,50.56,1516.8
30018,9,338,9780201709285,Foundation for future database systems,35,47.4,1659.0
30018,10,339,9781475744576,Advances in visual information management,15,48.98,734.7
30019,1,350,9788177584769,Fundamentals of Database Systems,22,48.98,1077.56
30019,2,351,9781680833249,Main Memory Database Systems,27,50.56,1365.12
30019,3,352,9781730835223,Aero/Fluids Database System,32,47.4,1516.8
30019,4,353,9788131731925,Introduction to database systems,37,48.98,1812.26
30019,5,354,9783642056697,Aspect-Oriented Database Systems,17,50.56,859.52
30019,6,355,9789810223908,Intelligent image database systems,22,47.4,1042.8
30019,7,356,9780321180957,Fundamentals of Database Systems,27,48.98,1322.46
30019,8,357,9780471264767,Explorations of Database Systems,32,50.56,1617.92
30019,9,358,9780863800146,A PROLOG database system,37,47.4,1753.8
30019,10,359,9780471730255,Fundamentals of Database Systems,17,48.98,832.66
30020,1,360,9780130575913,Fundamentals of Database Systems,19,48.98,930.62
30020,2,361,9780070447578,Ri Im Database Systems,24,50.56,1213.44
30020,3,362,9781584886204,Handbook of Database Systems,29,47.4,1374.6
30020,4,363,9780582850118,Database Systems and Principles of Database Systems with Internet and Java Applications,34,48.98,1665.32
30020,5,364,9783031442292,Real-Time Database Systems,14,50.56,707.84
30020,6,365,9780805332704,Expert database systems,19,47.4,900.6
30020,7,366,9780875241456,"Reflex, the analytic database system",24,48.98,1175.52
30020,8,367,9783030141318,Intelligent Information and Database Systems,29,50.56,1466.24
30020,9,368,9780805332711,Expert Database Systems,34,47.4,1611.6
30020,10,369,9780262021517,Data models,14,48.98,685.72
30021,1,370,9783642121449,Intelligent information and database systems,20,48.98,979.6
30021,2,371,9781306496773,Database Systems for Advanced Applications '93 - Proceedings of the 3rd International Symposium on Database Systems for Advanced Applications,25,50.56,1264.0
30021,3,372,9781299663244,Database Systems for Advanced Applications '97 - Proceedings of the 5th International Conference on Database Systems for Advanced Applications,30,47.4,1422.0
30021,4,373,9780792372158,Data quality,35,48.98,1714.3
30021,5,374,9783319320250,Database Systems for Advanced Applications,15,50.56,758.4
30021,6,375,9780890062135,Distributed Database Systems (Distributed Systems),20,47.4,948.0
30021,7,376,9780256082296,Database systems for management,25,48.98,1224.5
30021,8,377,9783642199547,New Challenges for Intelligent Information and Database Systems,30,50.56,1516.8
30021,9,378,9783319566597,Advanced Topics in Intelligent Information and Database Systems,35,47.4,1659.0
30021,10,379,9783319810041,Recent Developments in Intelligent Information and Database Systems,15,48.98,734.7
30022,1,380,9781402053931,Spatial Database Systems,21,48.98,1028.58
30022,2,381,9781558605497,Image Database Systems and Techniques,26,50.56,1314.56
30022,3,382,9780805303117,Proceedings from the Second International Conference on Expert Database Systems,31,47.4,1469.4
30022,4,383,9780130892089,Accounting information systems,36,48.98,1763.28
30022,5,384,9780387138312,Query Processing in Database Systems (Topics in Information Systems),16,50.56,808.96
30022,6,385,9780444896094,"Visual database systems, II",21,47.4,995.4
30022,7,386,9789385676345,Database Management Systems (DBMS),26,48.98,1273.48
30022,8,387,9783319157023,Intelligent Information and Database Systems,31,50.56,1567.36
30022,9,388,9780769511306,Cooperative Database Systems for Advanced Applications (Codas 2001),36,47.4,1706.4
30022,10,389,9780890062142,Distributed Processing and Database Systems,16,48.98,783.68
30023,1,400,9783322938602,Recovery in Parallel Database Systems,19,48.98,930.62
30023,2,401,9783642120275,Database Systems for Advanced Applications,24,50.56,1213.44
30023,3,402,9783642202452,Database Systems for Advanced Applications,29,47.4,1374.6
30023,4,403,9783642120992,Database Systems for Advanced Applications,34,48.98,1665.32
30023,5,404,9783642823756,Query Processing in Database Systems,14,50.56,707.84
30023,6,405,9780471927624,A fuzzy PROLOG database system,19,47.4,900.6
30023,7,406,9780116304698,Database systems for statistical applications,24,48.98,1175.52
30023,8,407,9781441988331,Principles of distributed database systems,29,50.56,1466.24
30023,9,408,9780256093568,Instructor's Manual for Database System,34,47.4,1611.6
30023,10,409,9781558603783,Fundamentals of Active Database Systems,14,48.98,685.72
30024,1,410,9783928134910,kleio,20,48.98,979.6
30024,2,411,9788178670416,Principles of Multimedia Database Systems,25,50.56,1264.0
30024,3,412,9788120712645,Database System Design and Development,30,47.4,1422.0
30024,4,413,9780130863874,Database System Implementation International Edition,35,48.98,1714.3
30024,5,414,9781878289889,Developing Quality Complex Database Systems,15,50.56,758.4
30024,6,415,9781538835814,Studyguide for Database Systems,20,47.4,948.0
30024,7,416,9780585380001,Developing Quality Complex Database Systems,25,48.98,1224.5
30024,8,417,9780738409061,Database Systems Management,30,50.56,1516.8
30024,9,418,9780201547320,"Introduction to Database Systems, An",35,47.4,1659.0
30024,10,419,9789814021555,Database Systems '99,15,48.98,734.7
30025,1,420,9783540199830,Active and real-time database systems (ARTDB-95),21,48.98,1028.58
30025,2,421,9781447134244,Interfaces to Database Systems,26,50.56,1314.56
30025,3,422,9789061962519,Query processing and data allocation in distributed database systems,31,47.4,1469.4
30025,4,423,9780818654527,Query processing in parallel relational database systems,36,48.98,1763.28
30025,5,424,9789813083912,Database systems 98,16,50.56,808.96
30025,6,425,9781402076008,Object management in distributed database systems for stationary and mobile computing environments,21,47.4,995.4
30025,7,426,9780471262978,Fundamentals of Database Management Systems,26,48.98,1273.48
30025,8,427,9781306396011,Database Systems for Next-Generation Applications,31,50.56,1567.36
30025,9,428,9781337627931,MindTap for Coronel/Morris' Database Systems,36,47.4,1706.4
30025,10,429,9789814503686,Database Systems for Next-Generation Applications,16,48.98,783.68
30026,1,430,9781475769395,Visual Database Systems 4 (VDB4),22,48.98,1077.56
30026,2,431,9789993029007,Framework for Distributed Database Systems,27,50.56,1365.12
30026,3,432,9780201071856,The Ingres papers,32,47.4,1516.8
30026,4,433,9780792378884,Semantic models for multimedia database searching and browsing,37,48.98,1812.26
30026,5,434,9780072322064,Database management systems,17,50.56,859.52
30026,6,435,9781483298474,Interoperable Database Systems,22,47.4,1042.8
30026,7,436,9780201530926,Object data management,27,48.98,1322.46
30026,8,437,9780893913441,New directions for database systems,32,50.56,1617.92
30026,9,438,9783540195139,The architectural logic of database systems,37,47.4,1753.8
30026,10,439,9781423569305,The Dolphin Didactic Database System (DODDS),17,48.98,832.66
30027,1,450,9780070614826,"Filing and Database Systems, Practice Set",20,48.98,979.6
30027,2,451,9780444704092,Concurrency control in distributed database systems,25,50.56,1264.0
30027,3,452,9780867202052,Concurrency in programming and database systems,30,47.4,1422.0
30027,4,453,9780750300483,Database systems in science and engineering,35,48.98,1714.3
30027,5,454,9780333371008,Principles and practice of database systems,15,50.56,758.4
30027,6,455,9780792399858,Indexing techniques for advanced database systems,20,47.4,948.0
30027,7,456,9780940706088,Controls for Advanced Online Database Systems,25,48.98,1224.5
30027,8,457,9780387578255,Advances in object-oriented database systems,30,50.56,1516.8
30027,9,458,9780619137298,Database System,35,47.4,1659.0
30027,10,459,9781558605121,Zaniolo Adv Database Systems Solutions Manual,15,48.98,734.7
30028,1,460,9781599041728,Implementing Relational Database Systems,21,48.98,1028.58
30028,2,461,9780201422771,Database systems,26,50.56,1314.56
30028,3,462,9780136108139,Solutions Manual for Database Systems,31,47.4,1469.4
30028,4,463,9780130654427,Performance of concurrency control mechanisms in centralized database systems,36,48.98,1763.28
30028,5,464,9780585431666,Implementing relational database systems,16,50.56,808.96
30028,6,465,9780387541327,Parallel database systems,21,47.4,995.4
30028,7,466,9780948036231,Introduction to Database Systems (Management Information Systems),26,48.98,1273.48
30028,8,467,9780769518954,"Eighth International Conference on Database Systems for Advanced Applications (Dasfaa 2003): Kyoto, Japan 26-28 2003",31,50.56,1567.36
30028,9,468,9780387243931,Stream data management,36,47.4,1706.4
30028,10,469,9783642284939,Intelligent Information and Database Systems,16,48.98,783.68
30029,1,470,9783319223230,Database Systems for Advanced Applications,22,48.98,1077.56
30029,2,471,9781522520139,Advancing Cloud Database Systems and Capacity Planning with Dynamic Applications,27,50.56,1365.12
30029,3,472,9781581133615,Proceedings of the Twentieth ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,32,47.4,1516.8
30029,4,473,9781792070532,Database Interfaces on Nasa's Heterogeneous Distributed Database System,37,48.98,1812.26
30029,5,474,9781725632226,Database Interfaces on NASA's Heterogeneous Distributed Database System,17,50.56,859.52
30029,6,475,9780792375999,Information and Database Quality (Advances in Database Systems),22,47.4,1042.8
30029,7,476,9781423538479,Distributed Relational Database System of Occasionally Connected Databases,27,48.98,1322.46
30029,8,477,9789810213800,Database Systems for Advanced Applications '93,32,50.56,1617.92
30029,9,478,9780387198460,Rules in database systems,37,47.4,1753.8
30029,10,479,9780444873347,Visual database systems,17,48.98,832.66
30030,1,480,9780387701288,Object-Oriented Database System,19,48.98,930.62
30030,2,481,9780201741537,"Fundamentals of Database Systems, with E-book",24,50.56,1213.44
30030,3,482,9781581138580,Proceedings of the Twenty-third ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,29,47.4,1374.6
30030,4,483,9783540717027,Advances in databases,34,48.98,1665.32
30030,5,484,9780387198026,Interfaces to database systems (IDS92),14,50.56,707.84
30030,6,485,9781447134237,Interfaces to Database Systems (IDS92),19,47.4,900.6
30030,7,486,9781111969608,"Database Systems: Design, Implementation, and Management (with Premium WebSite Printed Access Card and Essential Textbook Resources Printed Access Card)",24,48.98,1175.52
30030,8,487,9789810234362,Advanced database systems for integration of media and user environments '98,29,50.56,1466.24
30030,9,488,9783540541325,Parallel Database Systems,34,47.4,1611.6
30030,10,489,9783540635161,Rules in database systems,14,48.98,685.72
30031,1,500,9781291688894,Learn Database Systems with Implementation and Examples,21,48.98,1028.58
30031,2,501,9780387537542,Meta-level control for deductive database systems,26,50.56,1314.56
30031,3,502,9780818648380,Tutorial,31,47.4,1469.4
30031,4,503,9780818602610,Tutorial,36,48.98,1763.28
30031,5,504,9783540701286,Object-oriented Database System (Computer Science Workbench),16,50.56,808.96
30031,6,505,9780387108452,The concurrency control problem for database systems,21,47.4,995.4
30031,7,506,9780769509969,Database Systems for Advanced Applications (Dasfaa 2001),26,48.98,1273.48
30031,8,507,9789090038490,Semantic query optimization in distributed database systems,31,50.56,1567.36
30031,9,508,9780321294012,DataBase Systems,36,47.4,1706.4
30031,10,509,9789810222208,Database systems for advanced applications '95,16,48.98,783.68
30032,1,510,9780387199108,Interfaces to database systems (IDS94),22,48.98,1077.56
30032,2,511,9789810231071,Database systems for advanced applications '97,27,50.56,1365.12
30032,3,512,9783540198468,Rules in Database Systems,32,47.4,1516.8
30032,4,513,9781588981967,"Role Playing Database, A Computerized Role Playing Database System",37,48.98,1812.26
30032,5,514,9780929306438,The database application book using the MySQL database system,17,50.56,859.52
30032,6,515,9781491925942,Database Reliability Engineering: Designing and Operating Resilient Database Systems,22,47.4,1042.8
30032,7,516,9780444898791,Interoperable database systems (DS-5),27,48.98,1322.46
30032,8,517,9781595930620,Proceedings of the Twenty-Fourth ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,32,50.56,1617.92
30032,9,518,9789810210557,Database systems for advanced applications '91,37,47.4,1753.8
30032,10,519,9798408149155,"Zero to Mastery in Database Management System- No. 1 DBMS Book to Become Zero to Hero in DBMS, This Amazing Database Book Covers a-Z Database System Concepts, 2022 Latest Edition",17,48.98,832.66
30033,1,520,9780136075448,GOAL Student Access Code Card for Database Systems,19,48.98,930.62
30033,2,521,9780321206749,Fundamentals of Database Systems/Oracle 9i Programming,24,50.56,1213.44
30033,3,522,9781447130819,Active and Real-Time Database Systems,29,47.4,1374.6
30033,4,523,9783540199106,Interfaces to database systems (IDS94),34,48.98,1665.32
30033,5,524,9783540138310,Query Processing in Database Systems (Topics in Information Systems),14,50.56,707.84
30033,6,525,9781872698014,Database matters,19,47.4,900.6
30033,7,526,9783031001260,Database Systems for Advanced Applications,24,48.98,1175.52
30033,8,527,9783319557526,Database Systems for Advanced Applications,29,50.56,1466.24
30033,9,528,9780387269337,Querying XML with XQuery (Advances in Database Systems),34,47.4,1611.6
30033,10,529,9783831601394,A compression engine for multidimensional array database systems,14,48.98,685.72
30034,1,530,9783896014214,Extending the stratification approach for deductive database systems,20,48.98,979.6
30034,2,531,9780077441302,Database System Concepts Strayer University Custom Edition 2010,25,50.56,1264.0
30034,3,532,9781450338653,PODS'15,30,47.4,1422.0
30034,4,533,9780321446589,Gradiance Access Card for Fundamentals of Database Systems,35,48.98,1714.3
30034,5,534,9780471621300,The professional's guide to database systems project management,15,50.56,758.4
30034,6,535,9783030093983,Modern Approaches for Intelligent Information and Database Systems,20,47.4,948.0
30034,7,536,9783319760803,Modern Approaches for Intelligent Information and Database Systems,25,48.98,1224.5
30034,8,537,9783642199530,New Challenges for Intelligent Information and Database Systems,30,50.56,1516.8
30034,9,538,9780201741544,"Introduction to Database Systems, with E-book, An",35,47.4,1659.0
30034,10,539,9781423583806,The Design of a Financial Management Database System,15,48.98,734.7
30035,1,550,9781581136708,Proceedings of the Twenty-second ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,22,48.98,1077.56
30035,2,551,9780387242491,Fuzzy Database Modeling with XML (Advances in Database Systems Book 29),27,50.56,1365.12
30035,3,552,9780582850323,Database Management : With Website Development Applications with Database Systems,32,47.4,1516.8
30035,4,553,9789814503624,Future Databases '92,37,48.98,1812.26
30035,5,554,9781853550089,EDP environments,17,50.56,859.52
30035,6,555,9780877783442,Introduction to Database Systems with Oracle Programming 8.0,22,47.4,1042.8
30035,7,556,9781305313576,Acp Database Systems and the Language of SQL - Csu,27,48.98,1322.46
30035,8,557,9780138063405,Research foundations in object-oriented and semantic database systems,32,50.56,1617.92
30035,9,558,9780818647345,"Proceedings, 1986 International Workshop on Object-Oriented Database Systems",37,47.4,1753.8
30035,10,559,9783896014191,Diagnosis and repair of constraint violations in database systems,17,48.98,832.66
30036,1,560,9780134564760,Research Foundations in Object-Oriented and Semantic Database Systems,19,48.98,930.62
30036,2,561,9780201612592,Fundamentals of Database Systems 3/e with Oracle Programming,24,50.56,1213.44
30036,3,562,9789706862860,Sistemas de bases de datos/ Database Systems,29,47.4,1374.6
30036,4,563,9783540333388,Database Systems for Advanced Applications,34,48.98,1665.32
30036,5,564,9780387533971,Database systems of the 90s,14,50.56,707.84
30036,6,565,9781447130802,Active and Real-Time Database Systems (ARTDB-95),19,47.4,900.6
30036,7,566,9780769509983,Proceedings,24,48.98,1175.52
30036,8,567,9783319914510,Database Systems for Advanced Applications,29,50.56,1466.24
30036,9,568,9781586033156,"Version Management in Federated Database Systems (Dissertations in Database and Information Systems, 81)",34,47.4,1611.6
30036,10,569,9780632030286,Information systems development,14,48.98,685.72
30037,1,570,9780595136759,Database-SQL-Rdbms Howto,20,48.98,979.6
30037,2,571,9783540320050,Database Systems for Advanced Applications,25,50.56,1264.0
30037,3,572,9780897915939,Proceedings of the Twelfth ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,30,47.4,1422.0
30037,4,573,9780897911795,Proceedings of the Fifth ACM SIGACT-SIGMOD Symposium on Principles of Database Systems,35,48.98,1714.3
30037,5,574,9781423538738,The Role of Expert Systems in Federated Distributed Multi-Database Systems,15,50.56,758.4
30037,6,575,9780612353862,Physical database design decision algorithms and concurrent reorganization for parallel database systems,20,47.4,948.0
30037,7,576,9780897910705,Proceedings of the Acm Symposium on Principles of Database Systems,25,48.98,1224.5
30037,8,577,9780321290939,Designing Effective Database Systems (The Addison-Wesley Microsoft Technology Series),30,50.56,1516.8
30037,9,578,9787040192452,Shu ju ku xi tong gai nian,35,47.4,1659.0
30037,10,579,9788177585568,"Introduction to Database Systems, 8th Edition, Date, Kannan, Swamynathan",15,48.98,734.7
