supplier_id,product_id,product_barcode,product_name,supply_price,min_order_qty,is_primary
202,186,DD1438630569,中国小说名句解析/国学经典名句珍藏,45.43,20,1
203,187,DD1062164789,中国小说名句解析/国学经典名句珍藏新华,47.4,25,1
204,188,DD1418636679,中国小说名句解析/国学经典名句珍藏,49.38,30,1
207,188,DD1418636679,中国小说名句解析/国学经典名句珍藏,53.33,40,0
205,189,DD11684366396,中国小说史略,51.35,35,1
206,190,DD11653255393,中国小说史略,43.45,40,1
207,191,DD11612670996,传世经典文库:中国小说史略,45.43,45,1
208,192,DD12431981136,中国小说史略,47.4,10,1
1,192,DD12431981136,中国小说史略,51.19,20,0
209,193,DD1387547185,中国小说名句解析/国学经典名句珍藏,49.38,15,1
210,194,DD11999486130,中国小说,51.35,20,1
1,195,DD11881985590,中国小说美学史,43.45,25,1
2,196,DD12356292123,中国小说审美与人的生存理想,45.43,30,1
103,196,DD12356292123,中国小说审美与人的生存理想,49.06,40,0
101,197,DD12506186127,中国小说史略,47.4,35,1
102,198,DD1219419803,中国小说史略/老北大讲义,49.38,40,1
103,199,DD1426333409,中国小说史略/老北大讲义,51.35,45,1
201,200,DD12496215047,中国小说研究,43.45,10,1
204,200,DD12496215047,中国小说研究,46.93,20,0
202,201,DD12318076119,中国小说史略,45.43,15,1
203,202,DD12368872044,中国小说研究,47.4,20,1
204,203,DD12497184127,中国小说史略,49.38,25,1
205,204,DD12356377063,中国小说史略,51.35,30,1
208,204,DD12356377063,中国小说史略,55.46,40,0
206,205,DD12385893079,中国小说史略,43.45,35,1
207,206,DD12372888068,中国小说史略,45.43,40,1
208,207,DD12414450009,中国小说研究,47.4,45,1
209,208,DD12447038011,中国小说史略,49.38,10,1
2,208,DD12447038011,中国小说史略,53.33,20,0
210,209,DD12350565033,中国小说研究,51.35,15,1
1,210,DD1802841071,中国小说史略,43.45,20,1
2,211,DD11177298020,中国小说史略,45.43,25,1
101,212,DD12448815001,中国小说史略,47.4,30,1
201,212,DD12448815001,中国小说史略,51.19,40,0
102,213,DD12337375465,中国小说的谱系与文体形态,49.38,35,1
103,214,DD11704128116,中国小说史略,51.35,40,1
201,215,DD11184408100,中国小说阅读拓展训练二十篇,43.45,45,1
202,216,DD12356057020,中国小说史略,45.43,10,1
205,216,DD12356057020,中国小说史略,49.06,20,0
203,217,DD12420468048,中国小说的起源及其演变,47.4,15,1
204,218,DD11767777049,中国小说阅读拓展训练二十篇,49.38,20,1
205,219,DD11724449053,中国小说史略鲁迅小说史论专著,51.35,25,1
206,220,DD11994169044,中国小说叙事模式的转变,43.45,30,1
209,220,DD11994169044,中国小说叙事模式的转变,46.93,40,0
207,221,DD12496949097,中国小说研究,45.43,35,1
208,222,DD1400324903,中国小说阅读拓展训练二十篇,47.4,40,1
209,223,DD1781218712,中国小说史略,49.38,45,1
210,224,DD11878470050,中国小说史略,51.35,10,1
101,224,DD11878470050,中国小说史略,55.46,20,0
1,225,DD11888813019,中国小说史略,43.45,15,1
2,226,DD11987860100,中国小说的近代变革,45.43,20,1
101,227,DD12412072067,中国小说史略,47.4,25,1
102,228,DD12330583032,中国小说史略鲁迅小说史经典著作中国,49.38,30,1
202,228,DD12330583032,中国小说史略鲁迅小说史经典著作中国,53.33,40,0
103,229,DD12354081010,中国小说戏曲理论的近代转型,51.35,35,1
201,230,DD12398216107,中国小说史略,43.45,40,1
202,231,DD11944979056,中国小说的近代变革,45.43,45,1
203,232,DD12337380285,中国小说史略,47.4,10,1
206,232,DD12337380285,中国小说史略,51.19,20,0
204,233,DD12300206970,中国小说审美与人的生存理想,49.38,15,1
205,234,DD11703758586,中国小说史略,51.35,20,1
206,235,DD1781218802,中国小说史略,43.45,25,1
207,236,DD11612085066,中国小说美学史,45.43,30,1
210,236,DD11612085066,中国小说美学史,49.06,40,0
208,237,DD12343138100,中国小说史略,47.4,35,1
209,238,DD12497679067,中国小说研究,49.38,40,1
210,239,DD12303698060,中国小说史略,51.35,45,1
1,240,DD12420399116,中国小说史略(新校本),43.45,10,1
102,240,DD12420399116,中国小说史略(新校本),46.93,20,0
2,241,DD12344171053,中国小说的起源及其演变,45.43,15,1
101,242,DD12336247005,中国小说史略,47.4,20,1
102,243,DD12337445044,中国小说史略鲁迅著,49.38,25,1
103,244,DD12339970056,中国小说叙事模式的转变,51.35,30,1
203,244,DD12339970056,中国小说叙事模式的转变,55.46,40,0
201,245,DD12398794095,中国小说史略,43.45,35,1
202,246,DD12470611021,中国小说史略,45.43,40,1
203,247,DD12301502131,中国小说史略,47.4,45,1
204,248,DD11950997126,中国小说与传说在日本的传播与再创,49.38,10,1
207,248,DD11950997126,中国小说与传说在日本的传播与再创,53.33,20,0
205,249,DD1087972569,中国小说史略(精)/鸿儒国学讲堂,51.35,15,1
206,250,DD1357070167,中国小说史略(精)/鸿儒国学讲堂,43.45,20,1
207,251,DD1036940979,中国小说史略(精)/鸿儒国学讲堂,45.43,25,1
208,252,DD12443513097,中国小说论坛,47.4,30,1
1,252,DD12443513097,中国小说论坛,51.19,40,0
209,253,DD11708198115,中国小说叙事模式的转变,49.38,35,1
210,254,DD12480827117,中国小说史略,51.35,40,1
1,255,DD11952171083,中国小说史略:民国学术经典?文学史类,43.45,45,1
2,256,DD12315949049,中国小说史略,45.43,10,1
103,256,DD12315949049,中国小说史略,49.06,20,0
101,257,DD11847932050,中国小说写人学,47.4,15,1
102,258,DD12467037047,中国小说续书研究,49.38,20,1
103,259,DD11996335133,中国小说史略鲁迅著,51.35,25,1
201,260,DD12354122120,中国小说戏曲的发现,43.45,30,1
204,260,DD12354122120,中国小说戏曲的发现,46.93,40,0
202,261,DD12501311137,中国小说史略,45.43,35,1
203,262,DD12331851132,中国小说史略鲁迅著著,47.4,40,1
204,263,DD12402021107,中国小说史略,49.38,45,1
205,264,DD12402021117,中国小说史略,51.35,10,1
208,264,DD12402021117,中国小说史略,55.46,20,0
206,265,DD12352098089,中国小说叙事模式的转变,43.45,15,1
207,266,DD12372616048,中国小说学主流,45.43,20,1
208,267,DD11927804062,中国小说史略,47.4,25,1
209,268,DD12406032047,中国小说史略鲁迅著,49.38,30,1
2,268,DD12406032047,中国小说史略鲁迅著,53.33,40,0
210,269,DD12410609137,中国小说的文与脉,51.35,35,1
1,270,DD11957885062,中国小说戏曲的发现,43.45,40,1
2,271,DD12467718057,中国小说研究史黄霖著,45.43,45,1
101,272,DD12342513040,中国小说学主流,47.4,10,1
201,272,DD12342513040,中国小说学主流,51.19,20,0
102,273,DD12422820088,中国小说研究,49.38,15,1
103,274,DD12402352019,中国小说史略(新校本),51.35,20,1
201,275,DD12408023005,中国小说史略,43.45,25,1
202,276,DD12337906065,中国小说古今演变研究举隅,45.43,30,1
205,276,DD12337906065,中国小说古今演变研究举隅,49.06,40,0
203,277,DD11785933029,中国小说与传说在日本的传播与再创,47.4,35,1
204,278,DD603366656,中国小说史略(外一种:汉文学史纲要),49.38,40,1
205,279,DD11846300119,中国小说史略,51.35,45,1
206,280,DD12335835105,中国小说学主流,43.45,10,1
209,280,DD12335835105,中国小说学主流,46.93,20,0
207,281,DD11612885396,中国小说学主流,45.43,15,1
208,282,DD11908459004,中国小说史略,47.4,20,1
209,283,DD27858785,中国小说的文与脉中国现代文学馆青年批评家丛书,49.38,25,1
210,284,DD12367141058,中国小说史略蓬莱阁典藏系列是中国小说史的,51.35,30,1
101,284,DD12367141058,中国小说史略蓬莱阁典藏系列是中国小说史的,55.46,40,0
1,285,DD605007765,中国小说史略(外一种:汉文学史纲要),43.45,35,1
2,286,DD12456139037,中国小说戏曲小史,45.43,40,1
101,287,DD605007795,中国小说史略(外一种:汉文学史纲要),47.4,45,1
102,288,DD11946088040,中国小说叙事模式的转变,49.38,10,1
202,288,DD11946088040,中国小说叙事模式的转变,53.33,20,0
103,289,DD12410603096,中国小说叙事模式的转变,51.35,15,1
201,290,DD12345108041,中国小说古今演变研究举隅,43.45,20,1
202,291,DD11994382074,中国小说古今演变研究举隅,45.43,25,1
203,292,DD12382359016,中国小说的文与脉,47.4,30,1
206,292,DD12382359016,中国小说的文与脉,51.19,40,0
204,293,DD12358754103,中国小说史略,49.38,35,1
205,294,DD12328718109,中国小说史略(精)/蓬莱阁典藏系列,51.35,40,1
206,295,DD12504987097,中国小说戏曲小史,43.45,45,1
207,296,DD1429768003,中国小说与传说在日本的传播与再创,45.43,10,1
210,296,DD1429768003,中国小说与传说在日本的传播与再创,49.06,20,0
208,297,DD11020610014,中国小说写人研究,47.4,15,1
209,298,DD1354485467,中国小说写人研究,49.38,20,1
210,299,DD1042175079,中国小说写人研究,51.35,25,1
1,300,DD1069521069,中国小说写人研究新华,43.45,30,1
102,300,DD1069521069,中国小说写人研究新华,46.93,40,0
2,301,DD1476689677,中国小说与传说在日本的传播与再创,45.43,35,1
101,302,DD1397920709,中国小说的文与脉/中国现代文学馆青年批评家丛书,47.4,40,1
102,303,DD1471122625,中国小说的文与脉/中国现代文学馆青年批评家丛书,49.38,45,1
103,304,DD1466951777,中国小说与传说在日本的传播与再创,51.35,10,1
203,304,DD1466951777,中国小说与传说在日本的传播与再创,55.46,20,0
201,305,DD12387732036,外国小说读本,43.45,15,1
202,306,DD12411025696,读客外国小说文库332:湖边小屋的谎言,45.43,20,1
203,307,DD12336168626,读客外国小说文库:放熊归山,47.4,25,1
204,308,DD12100017576,外国小说精品系列,49.38,30,1
207,308,DD12100017576,外国小说精品系列,53.33,40,0
205,309,DD12100022342,明室外国小说系列,51.35,35,1
206,310,DD12340596176,B)读客外国小说文库:鄙视(精装塑封,43.45,40,1
207,311,DD12441064371,外国小说书架:历史学家美伊丽莎白·科斯托娃(ElixabethKostova),45.43,45,1
208,312,DD12389546196,外国小说书架:历史学家美伊丽莎白·科斯托娃(ElixabethKostova),47.4,10,1
1,312,DD12389546196,外国小说书架:历史学家美伊丽莎白·科斯托娃(ElixabethKostova),51.19,20,0
209,313,DD11806076632,外国小说理查德布劳提根作品集套装4册布劳提根诗选草坪的复仇在西瓜糖里在美国钓鳟鱼嬉皮一代的文化偶,49.38,15,1
210,314,DD12338446020,外国小说理查德布劳提根作品集套装4册布劳提根诗选草坪的复仇在西瓜糖里在美国钓鳟鱼嬉皮一代的文化偶像,51.35,20,1
1,315,DD12488429337,外国小说理查德布劳提根作品集套装4册布劳提根诗选草坪的复仇在西瓜糖里在美国钓鳟鱼嬉皮一代的文化偶像,43.45,25,1
2,316,DD11802893953,读客外国小说文库间谍先生,45.43,30,1
103,316,DD11802893953,读客外国小说文库间谍先生,49.06,40,0
101,317,DD25179560,外国小说名作欣赏萧乾跟着,47.4,35,1
102,318,DD12455254287,21世纪年度佳外国小说:生命,49.38,40,1
103,319,DD12409766556,21世纪年度佳外国小说:生命,51.35,45,1
201,320,DD11962429678,"书籍读客外国小说文库484:桤木王(精装)法米歇尔·图尼埃,M",43.45,10,1
204,320,DD11962429678,"书籍读客外国小说文库484:桤木王(精装)法米歇尔·图尼埃,M",46.93,20,0
202,321,DD12403330381,外国小说:名家成名作,45.43,15,1
203,322,DD12481798567,外国小说,47.4,20,1
204,323,DD12401363745,外国小说:名家成名作,49.38,25,1
205,324,DD12354243449,外国小说:名家成名作,51.35,30,1
208,324,DD12354243449,外国小说:名家成名作,55.46,40,0
206,325,DD12382893079,外国小说书架:新生南非,43.45,35,1
207,326,DD12344619391,外国小说名著精选,45.43,40,1
208,327,DD11973838236,外国小说名著精选,47.4,45,1
209,328,DD12461389121,外国小说书架:新生南非,49.38,10,1
2,328,DD12461389121,外国小说书架:新生南非,53.33,20,0
210,329,DD12374733495,外国小说书架:新生南非戈迪默著；赵苏苏译,51.35,15,1
1,330,DD11959082302,外国小说名著精选,43.45,20,1
2,331,DD12485808171,外国小说名著精选,45.43,25,1
101,332,DD12314912283,外国小说书架:新生南非,47.4,30,1
201,332,DD12314912283,外国小说书架:新生南非,51.19,40,0
102,333,DD12402541767,外国小说名著导读,49.38,35,1
103,334,DD11967784584,外国小说名著导读,51.35,40,1
201,335,DD12303803094,外国小说鉴赏辞典1:古代至19世纪中期卷,43.45,45,1
202,336,DD12360881159,外国小说,45.43,10,1
205,336,DD12360881159,外国小说,49.06,20,0
203,337,DD12462640381,外国小说欣赏,47.4,15,1
204,338,DD12454953137,外国小说:名家成名作,49.38,20,1
205,339,DD12347901190,外国小说:名家成名作,51.35,25,1
206,340,DD11996810730,外国小说:名家成名作,43.45,30,1
209,340,DD11996810730,外国小说:名家成名作,46.93,40,0
207,341,DD11903773633,外国小说:名家成名作,45.43,35,1
208,342,DD12383065269,外国小说书架:直觉阿丽嘉·古德曼(AllegraGoodman)著；美,47.4,40,1
209,343,DD689359482,外国小说文学青少年版儿童,49.38,45,1
210,344,DD11855670102,外国小说名作欣赏-跟着,51.35,10,1
101,344,DD11855670102,外国小说名作欣赏-跟着,55.46,20,0
1,345,DD1851535330,外国小说名作欣赏,43.45,15,1
2,346,DD12355841453,外国小说精品鉴赏陈阳春主编,45.43,20,1
101,347,DD12318203699,外国小说:名家成名作赵焕著,47.4,25,1
102,348,DD12350218288,外国小说精品鉴赏,49.38,30,1
202,348,DD12350218288,外国小说精品鉴赏,53.33,40,0
103,349,DD12448824301,外国小说书架:直觉阿丽嘉·古德曼(AllegraGoodman)著；美,51.35,35,1
201,350,DD12353092139,外国小说书架:新生南非,43.45,40,1
202,351,DD11353287013,外国小说我是宿命的放浪者“日本的,45.43,45,1
203,352,DD11801850379,外国小说名作欣赏,47.4,10,1
206,352,DD11801850379,外国小说名作欣赏,51.19,20,0
204,353,DD11793756567,外国小说名作欣赏,49.38,15,1
205,354,DD12332176742,外国小说名作欣赏,51.35,20,1
206,355,DD12441971601,外国小说书架:小岛英,43.45,25,1
207,356,DD12307588590,外国小说,45.43,30,1
210,356,DD12307588590,外国小说,49.06,40,0
208,357,DD11279976654,外国小说名作欣赏,47.4,35,1
209,358,DD11938627763,外国小说名著精选,49.38,40,1
210,359,DD12306720750,外国小说,51.35,45,1
1,360,DD11882774090,外国小说,43.45,10,1
102,360,DD11882774090,外国小说,46.93,20,0
2,361,DD12466754697,外国小说名作欣赏,45.43,15,1
101,362,DD11927514622,外国小说名作欣赏,47.4,20,1
102,363,DD12418032346,外国小说名作欣赏,49.38,25,1
103,364,DD12413474767,外国小说精品鉴赏,51.35,30,1
203,364,DD12413474767,外国小说精品鉴赏,55.46,40,0
201,365,DD12347782830,外国小说名著精选,43.45,35,1
202,366,DD12499673191,外国小说名作欣赏,45.43,40,1
203,367,DD12455014197,外国小说名著精选,47.4,45,1
204,368,DD12361333530,外国小说名作欣赏,49.38,10,1
207,368,DD12361333530,外国小说名作欣赏,53.33,20,0
205,369,DD12343731593,外国小说名作欣赏,51.35,15,1
206,370,DD12508576401,外国小说名作欣赏,43.45,20,1
207,371,DD12355601349,读客外国小说文库055:寒鸦行动二战?期间,45.43,25,1
208,372,DD11960436363,外国小说欣赏,47.4,30,1
1,372,DD11960436363,外国小说欣赏,51.19,40,0
209,373,DD11611969396,外国小说,49.38,35,1
210,374,DD11967906813,外国小说白牙美国青少年喜欢,51.35,40,1
1,375,DD11999020173,外国小说朱守芬,43.45,45,1
2,376,DD12432137316,外国小说名作欣赏,45.43,10,1
103,376,DD12432137316,外国小说名作欣赏,49.06,20,0
101,377,DD11985000463,外国小说:草枕(日),47.4,15,1
102,378,DD12336718406,外国小说:小鹿斑比,49.38,20,1
103,379,DD12447865401,外国小说书架:小岛英,51.35,25,1
201,380,DD12352751329,外国小说书架:小岛英,43.45,30,1
204,380,DD12352751329,外国小说书架:小岛英,46.93,40,0
202,381,DD12383275626,外国小说名作欣赏,45.43,35,1
203,382,DD12337395062,外国小说月刊1987年第10期总34期,47.4,40,1
204,383,DD11183012360,外国小说名作欣赏,49.38,45,1
205,384,DD1441337303,外国小说名作欣赏,51.35,10,1
208,384,DD1441337303,外国小说名作欣赏,55.46,20,0
206,385,DD11767292079,外国小说名作欣赏,43.45,15,1
207,386,DD12409087246,读客外国小说文库:暗杀大师2:英国刺客,45.43,20,1
208,387,DD11937171143,外国小说欣赏,47.4,25,1
209,388,DD11934139219,外国小说书架:乌拉尼亚,49.38,30,1
2,388,DD11934139219,外国小说书架:乌拉尼亚,53.33,40,0
210,389,DD12321551214,外国小说,51.35,35,1
1,390,DD1367976657,外国小说名作欣赏,43.45,40,1
2,391,DD12415849676,外国小说名作欣赏,45.43,45,1
101,392,DD11930440380,外国小说书架:乌拉尼亚,47.4,10,1
201,392,DD11930440380,外国小说书架:乌拉尼亚,51.19,20,0
102,393,DD12329446424,外国小说欣赏,49.38,15,1
103,394,DD11963728486,外国小说书架:乌拉尼亚,51.35,20,1
201,395,DD12336467396,读客外国小说:双面恶魔,43.45,25,1
202,396,DD12384427548,外国小说选刊1986,45.43,30,1
205,396,DD12384427548,外国小说选刊1986,49.06,40,0
203,397,DD12420398216,外国小说名作欣赏,47.4,35,1
204,398,DD1284922257,外国小说名作欣赏,49.38,40,1
205,399,DD12373139217,外国小说名篇选读,51.35,45,1
206,400,DD11168694545,外国小说名作欣赏(精)/跟着,43.45,10,1
209,400,DD11168694545,外国小说名作欣赏(精)/跟着,46.93,20,0
207,401,DD12307371610,外国小说欣赏,45.43,15,1
208,402,DD11020466364,外国小说名作欣赏(精)/跟着,47.4,20,1
209,403,DD1161176597,外国小说名作欣赏(精)/跟着,49.38,25,1
210,404,DD1361673867,外国小说名作欣赏(精)/跟着,51.35,30,1
101,404,DD1361673867,外国小说名作欣赏(精)/跟着,55.46,40,0
1,405,DD1039942579,外国小说名作欣赏(精)/跟着,43.45,35,1
2,406,DD1063270769,外国小说名作欣赏(精)/跟着,45.43,40,1
101,407,DD12324447034,外国小说名作欣赏,47.4,45,1
102,408,DD11977835440,外国小说名著导读,49.38,10,1
202,408,DD11977835440,外国小说名著导读,53.33,20,0
103,409,DD12345053842,外国小说名著导读(内页净),51.35,15,1
201,410,DD12372922784,外国小说名作欣赏(精)/跟着,43.45,20,1
202,411,DD11942373483,外国小说读本,45.43,25,1
203,412,DD12336714736,外国小说:水孩子,47.4,30,1
206,412,DD12336714736,外国小说:水孩子,51.19,40,0
204,413,DD11870217284,外国小说名作欣赏跟着,49.38,35,1
205,414,DD11872112283,外国小说书架:你好，忧愁,51.35,40,1
206,415,DD11224270673,外国小说欣赏读本:语文选修,43.45,45,1
207,416,DD11885799127,外国小说名作欣赏跟着,45.43,10,1
210,416,DD11885799127,外国小说名作欣赏跟着,49.06,20,0
208,417,DD11735845279,爱，以及其他(英朱利安·巴恩斯)外国小说,47.4,15,1
209,418,DD12418018259,外国小说精品鉴赏原文题解注解思考赏析外国小说名著鉴赏精品中小语文小说集精选阅读,49.38,20,1
210,419,DD12416186758,外国小说名著导读,51.35,25,1
1,420,DD12337639722,外国小说精品鉴赏原文题解注解思考赏析外国经典小说名著鉴赏精品,43.45,30,1
102,420,DD12337639722,外国小说精品鉴赏原文题解注解思考赏析外国经典小说名著鉴赏精品,46.93,40,0
2,421,DD11996734603,外国小说精品鉴赏,45.43,35,1
101,422,DD12347445783,外国小说精品鉴赏原文题解注解思考赏析外国经典小说名著鉴赏精品,47.4,40,1
102,423,DD11995478133,外国小说名著导读,49.38,45,1
103,424,DD1707721227,外国小说全套4册欧亨利短篇小说集契诃夫短篇小说精选马克吐温莫泊桑百万英镑羊脂球全集,51.35,10,1
203,424,DD1707721227,外国小说全套4册欧亨利短篇小说集契诃夫短篇小说精选马克吐温莫泊桑百万英镑羊脂球全集,55.46,20,0
201,425,DD11920167682,外国小说名作欣赏,43.45,15,1
202,426,DD12352570433,外国小说名作欣赏,45.43,20,1
203,427,DD24177851,外国小说名著导读,47.4,25,1
204,428,DD11436415559,外国小说冰风暴李安导演作品30年电影生涯之作戛纳电影节金棕榈奖原著影视小说外国文学,49.38,30,1
207,428,DD11436415559,外国小说冰风暴李安导演作品30年电影生涯之作戛纳电影节金棕榈奖原著影视小说外国文学,53.33,40,0
205,429,DD12393686178,外国小说名作欣赏,51.35,35,1
206,430,DD11713842444,超值套装外国小说4册,43.45,40,1
207,431,DD12349528433,外国小说名作欣赏,45.43,45,1
208,432,DD11534983172,走在蓝色的田野上短经典精选软精装)外国小说短篇小说,47.4,10,1
1,432,DD11534983172,走在蓝色的田野上短经典精选软精装)外国小说短篇小说,51.19,20,0
209,433,DD11738024850,外国小说鉴赏辞典3,49.38,15,1
210,434,DD12352698814,外国小说鉴赏辞典3:20世纪前期卷张介明著,51.35,20,1
1,435,DD11735844379,外国小说,43.45,25,1
2,436,DD11033669073,外国小说名作欣赏保证,45.43,30,1
103,436,DD11033669073,外国小说名作欣赏保证,49.06,40,0
101,437,DD12500941587,外国小说鉴赏辞典3:20世纪前期卷,47.4,35,1
102,438,DD12442012401,外国小说鉴赏辞典3:20世纪前期卷,49.38,40,1
103,439,DD11745569794,外国小说精品鉴赏原文题解注解思考赏析外国经典小说名鉴赏精品,51.35,45,1
201,440,DD12382887078,外国小说名作欣赏跟着,43.45,10,1
204,440,DD12382887078,外国小说名作欣赏跟着,46.93,20,0
202,441,DD11972415316,外国小说鉴赏辞典3:20世纪前期卷,45.43,15,1
203,442,DD12438307351,外国小说,47.4,20,1
204,443,DD12528718361,外国小说精品鉴赏原文题解注解思考赏析外国经典小说名著鉴赏精品,49.38,25,1
205,444,DD11991784600,外国小说鉴赏辞典3,51.35,30,1
208,444,DD11991784600,外国小说鉴赏辞典3,55.46,40,0
206,445,DD11619856423,外国小说鉴赏辞典3,43.45,35,1
207,446,DD12335533048,读客外国小说文库057:大黄蜂奇航此时,45.43,40,1
208,447,DD12346534298,外国小说精品系列,47.4,45,1
209,448,DD12336718446,外国小说:小妇人,49.38,10,1
2,448,DD12336718446,外国小说:小妇人,53.33,20,0
210,449,DD12303789694,外国小说鉴赏辞典3:20世纪前期卷,51.35,15,1
1,450,DD12346062623,外国小说鉴赏辞典3:20世纪前期卷,43.45,20,1
2,451,DD11992152670,外国小说鉴赏辞典.1,45.43,25,1
101,452,DD11682716666,外国小说鉴赏辞典.1,47.4,30,1
201,452,DD11682716666,外国小说鉴赏辞典.1,51.19,40,0
102,453,DD11887607443,外国小说鉴赏辞典.1,49.38,35,1
103,454,DD1892014442,外国小说套装全4册人间失格月亮和六便士浮生六记罗生门小说原版原著全集毛姆太宰治芥川龙之介经典日本文学名著,51.35,40,1
201,455,DD12343391043,外国小说名作欣赏(精)/跟着,43.45,45,1
202,456,DD11993743110,外国小说鉴赏辞典.1,45.43,10,1
205,456,DD11993743110,外国小说鉴赏辞典.1,49.06,20,0
203,457,DD11716830590,外国小说欣赏读本:语文选修,47.4,15,1
