purchase_order_id,supplier_id,store_id,created_by,order_time,status,total_amount
20105,210,1,2,2026-05-21 09:00:00,received,12500.96
20106,1,2,1,2026-05-22 10:00:00,received,10573.36
20107,2,1,2,2026-05-23 11:00:00,approved,11055.26
20108,101,2,2,2026-05-24 12:00:00,submitted,11537.16
20109,102,1,1,2026-05-25 13:00:00,received,12019.06
20110,103,2,2,2026-05-26 14:00:00,received,12500.96
20111,201,1,2,2026-05-27 15:00:00,received,10573.36
20112,202,2,1,2026-05-28 16:00:00,approved,11055.26
20113,203,1,2,2026-05-01 09:00:00,submitted,11537.16
20114,204,2,2,2026-05-02 10:00:00,received,12019.06
20115,205,1,1,2026-05-03 11:00:00,received,12500.96
20116,206,2,2,2026-05-04 12:00:00,received,10573.36
20117,207,1,2,2026-05-05 13:00:00,approved,11055.26
20118,208,2,1,2026-05-06 14:00:00,submitted,11537.16
20119,209,1,2,2026-05-07 15:00:00,received,12019.06
20120,210,2,2,2026-05-08 16:00:00,received,12500.96
20121,1,1,1,2026-05-09 09:00:00,received,10573.36
20122,2,2,2,2026-05-10 10:00:00,approved,11055.26
20123,101,1,2,2026-05-11 11:00:00,submitted,11537.16
20124,102,2,1,2026-05-12 12:00:00,received,12019.06
20125,103,1,2,2026-05-13 13:00:00,received,12500.96
20126,201,2,2,2026-05-14 14:00:00,received,10573.36
20127,202,1,1,2026-05-15 15:00:00,approved,11055.26
20128,203,2,2,2026-05-16 16:00:00,submitted,11537.16
20129,204,1,2,2026-05-17 09:00:00,received,12019.06
20130,205,2,1,2026-05-18 10:00:00,received,12500.96
20131,206,1,2,2026-05-19 11:00:00,received,10573.36
20132,207,2,2,2026-05-20 12:00:00,approved,11055.26
20133,208,1,1,2026-05-21 13:00:00,submitted,11537.16
20134,209,2,2,2026-05-22 14:00:00,received,12019.06
20135,210,1,2,2026-05-23 15:00:00,received,12500.96
20136,1,2,1,2026-05-24 16:00:00,received,10573.36
20137,2,1,2,2026-05-25 09:00:00,approved,11055.26
20138,101,2,2,2026-05-26 10:00:00,submitted,11537.16
20139,102,1,1,2026-05-27 11:00:00,received,12019.06
20140,103,2,2,2026-05-28 12:00:00,received,12500.96
20141,201,1,2,2026-05-01 13:00:00,received,10573.36
20142,202,2,1,2026-05-02 14:00:00,approved,11055.26
20143,203,1,2,2026-05-03 15:00:00,submitted,11537.16
20144,204,2,2,2026-05-04 16:00:00,received,12019.06
20145,205,1,1,2026-05-05 09:00:00,received,12500.96
20146,206,2,2,2026-05-06 10:00:00,received,10573.36
20147,207,1,2,2026-05-07 11:00:00,approved,11055.26
20148,208,2,1,2026-05-08 12:00:00,submitted,11537.16
20149,209,1,2,2026-05-09 13:00:00,received,12019.06
20150,210,2,2,2026-05-10 14:00:00,received,12500.96
20151,1,1,1,2026-05-11 15:00:00,received,10573.36
20152,2,2,2,2026-05-12 16:00:00,approved,11055.26
20153,101,1,2,2026-05-13 09:00:00,submitted,11537.16
20154,102,2,1,2026-05-14 10:00:00,received,12019.06
20155,103,1,2,2026-05-15 11:00:00,received,12500.96
20156,201,2,2,2026-05-16 12:00:00,received,10573.36
20157,202,1,1,2026-05-17 13:00:00,approved,11055.26
20158,203,2,2,2026-05-18 14:00:00,submitted,11537.16
20159,204,1,2,2026-05-19 15:00:00,received,12019.06
20160,205,2,1,2026-05-20 16:00:00,received,12500.96
20161,206,1,2,2026-05-21 09:00:00,received,10573.36
20162,207,2,2,2026-05-22 10:00:00,approved,11055.26
20163,208,1,1,2026-05-23 11:00:00,submitted,11537.16
20164,209,2,2,2026-05-24 12:00:00,received,12019.06
20165,210,1,2,2026-05-25 13:00:00,received,12500.96
20166,1,2,1,2026-05-26 14:00:00,received,10573.36
20167,2,1,2,2026-05-27 15:00:00,approved,11055.26
20168,101,2,2,2026-05-28 16:00:00,submitted,11537.16
20169,102,1,1,2026-05-01 09:00:00,received,12019.06
20170,103,2,2,2026-05-02 10:00:00,received,12500.96
20171,201,1,2,2026-05-03 11:00:00,received,10573.36
20172,202,2,1,2026-05-04 12:00:00,approved,11055.26
20173,203,1,2,2026-05-05 13:00:00,submitted,11537.16
20174,204,2,2,2026-05-06 14:00:00,received,12019.06
20175,205,1,1,2026-05-07 15:00:00,received,12500.96
20176,206,2,2,2026-05-08 16:00:00,received,10573.36
20177,207,1,2,2026-05-09 09:00:00,approved,11055.26
20178,208,2,1,2026-05-10 10:00:00,submitted,11537.16
20179,209,1,2,2026-05-11 11:00:00,received,12019.06
20180,210,2,2,2026-05-12 12:00:00,received,12500.96
20181,1,1,1,2026-05-13 13:00:00,received,10573.36
20182,2,2,2,2026-05-14 14:00:00,approved,11055.26
20183,101,1,2,2026-05-15 15:00:00,submitted,11537.16
20184,102,2,1,2026-05-16 16:00:00,received,12019.06
20185,103,1,2,2026-05-17 09:00:00,received,12500.96
20186,201,2,2,2026-05-18 10:00:00,received,10573.36
20187,202,1,1,2026-05-19 11:00:00,approved,11055.26
20188,203,2,2,2026-05-20 12:00:00,submitted,11537.16
20189,204,1,2,2026-05-21 13:00:00,received,12019.06
20190,205,2,1,2026-05-22 14:00:00,received,12500.96
20191,206,1,2,2026-05-23 15:00:00,received,10573.36
20192,207,2,2,2026-05-24 16:00:00,approved,11055.26
20193,208,1,1,2026-05-25 09:00:00,submitted,11537.16
20194,209,2,2,2026-05-26 10:00:00,received,12019.06
20195,210,1,2,2026-05-27 11:00:00,received,12500.96
20196,1,2,1,2026-05-28 12:00:00,received,10573.36
20197,2,1,2,2026-05-01 13:00:00,approved,11055.26
20198,101,2,2,2026-05-02 14:00:00,submitted,11537.16
20199,102,1,1,2026-05-03 15:00:00,received,12019.06
20200,103,2,2,2026-05-04 16:00:00,received,12500.96
20201,201,1,2,2026-05-05 09:00:00,received,10573.36
20202,202,2,1,2026-05-06 10:00:00,approved,11055.26
20203,203,1,2,2026-05-07 11:00:00,submitted,11537.16
20204,204,2,2,2026-05-08 12:00:00,received,12019.06
20205,205,1,1,2026-05-09 13:00:00,received,12500.96
20206,206,2,2,2026-05-10 14:00:00,received,10573.36
20207,207,1,2,2026-05-11 15:00:00,approved,11055.26
20208,208,2,1,2026-05-12 16:00:00,submitted,11537.16
20209,209,1,2,2026-05-13 09:00:00,received,12019.06
20210,210,2,2,2026-05-14 10:00:00,received,12500.96
20211,1,1,1,2026-05-15 11:00:00,received,10573.36
20212,2,2,2,2026-05-16 12:00:00,approved,11055.26
20213,101,1,2,2026-05-17 13:00:00,submitted,11537.16
20214,102,2,1,2026-05-18 14:00:00,received,12019.06
20215,103,1,2,2026-05-19 15:00:00,received,12500.96
20216,201,2,2,2026-05-20 16:00:00,received,10573.36
20217,202,1,1,2026-05-21 09:00:00,approved,11055.26
20218,203,2,2,2026-05-22 10:00:00,submitted,11537.16
20219,204,1,2,2026-05-23 11:00:00,received,12019.06
20220,205,2,1,2026-05-24 12:00:00,received,12500.96
20221,206,1,2,2026-05-25 13:00:00,received,10573.36
20222,207,2,2,2026-05-26 14:00:00,approved,11055.26
20223,208,1,1,2026-05-27 15:00:00,submitted,11537.16
20224,209,2,2,2026-05-28 16:00:00,received,12019.06
20225,210,1,2,2026-05-01 09:00:00,received,12500.96
20226,1,2,1,2026-05-02 10:00:00,received,10573.36
20227,2,1,2,2026-05-03 11:00:00,approved,11055.26
20228,101,2,2,2026-05-04 12:00:00,submitted,11537.16
20229,102,1,1,2026-05-05 13:00:00,received,12019.06
20230,103,2,2,2026-05-06 14:00:00,received,12500.96
20231,201,1,2,2026-05-07 15:00:00,received,10573.36
20232,202,2,1,2026-05-08 16:00:00,approved,11055.26
20233,203,1,2,2026-05-09 09:00:00,submitted,11537.16
20234,204,2,2,2026-05-10 10:00:00,received,12019.06
20235,205,1,1,2026-05-11 11:00:00,received,12500.96
20236,206,2,2,2026-05-12 12:00:00,received,10573.36
20237,207,1,2,2026-05-13 13:00:00,approved,11055.26
20238,208,2,1,2026-05-14 14:00:00,submitted,11537.16
20239,209,1,2,2026-05-15 15:00:00,received,12019.06
20240,210,2,2,2026-05-16 16:00:00,received,12500.96
20241,1,1,1,2026-05-17 09:00:00,received,10573.36
20242,2,2,2,2026-05-18 10:00:00,approved,11055.26
20243,101,1,2,2026-05-19 11:00:00,submitted,11537.16
20244,102,2,1,2026-05-20 12:00:00,received,12019.06
20245,103,1,2,2026-05-21 13:00:00,received,12500.96
20246,201,2,2,2026-05-22 14:00:00,received,10573.36
20247,202,1,1,2026-05-23 15:00:00,approved,11055.26
20248,203,2,2,2026-05-24 16:00:00,submitted,11537.16
20249,204,1,2,2026-05-25 09:00:00,received,12019.06
20250,205,2,1,2026-05-26 10:00:00,received,12500.96
20251,206,1,2,2026-05-27 11:00:00,received,10573.36
20252,207,2,2,2026-05-28 12:00:00,approved,11055.26
20253,208,1,1,2026-05-01 13:00:00,submitted,11537.16
20254,209,2,2,2026-05-02 14:00:00,received,12019.06
20255,210,1,2,2026-05-03 15:00:00,received,12500.96
20256,1,2,1,2026-05-04 16:00:00,received,10573.36
20257,2,1,2,2026-05-05 09:00:00,approved,11055.26
20258,101,2,2,2026-05-06 10:00:00,submitted,11537.16
20259,102,1,1,2026-05-07 11:00:00,received,12019.06
20260,103,2,2,2026-05-08 12:00:00,received,12500.96
20261,201,1,2,2026-05-09 13:00:00,received,10573.36
20262,202,2,1,2026-05-10 14:00:00,approved,11055.26
20263,203,1,2,2026-05-11 15:00:00,submitted,11537.16
20264,204,2,2,2026-05-12 16:00:00,received,12019.06
20265,205,1,1,2026-05-13 09:00:00,received,12500.96
20266,206,2,2,2026-05-14 10:00:00,received,10573.36
20267,207,1,2,2026-05-15 11:00:00,approved,11055.26
20268,208,2,1,2026-05-16 12:00:00,submitted,11537.16
20269,209,1,2,2026-05-17 13:00:00,received,12019.06
20270,210,2,2,2026-05-18 14:00:00,received,12500.96
20271,1,1,1,2026-05-19 15:00:00,received,10573.36
20272,2,2,2,2026-05-20 16:00:00,approved,11055.26
20273,101,1,2,2026-05-21 09:00:00,submitted,11537.16
20274,102,2,1,2026-05-22 10:00:00,received,12019.06
20275,103,1,2,2026-05-23 11:00:00,received,12500.96
20276,201,2,2,2026-05-24 12:00:00,received,10573.36
20277,202,1,1,2026-05-25 13:00:00,approved,11055.26
20278,203,2,2,2026-05-26 14:00:00,submitted,11537.16
20279,204,1,2,2026-05-27 15:00:00,received,12019.06
20280,205,2,1,2026-05-28 16:00:00,received,12500.96
20281,206,1,2,2026-05-01 09:00:00,received,10573.36
20282,207,2,2,2026-05-02 10:00:00,approved,11055.26
20283,208,1,1,2026-05-03 11:00:00,submitted,11537.16
20284,209,2,2,2026-05-04 12:00:00,received,12019.06
20285,210,1,2,2026-05-05 13:00:00,received,12500.96
20286,1,2,1,2026-05-06 14:00:00,received,10573.36
20287,2,1,2,2026-05-07 15:00:00,approved,11055.26
20288,101,2,2,2026-05-08 16:00:00,submitted,11537.16
20289,102,1,1,2026-05-09 09:00:00,received,12019.06
20290,103,2,2,2026-05-10 10:00:00,received,12500.96
20291,201,1,2,2026-05-11 11:00:00,received,10573.36
20292,202,2,1,2026-05-12 12:00:00,approved,11055.26
20293,203,1,2,2026-05-13 13:00:00,submitted,11537.16
20294,204,2,2,2026-05-14 14:00:00,received,12019.06
20295,205,1,1,2026-05-15 15:00:00,received,12500.96
20296,206,2,2,2026-05-16 16:00:00,received,10573.36
20297,207,1,2,2026-05-17 09:00:00,approved,11055.26
20298,208,2,1,2026-05-18 10:00:00,submitted,11537.16
20299,209,1,2,2026-05-19 11:00:00,received,12019.06
20300,210,2,2,2026-05-20 12:00:00,received,12500.96
20301,1,1,1,2026-05-21 13:00:00,received,10573.36
20302,2,2,2,2026-05-22 14:00:00,approved,11055.26
20303,101,1,2,2026-05-23 15:00:00,submitted,11537.16
20304,102,2,1,2026-05-24 16:00:00,received,12019.06
20305,103,1,2,2026-05-25 09:00:00,received,12500.96
20306,201,2,2,2026-05-26 10:00:00,received,10573.36
20307,202,1,1,2026-05-27 11:00:00,approved,11055.26
20308,203,2,2,2026-05-28 12:00:00,submitted,11537.16
20309,204,1,2,2026-05-01 13:00:00,received,12019.06
20310,205,2,1,2026-05-02 14:00:00,received,12500.96
20311,206,1,2,2026-05-03 15:00:00,received,10573.36
20312,207,2,2,2026-05-04 16:00:00,approved,11055.26
20313,208,1,1,2026-05-05 09:00:00,submitted,11537.16
20314,209,2,2,2026-05-06 10:00:00,received,12019.06
20315,210,1,2,2026-05-07 11:00:00,received,12500.96
20316,1,2,1,2026-05-08 12:00:00,received,10573.36
20317,2,1,2,2026-05-09 13:00:00,approved,11055.26
20318,101,2,2,2026-05-10 14:00:00,submitted,11537.16
20319,102,1,1,2026-05-11 15:00:00,received,12019.06
20320,103,2,2,2026-05-12 16:00:00,received,12500.96
20321,201,1,2,2026-05-13 09:00:00,received,10573.36
20322,202,2,1,2026-05-14 10:00:00,approved,11055.26
20323,203,1,2,2026-05-15 11:00:00,submitted,11537.16
20324,204,2,2,2026-05-16 12:00:00,received,12019.06
20325,205,1,1,2026-05-17 13:00:00,received,12500.96
20326,206,2,2,2026-05-18 14:00:00,received,10573.36
20327,207,1,2,2026-05-19 15:00:00,approved,11055.26
20328,208,2,1,2026-05-20 16:00:00,submitted,11537.16
20329,209,1,2,2026-05-21 09:00:00,received,12019.06
20330,210,2,2,2026-05-22 10:00:00,received,12500.96
20331,1,1,1,2026-05-23 11:00:00,received,10573.36
20332,2,2,2,2026-05-24 12:00:00,approved,11055.26
20333,101,1,2,2026-05-25 13:00:00,submitted,11537.16
20334,102,2,1,2026-05-26 14:00:00,received,12019.06
20335,103,1,2,2026-05-27 15:00:00,received,12500.96
20336,201,2,2,2026-05-28 16:00:00,received,10573.36
20337,202,1,1,2026-05-01 09:00:00,approved,11055.26
20338,203,2,2,2026-05-02 10:00:00,submitted,11537.16
20339,204,1,2,2026-05-03 11:00:00,received,12019.06
20340,205,2,1,2026-05-04 12:00:00,received,12500.96
20341,206,1,2,2026-05-05 13:00:00,received,10573.36
20342,207,2,2,2026-05-06 14:00:00,approved,11055.26
20343,208,1,1,2026-05-07 15:00:00,submitted,11537.16
20344,209,2,2,2026-05-08 16:00:00,received,12019.06
20345,210,1,2,2026-05-09 09:00:00,received,12500.96
20346,1,2,1,2026-05-10 10:00:00,received,10573.36
20347,2,1,2,2026-05-11 11:00:00,approved,11055.26
20348,101,2,2,2026-05-12 12:00:00,submitted,11537.16
20349,102,1,1,2026-05-13 13:00:00,received,12019.06
20350,103,2,2,2026-05-14 14:00:00,received,12500.96
20351,201,1,2,2026-05-15 15:00:00,received,10573.36
20352,202,2,1,2026-05-16 16:00:00,approved,11055.26
20353,203,1,2,2026-05-17 09:00:00,submitted,11537.16
20354,204,2,2,2026-05-18 10:00:00,received,12019.06
20355,205,1,1,2026-05-19 11:00:00,received,12500.96
20356,206,2,2,2026-05-20 12:00:00,received,10573.36
20357,207,1,2,2026-05-21 13:00:00,approved,11055.26
20358,208,2,1,2026-05-22 14:00:00,submitted,11537.16
20359,209,1,2,2026-05-23 15:00:00,received,12019.06
20360,210,2,2,2026-05-24 16:00:00,received,12500.96
20361,1,1,1,2026-05-25 09:00:00,received,10573.36
20362,2,2,2,2026-05-26 10:00:00,approved,11055.26
20363,101,1,2,2026-05-27 11:00:00,submitted,11537.16
20364,102,2,1,2026-05-28 12:00:00,received,12019.06
20365,103,1,2,2026-05-01 13:00:00,received,12500.96
20366,201,2,2,2026-05-02 14:00:00,received,10573.36
20367,202,1,1,2026-05-03 15:00:00,approved,11055.26
20368,203,2,2,2026-05-04 16:00:00,submitted,11537.16
20369,204,1,2,2026-05-05 09:00:00,received,12019.06
20370,205,2,1,2026-05-06 10:00:00,received,12500.96
20371,206,1,2,2026-05-07 11:00:00,received,10573.36
20372,207,2,2,2026-05-08 12:00:00,approved,11055.26
20373,208,1,1,2026-05-09 13:00:00,submitted,11537.16
20374,209,2,2,2026-05-10 14:00:00,received,12019.06
20375,210,1,2,2026-05-11 15:00:00,received,12500.96
20376,1,2,1,2026-05-12 16:00:00,received,10573.36
20377,2,1,2,2026-05-13 09:00:00,approved,11055.26
20378,101,2,2,2026-05-14 10:00:00,submitted,11537.16
20379,102,1,1,2026-05-15 11:00:00,received,12019.06
20380,103,2,2,2026-05-16 12:00:00,received,12500.96
20381,201,1,2,2026-05-17 13:00:00,received,10573.36
20382,202,2,1,2026-05-18 14:00:00,approved,11055.26
20383,203,1,2,2026-05-19 15:00:00,submitted,11537.16
20384,204,2,2,2026-05-20 16:00:00,received,12019.06
20385,205,1,1,2026-05-21 09:00:00,received,12500.96
20386,206,2,2,2026-05-22 10:00:00,received,10573.36
20387,207,1,2,2026-05-23 11:00:00,approved,11055.26
20388,208,2,1,2026-05-24 12:00:00,submitted,11537.16
20389,209,1,2,2026-05-25 13:00:00,received,12019.06
20390,210,2,2,2026-05-26 14:00:00,received,12500.96
20391,1,1,1,2026-05-27 15:00:00,received,10573.36
20392,2,2,2,2026-05-28 16:00:00,approved,11055.26
20393,101,1,2,2026-05-01 09:00:00,submitted,11537.16
20394,102,2,1,2026-05-02 10:00:00,received,12019.06
20395,103,1,2,2026-05-03 11:00:00,received,12500.96
20396,201,2,2,2026-05-04 12:00:00,received,10573.36
20397,202,1,1,2026-05-05 13:00:00,approved,11055.26
20398,203,2,2,2026-05-06 14:00:00,submitted,11537.16
20399,204,1,2,2026-05-07 15:00:00,received,12019.06
20400,205,2,1,2026-05-08 16:00:00,received,12500.96
20401,206,1,2,2026-05-09 09:00:00,received,10573.36
20402,207,2,2,2026-05-10 10:00:00,approved,11055.26
20403,208,1,1,2026-05-11 11:00:00,submitted,11537.16
20404,209,2,2,2026-05-12 12:00:00,received,12019.06
20405,210,1,2,2026-05-13 13:00:00,received,12500.96
20406,1,2,1,2026-05-14 14:00:00,received,10573.36
20407,2,1,2,2026-05-15 15:00:00,approved,11055.26
20408,101,2,2,2026-05-16 16:00:00,submitted,11537.16
20409,102,1,1,2026-05-17 09:00:00,received,12019.06
20410,103,2,2,2026-05-18 10:00:00,received,12500.96
20411,201,1,2,2026-05-19 11:00:00,received,10573.36
20412,202,2,1,2026-05-20 12:00:00,approved,11055.26
20413,203,1,2,2026-05-21 13:00:00,submitted,11537.16
20414,204,2,2,2026-05-22 14:00:00,received,12019.06
20415,205,1,1,2026-05-23 15:00:00,received,12500.96
20416,206,2,2,2026-05-24 16:00:00,received,10573.36
20417,207,1,2,2026-05-25 09:00:00,approved,11055.26
20418,208,2,1,2026-05-26 10:00:00,submitted,11537.16
20419,209,1,2,2026-05-27 11:00:00,received,12019.06
20420,210,2,2,2026-05-28 12:00:00,received,12500.96
20421,1,1,1,2026-05-01 13:00:00,received,10573.36
20422,2,2,2,2026-05-02 14:00:00,approved,11055.26
20423,101,1,2,2026-05-03 15:00:00,submitted,11537.16
20424,102,2,1,2026-05-04 16:00:00,received,12019.06
20425,103,1,2,2026-05-05 09:00:00,received,12500.96
20426,201,2,2,2026-05-06 10:00:00,received,10573.36
20427,202,1,1,2026-05-07 11:00:00,approved,11055.26
20428,203,2,2,2026-05-08 12:00:00,submitted,11537.16
20429,204,1,2,2026-05-09 13:00:00,received,12019.06
20430,205,2,1,2026-05-10 14:00:00,received,12500.96
20431,206,1,2,2026-05-11 15:00:00,received,10573.36
20432,207,2,2,2026-05-12 16:00:00,approved,11055.26
20433,208,1,1,2026-05-13 09:00:00,submitted,11537.16
20434,209,2,2,2026-05-14 10:00:00,received,12019.06
20435,210,1,2,2026-05-15 11:00:00,received,12500.96
20436,1,2,1,2026-05-16 12:00:00,received,10573.36
20437,2,1,2,2026-05-17 13:00:00,approved,11055.26
20438,101,2,2,2026-05-18 14:00:00,submitted,11537.16
20439,102,1,1,2026-05-19 15:00:00,received,12019.06
20440,103,2,2,2026-05-20 16:00:00,received,12500.96
20441,201,1,2,2026-05-21 09:00:00,received,10573.36
20442,202,2,1,2026-05-22 10:00:00,approved,11055.26
20443,203,1,2,2026-05-23 11:00:00,submitted,11537.16
20444,204,2,2,2026-05-24 12:00:00,received,12019.06
20445,205,1,1,2026-05-25 13:00:00,received,12500.96
20446,206,2,2,2026-05-26 14:00:00,received,10573.36
20447,207,1,2,2026-05-27 15:00:00,approved,11055.26
20448,208,2,1,2026-05-28 16:00:00,submitted,11537.16
20449,209,1,2,2026-05-01 09:00:00,received,12019.06
20450,210,2,2,2026-05-02 10:00:00,received,12500.96
20451,1,1,1,2026-05-03 11:00:00,received,10573.36
20452,2,2,2,2026-05-04 12:00:00,approved,11055.26
20453,101,1,2,2026-05-05 13:00:00,submitted,11537.16
20454,102,2,1,2026-05-06 14:00:00,received,12019.06
20455,103,1,2,2026-05-07 15:00:00,received,12500.96
20456,201,2,2,2026-05-08 16:00:00,received,10573.36
20457,202,1,1,2026-05-09 09:00:00,approved,11055.26
20458,203,2,2,2026-05-10 10:00:00,submitted,11537.16
20459,204,1,2,2026-05-11 11:00:00,received,12019.06
20460,205,2,1,2026-05-12 12:00:00,received,12500.96
20461,206,1,2,2026-05-13 13:00:00,received,10573.36
20462,207,2,2,2026-05-14 14:00:00,approved,11055.26
20463,208,1,1,2026-05-15 15:00:00,submitted,11537.16
20464,209,2,2,2026-05-16 16:00:00,received,12019.06
20465,210,1,2,2026-05-17 09:00:00,received,12500.96
20466,1,2,1,2026-05-18 10:00:00,received,10573.36
20467,2,1,2,2026-05-19 11:00:00,approved,11055.26
20468,101,2,2,2026-05-20 12:00:00,submitted,11537.16
20469,102,1,1,2026-05-21 13:00:00,received,12019.06
20470,103,2,2,2026-05-22 14:00:00,received,12500.96
