sale_id,store_id,customer_id,sale_time,payment_method,total_amount,discount_amount,actual_amount
5130,10,,2026/06/06 15:31,wechat,236.68,28.39,208.29
5131,14,1004.0,2026/05/17 11:22,mixed,224.33,62.41,161.92
5132,10,,2026/05/14 17:24,alipay,157.22,9.15,148.07
5133,17,1011.0,2026/06/03 12:44,wechat,265.86,37.75,228.11
5134,14,,2026/05/27 02:46,mixed,48.13,0.0,48.13
5135,2,1007.0,2026/06/05 06:26,cash,307.24,0.0,307.24
5136,3,1002.0,2026/05/25 03:39,card,162.07,0.0,162.07
5137,12,1010.0,2026/05/30 09:06,wechat,172.85,12.54,160.31
5138,7,1012.0,2026/05/18 21:33,card,262.42,108.13,154.29
5139,2,1008.0,2026/05/17 07:21,wechat,139.91,22.92,116.99
5140,6,1006.0,2026/06/04 22:44,alipay,213.04,89.07,123.97
5141,14,,2026/05/25 13:04,wechat,2.21,0.0,2.21
5142,16,1011.0,2026/05/28 15:07,card,240.85,75.7,165.15
5143,1,1009.0,2026/05/14 12:25,card,171.73,0.0,171.73
5144,3,1012.0,2026/05/23 20:22,mixed,206.75,61.37,145.38
5145,11,1004.0,2026/05/16 12:31,card,209.64,0.0,209.64
5146,9,1008.0,2026/05/19 06:49,cash,144.39,21.23,123.16
5147,13,1010.0,2026/05/23 20:06,card,65.43,15.98,49.45
5148,2,1007.0,2026/06/10 06:50,alipay,267.43,16.26,251.17
5149,17,1008.0,2026/05/23 20:11,mixed,143.84,20.04,123.8
5150,12,1012.0,2026/05/23 21:46,mixed,215.82,0.0,215.82
5151,19,1007.0,2026/05/30 17:59,alipay,210.08,0.0,210.08
5152,10,1006.0,2026/05/14 13:18,mixed,123.23,54.78,68.45
5153,9,1004.0,2026/06/03 18:03,cash,147.83,10.23,137.6
5154,2,,2026/05/18 01:47,alipay,220.15,87.46,132.69
5155,8,1001.0,2026/05/30 12:18,alipay,26.34,0.0,26.34
5156,9,1006.0,2026/05/24 22:59,card,157.42,68.77,88.65
5157,7,1009.0,2026/05/15 15:10,alipay,163.51,32.98,130.53
5158,11,1003.0,2026/05/27 08:27,card,92.24,15.34,76.9
5159,18,1012.0,2026/06/08 10:17,wechat,101.64,5.78,95.86
5160,12,,2026/05/26 20:09,cash,77.69,0.0,77.69
5161,3,1004.0,2026/05/31 21:28,alipay,0.0,0.0,0.0
5162,3,1012.0,2026/05/16 12:06,wechat,188.96,35.95,153.01
5163,7,1001.0,2026/05/18 01:08,wechat,64.14,2.47,61.67
5164,10,1010.0,2026/06/07 09:21,alipay,196.34,13.5,182.84
5165,10,1011.0,2026/05/27 19:43,cash,260.64,77.09,183.55
5166,18,1001.0,2026/06/08 16:55,cash,140.99,0.0,140.99
5167,3,1009.0,2026/06/05 23:11,card,238.23,0.0,238.23
5168,8,1004.0,2026/05/28 15:48,wechat,218.61,0.0,218.61
5169,8,1010.0,2026/05/19 23:02,cash,24.01,7.31,16.7
5170,7,1005.0,2026/06/04 03:26,mixed,119.41,0.0,119.41
5171,9,1006.0,2026/05/30 11:35,wechat,41.73,8.27,33.46
5172,7,1009.0,2026/06/02 14:05,mixed,151.29,30.12,121.17
5173,10,1006.0,2026/05/28 18:01,alipay,0.0,0.0,0.0
5174,19,1003.0,2026/06/02 08:36,mixed,383.73,28.83,354.9
5175,6,1009.0,2026/06/01 03:36,card,218.52,57.86,160.66
5176,14,1002.0,2026/06/05 17:31,cash,88.24,13.19,75.05
5177,13,1012.0,2026/05/19 11:19,card,131.61,26.78,104.83
5178,13,1003.0,2026/06/08 02:37,alipay,91.37,14.86,76.51
5179,5,1005.0,2026/06/07 11:28,wechat,133.69,0.0,133.69
5180,15,1004.0,2026/05/28 21:00,alipay,166.24,29.02,137.22
5181,15,1008.0,2026/06/02 04:54,cash,243.62,0.0,243.62
5182,4,1011.0,2026/05/23 04:43,wechat,207.33,17.72,189.61
5183,8,1011.0,2026/06/02 02:17,mixed,0.0,0.0,0.0
5184,14,1010.0,2026/06/07 11:33,cash,151.24,15.98,135.26
5185,11,1007.0,2026/05/31 14:46,wechat,326.48,33.5,292.98
5186,17,1004.0,2026/05/29 15:18,cash,207.23,0.0,207.23
5187,2,1001.0,2026/06/09 22:02,mixed,233.79,12.04,221.75
5188,2,1009.0,2026/05/20 18:16,cash,112.12,9.21,102.91
5189,7,1006.0,2026/06/04 07:46,cash,6.5,1.69,4.81
5190,10,1006.0,2026/06/04 18:46,card,182.46,45.25,137.21
5191,5,1007.0,2026/05/19 06:28,wechat,291.71,47.89,243.82
5192,16,,2026/05/26 17:09,card,92.68,0.0,92.68
5193,6,1002.0,2026/05/15 19:19,card,234.56,109.96,124.6
5194,14,1012.0,2026/05/27 11:28,card,37.47,10.69,26.78
5195,12,1007.0,2026/05/21 08:54,card,114.74,11.54,103.2
5196,18,1012.0,2026/05/19 18:31,card,205.65,12.7,192.95
5197,5,1006.0,2026/06/06 17:15,cash,389.4,0.0,389.4
5198,5,1011.0,2026/05/23 15:33,alipay,304.69,41.87,262.82
5199,3,1011.0,2026/05/19 12:37,alipay,143.71,49.85,93.86
5200,6,1008.0,2026/05/17 01:14,mixed,100.65,0.0,100.65
