author_id,author_name,country
301,Chaowei Yang Qunying Huang,
302,ChargeWu,
303,Charlene Polio,
304,Charles A. Weibel,
305,Charles Livingston,
306,Charles Petzold,
307,Charles Robert Hadlock,
308,Chen Huan-Chang,
309,Chen Ming,
310,Chen Qing,
311,Chen Weibing ...,
312,Chen Zhiyong,
313,Cheng Jiaxu,
314,Cheng Wang,
315,Chi-Koung Chan Ho-Fung Leung,
316,Chris Binnie,
317,Chris Eagle,
318,Chris Evans,
319,Christer Bronmark Lars-Anders Hansson,
320,Christiaan Huygens,
321,Christian Fandrych,
322,Christian Iliadis,
323,Christian Poellabauer,
324,Christian Schaller,
325,Christian Schuh,
326,Christian Schuh ...,
327,Christian Wiedemann,
328,Christian Wolmar,
329,Christof Schütte,
330,Christophe P. Basso,
331,Christopher C. Gerry,
332,Christopher Ireland,
333,Christopher Kul-want,
334,Christorpher Saint,
335,Chuckie Chang,
336,Chunmiao Zheng Gordon D. Bennet,
337,Claire KRAMSCH,
338,Clare Kirtley 编写,
339,Claude Cohen-Tannoudji,
340,Claudia Valls,
341,Claudia Zeisberger,
342,Claudia Zeusverger,
343,CloudMan,
344,Colin Evans,
345,Conditioning Association,
346,Connie Fletcher,
347,Conor P. Delaney,
348,Cor Kraaikamp,
349,Cordula Schurig,
350,Corina Brillant,
351,Cornelsen Schulverlage,
352,Corvus,
353,Craig Clunas,
354,Craig Huneke,
355,Cricket Liu Paul Albitz,
356,Cuizhen Wang,
357,Cumrun Vafa,
358,Cynthia Kuhn,
359,C·W·策拉姆,
360,C·赖特·米尔斯,
361,Céline Himber,
362,D. J. 斯特罗伊克,
363,D. Kotschick,
364,D. Stanley Eitzen,
365,D. Toledo,
366,D. 希尔伯特 S. 康福森,
367,D.B.杜鲁门,
368,D.C.Giancoli,
369,D.H.劳伦斯,
370,D.H.威廉姆斯,
371,D.J.金,
372,D.K.LIEU,
373,D.M.托马斯,
374,D.P.辛加尔,
375,D.罗伯特·拉德,
376,DBNS椿,
377,DK 出版公司,
378,DP大潘,
379,Dafydd Stuttard Marcus Pinto,
380,Daining Fang,
381,Daisuke Yokoyama,
382,Dan Green,
383,Dan Margulis,
384,Dan Saffer,
385,Daniel Borcard 等,
386,Daniel FC,
387,Daniel John Vogt 等,
388,Daniel Sui Sarah Elweod Michael Goodchild,
389,Daniel T. Larose,
390,Daniel W. Stroock,
391,Daniele Hommel,
392,Danielle LÉVY,
393,Dario Famularo 范狄,
394,Darren Ashby,
395,Dave Chaffey,
396,Dave Ellis,
397,Dave Reay 等,
398,Dave Robinson,
399,David A. Cox,
400,David A. DeCenzo,
401,David A. Ellwood,
402,David A. Grossman Ophir Frieder,
403,David A. Levin,
404,David A. Porter,
405,David A. Whetten,
406,David B. Williams C. Barry Carter,
407,David Baboulene,
408,David Bellot,
409,David Bressoud,
410,David Burnie,
411,David Chandler,
412,David Gilbarg,
413,David Hilbert,
414,David J. Gibson,
415,David J. Gunkel,
416,David K.Cheng,
417,David Kunzle,
418,David L. Hall Chee-Yee Chong James Llinas,
419,David Lannes,
420,David M. Gann,
421,David M.Howard Jamie A.S.Angus,
422,David N. Nikogosyan,
423,David Orrell,
424,David Papineau,
425,David R. Hill,
426,David R. Mazur,
427,David Spiegelhalter,
428,David V. Day,
429,David Zhang,
430,David Zhang Wangmeng Zuo Naimin Li,
431,Dawan,
432,Dawn P. Wooley,
433,Dear Allemang 等,
434,DeepTech深科技,
435,Delafield,
436,Demetrios Christodoulou 缪爽,
437,Deng Lizheng,
438,Deng Zichen,
439,Denise Taylor,
440,Diana Lea,
441,Diane COMBAREL〔法〕,
442,Diane Levine,
443,Diane Maclagan,
444,Diane Y.F. Ghirardo,
445,Didi安,
446,Dietmar Salamon,
447,Dimitri Aivaliotis 艾维利,
448,Dimitri P. Bertsekas,
449,Dimitri Volchenkov,
450,Ding Wenze,
451,Dion,
452,Dmitri Burago 等,
453,Dmitri Nikshych,
454,Dmitry Chibisov,
455,Dmitry Fuchs,
456,Dominick Salvatore,
457,Dominique Loreau,
458,Donald A. McQuarrie John D. Simon 著 侯文华 李伟 吴强 彭路明 黎书华,
459,Donald A. Neamen,
460,Donald B. Rubin,
461,Donald E. Knuth,
462,Donald Miner Adam Shook,
463,Dong Liubing,
464,Doris R. Brodeur,
465,Doug Huggins,
466,Dr. D,
467,Dragan A. Savic 等,
468,Dreamer木目,
469,Drew Neil 尼尔,
470,Dunham Jackson,
471,Dupleix,
472,Durward K.Sobek II,
473,Dusa McDuff,
474,D笑长 乐公子,
475,E. Behrends,
476,E. D. Avdonina,
477,E. J. N. Looijenga,
478,E. 托里·希金斯,
479,E. 薛定谔,
480,E. 费米 著 罗吉庭,
481,E.A.J.霍 尼希曼,
482,E.A.韦斯特马克,
483,E.E.埃文思-普里查德,
484,E.H.卡尔,
485,E.H.贡布里希,
486,E.M.梅列金斯基,
487,E.R.多兹,
488,E.S.萨瓦斯,
489,E.保罗·勒特尔 马克 S. 科瓦奇,
490,E.布拉德福德·伯恩斯,
491,E.托马斯,
492,E.福格,
493,E.赫尔普曼,
494,E.迪尔凯姆,
495,E.雷·坎特伯里,
496,Earl Babbie,
497,Earl R. Babbie,
498,Ed Hooks著 王雷,
499,Edson Denis Leonel,
500,Eduard Looijenga,
501,Edward B. Saff,
502,Edward Capriolo Dean Wampler Jason Rutherglen,
503,Edward Crawley,
504,Edward Crawley Johan Malmqvist Soren Ostlund 等,
505,Edward F. Crawley,
506,Edward Packel,
507,Edwin A. Abbott,
508,Ehud de Shalit,
509,Eiichi Bannai,
510,Ekaterini Karamichali,
511,Ekow Nimako,
512,Elaine Scarry,
513,Elbert Hubbard,
514,Eleanor Noss Whitney,
515,Elias Krainski,
516,Elias M.Awad,
517,Elizabeth Goodman,
518,Elizabeth L. Wilmer,
519,Elizabeth Walter Kate Woodford,
520,Elliott H. Lieb Michael Loss,
521,Ellis Horowitz,
522,Emily H. Moore,
523,Emma Previato,
524,Emma Tarlo,
525,Emmanuel Gobet,
526,Emmanuel Kowalski,
527,Eric Ford,
528,Eric Pimpler 派普勒,
529,Eric Roston,
530,Eric Vanden-Eijnden,
531,Erik Angner,
532,Erik Vanmarcke,
533,Ernest Adams Joris Dormans,
534,Errol G. Lewars,
535,Ethan Siegel,
536,Etienne Pardoux,
537,Etsuko Bannai,
538,Eugene A. Diulio,
539,Eugene Odum,
540,Eugene P. Odum Gary W. Barrett,
541,Eve Light Honthaner,
542,Excel Home,
543,ExcelHome,
544,E·雷·坎特伯里,
545,F. Alton Everest Ken C. Pohlmann,
546,F. 克莱因,
547,F. 奥尔顿·埃弗里思特 肯·C. 波尔曼,
548,F.-X.福维勒-艾玛尔,
549,F.H.Cornish,
550,F.H.布拉德雷,
551,F.W.奥斯特瓦尔德,
552,F.W.托马斯,
553,F.埃伦·内廷,
554,F.基佐,
555,Fabcaro,
556,Fan R. K. Chung,
557,Fanghua Lin,
558,Fawwaz T.Ulaby,
559,Fei Xu,
560,Felipe Bravo 等,
561,Felix Klein,
562,Felix Römer,
563,Feng Lejun,
564,Feng Luo,
565,Feng Shuo,
566,Feng-Chen Li Bo Yu Jin-Jia Wei 等,
567,Fernando Q. Gouvea,
568,Fiodo Mvv,
569,Fiona Ellis-Chadwick,
570,Florian,
571,Frances Sienkiewicz Sizer,
572,Francis Scott Fitzgerald,
573,Francis Wolff,
574,Francois-David Pachet,
575,Frank D. Grosshans,
576,Frank D.Luna,
577,Frank E. Burk,
578,Frank Hutter,
579,Frank Sottile,
580,Frans Oort,
581,Franss De Waal,
582,Françoise Parent〔法〕,
583,Françoise Pinot,
584,Fred Brauer,
585,Fred Karlin,
586,Frederic Edward Clements,
587,Frederick P. Brooks,
588,Frederick S. Hillier,
589,Frederico Xavier 潮小李,
590,Friedrich Schiller,
591,Fritz Appel,
592,Fritz Colonius,
593,Fritz John,
594,Fu Jia,
595,G. A. 科恩,
596,G. Bard Ermentrout David H. Terman,
597,G. Blasse,
598,G. M. Ziegler,
599,G. 格雷戈里·哈夫 查尔斯·杜姆克（Charles Dumke,
600,G. 特伦鲍姆,
601,G. 肖盖,
602,G.E.M.安 斯康姆,
603,G.E.R.劳埃德,
604,G.E.摩尔,
605,G.Fant H.Fujishaki J.Shen,
606,G.H.R.帕 金森,
607,G.L.坎贝尔 英,
608,G.M.屈威廉,
609,G.M.格罗斯曼,
610,G.Somasundaram Alok Shrivastava,
611,G.佩奇·韦斯特三世 伊丽莎白·J.盖特伍德 凯利·G.谢弗,
612,G.墨菲 J.柯瓦奇,
613,G.弗雷格,
614,G.斯图尔特·亚,
615,G.格雷戈里? 哈夫,
616,G.格雷戈里·哈夫,
617,GUY CAPELLE,
618,Gabi Baier,
619,Gabor Szekelyhidi,
620,Gabriel Eckstein,
621,Gabrielle Walker,
622,Gaby Grüβhaber,
623,Gadi Rothenberg,
624,Gaetan Hadjeres,
625,Gail S. Nelson,
626,Galileo Galilei,
627,Gang Bao,
628,Gang Yang,
629,Gao Jinzhan,
630,Gao Lingyun,
631,Garam Young,
632,Gary Armstrong,
633,Gary Bradski,
634,Gary Burnison,
635,Gary Chartrand,
636,Gary Thomas,
637,Gasiorowicz,
638,Gavril Farkas,
639,Gene H.Golub Charles F.Van Loan,
640,Geneviève ZARATE,
641,Gengsheng Lawrence Zeng,
642,Geoffrey Elliott,
643,Geoffrey Wall Alister Mathieson,
644,George B.Schaller,
645,George Boole,
646,George H.Odell,
647,Georges-Louis Leclerc Comte de Buffon,
648,Gerald B. Folland,
649,Gerald J. Lieberman,
650,Gerald Teschl,
651,Gerassimos Tsigantes,
652,Gerd Fischer,
653,Gerrit Thomson,
654,Gian-Carlo Rota,
655,Gibert Grynberg,
656,Gilbert M. Masters Wendell P. Ela,
657,Gilbert Strang,
658,Giles Sparrow,
659,Gill Solberg,
660,Gilles Pisier,
661,Gillian Coutts,
662,Glenn C. Altschuler,
663,Glenn W. Suter II,
664,Goldstein,
665,Gordon MacKenzie,
666,Goro Shimura,
667,Grady Booch James Rumbaugh Ivar Jacobson,
668,Graham Farmelo,
669,Gregory Berkolaiko,
670,Gu Jianmin Li Xueping Wang,
671,Gu Shusheng,
672,GuangYuan 狗泥巴草,
673,Guangqing Chi,
674,Guihua Zeng,
675,Guillaume Pilet-Desjardins,
676,Guo Meifeng,
677,Guo Yecai,
678,Guozhen Lu,
679,Guy Capelle,
680,Guy Capelle居伊·卡佩勒 Patrick Guédon帕特里克·盖东,
681,GuyCapelle,
682,Gérard Cornuéjols,
683,Günter M. Ziegler,
684,H C Van Ness,
685,H. D. Fong,
686,H. Iwaniec,
687,H. Lee Bob,
688,H. S. M. Coxeter,
689,H. S. 杜马斯,
690,H. 嘉当,
691,H. 拉德马赫 O. 特普利茨,
692,H.D.Fong,
693,H.H.斯特恩,
694,H.J.帕通,
695,H.L.A.哈特,
696,H.T.狄金森,
697,H.И.拉宾,
698,H.弗洛里斯·科恩,
699,H.斯图尔特·休斯,
700,H.李凯尔特,
701,H.肯特·贝克约翰·R.诺夫辛格,
702,H.赖欣巴哈,
703,H.道格拉斯·布朗,
704,H?A?库恩,
705,HASS,
706,HEIL,
707,Haakon Bakka 等,
708,Hadamard,
709,Halliday,
710,Hanasa 原子Dan,
711,Hannah Holmes,
712,Hanno Charisius,
713,Hans Jürgen Hantschel,
714,Hans Luth,
715,Hans Petter Langtanngen,
716,Hans-Jürgen Hantschel,
717,Harish-Chandra,
718,Harold Levine,
719,Harold P. Boas 校订,
720,Harriet S. Pollatsek,
721,Harry Dym,
722,Hartmut Aufderstrasse,
723,Hartmut Aufderstraβe,
724,Harvey Gould,
725,Hassan Fathy,
726,He Hao,
727,He Jinliang,
728,He Yafei,
729,He Yejun,
730,Heike Voit,
731,Heiko Bock,
732,Heinrich Detering,
733,Helen Parker,
734,Helen Schmitz,
735,Helene Shapiro,
736,Henry Chandler Cowles,
737,Henry K. Schenck,
738,Henry Nicholls,
739,Henry W. Ott,
740,Henryk Iwaniec,
741,Heping Zhang Burton H.Singer,
742,Hermann Schubert,
743,Hermann Weyl,
744,Hershel M. Farkas,
745,Hildegard Meister,
746,Hilke Dreyer,
747,Hiraku Nakajima,
748,HoHo猴,
749,Hollis Lance Liebman,
750,Hongtian Xiao Zhongqi Yue,
751,Horace Freeland Judson,
752,Hornblun,
753,Hossein Movasati,
754,Hou Senhao,
755,Howard Anton,
756,Howard Caygill,
757,Howard Friel and Richard Falk,
758,Howard Lincoln,
759,Hu Angang,
760,Hu Weipeng,
761,Huadong Guo,
762,Huang Guojun,
763,Huang Hanmin Translated by Yang Yan,
764,Huang Yourui,
765,Huayi Wu,
766,Hubert L. Bray,
767,HugeMind研发中心,
768,Hugh L. Montgomery,
769,Hugues Denisot,
770,Hui Lin,
771,Hui-Shen Shen,
772,H·乔治 ·弗雷德里克森,
773,H·巴比塞 A·库勒拉,
774,H．T．狄金森,
775,I. A. Taimanov,
776,I. G. Macdonald,
777,I. M. 亚格洛姆,
778,I. Martin Isaacs,
779,I. R. 沙法列维奇,
780,I.Yu.Kobzarev,
781,I.伯纳德·科恩,
782,ICU重症肺炎规范诊疗协作组,
783,IGDA日本NPO法人 小野宪史,
784,IMS天下秀,
785,INSON宋颖贤,
786,Ian Goodfellow,
787,Ian M. Musson,
788,Ian Morrison,
789,Ian W. Hamley,
790,Ida Kantor,
791,Igor B. Frenkel,
792,Igor R. Shafarevich,
793,Ilan Goldstein,
794,Indi Young,
795,Ines Balcik,
796,Irwin Kra,
797,Isaac L. Chuang,
798,Isaac Newton,
799,IsabelleChollet,
800,Ivan Niven,
801,Ivan Pastine,
802,Ivan V Markov,
803,Ivo Welch,
804,J M Smith,
805,J. Amoros,
806,J. Bourgain,
807,J. D. Schramm,
808,J. E. 李特尔伍德,
809,J. Glenn Brookshear,
810,J. H. Lowenstein,
811,J. Michael Steele,
812,J. P. Buhler P. Stevenhagen,
813,J. R. 纽曼,
814,J. Stohr H. C. Siegmann,
815,J. Tenreiro Machado,
816,J. Willard Gibbs,
817,J. 伯顿·布朗宁,
818,J. 杰弗里斯·麦克沃特,
819,J. 格伦·布鲁克希尔丹尼斯?布里罗,
820,J. 格伦·布鲁克希尔丹尼斯·布里罗,
821,J. 理查德·戈特,
822,J. 米尔诺,
823,J. 迪厄多内,
824,J. 迪斯米埃,
825,J. 马尔科姆·希克,
826,J.-L. 利翁斯,
827,J.-P.维奈 J.达贝尔内,
828,J.A. Tenreiro Machado,
829,J.A.西蒙兹 著 阿尔弗雷德·皮尔森,
830,J.B.伯里,
831,J.Bernstein等原,
832,J.C.D.克拉克,
833,J.C.莱尔,
834,J.D.Jackson,
835,J.D.瑞安,
836,J.D.贝尔纳,
837,J.G.弗雷泽,
838,J.G.赫尔德,
839,J.H.伯恩斯,
840,J.J.阿玛斯·马塞洛,
841,J.L.奥斯汀,
842,J.L.奥斯汀 著 J.O.厄姆森 玛丽娜·斯比萨,
843,J.L.普莱斯,
844,J.M.伯杰,
845,J.M.洛西恩,
846,J.P.麦克沃伊 文,
847,J.S.密尔,
848,J.V.吕斯布鲁克,
849,J.W.汤普森,
850,J.保罗·彼得 詹姆斯· H,
851,J.戴维,
852,J.格伦·布鲁克希尔丹尼斯·布里罗,
853,J.贝尔德 ·卡利科特,
854,JAN WILLIAM SIMEK 原著 王梅,
855,JAXA宇宙教育中心,
856,JIANGYUAN-江远,
857,JING,
858,JP·沃森,
859,Jack,
860,Jack Copeland ...,
861,Jack D. Schwager,
862,Jack Gido,
863,Jack Turner,
864,Jacob Kalff,
865,Jacob Morgan,
866,Jacqueline Carter,
867,Jacques Dupont-Roc,
868,Jacques Peyrière,
869,James Arthur 等,
870,James Clerk Maxwell,
871,James D. Boys詹姆斯·博伊斯,
872,James D. Lewis,
873,James E. Humphreys,
874,James Eells,
875,James F. Kurose,
876,James F. Peters,
877,James Hutton,
878,James Jenkin副,
879,James Keeler,
880,James Lovelock,
881,James M. Curran,
882,James Manktelow,
883,James Morrow,
884,James Stewart,
885,James W. Daniel,
886,Jan Erik Solem,
887,Jan Malý,
888,Jane P. Laudon,
889,Jane Rollason,
890,Jane Walker,
891,Janet Lau,
892,Jason L. Anderson,
893,Jason Lauritsen,
894,Jason R. Briggs,
895,Javier Duoandikoetxea,
896,Javier Peña,
897,Jay Belanger Amanda Beecher Jie Wang,
898,Jay Belanger Rodney X. Sturdivant Jessica Libertini 等,
899,Jay Belanger Rodney X. Sturdivant Tina Hartley 等,
900,JayBelanger WilliamP.Fox 王杰 等,
901,Jean Lacroix〔法〕,
902,Jean-Dominique Deuschel,
903,Jean-Francois Dars Anne Papillault,
904,Jean-Luc Penfornis,
905,Jean-Marie De Koninck,
906,Jean-Michel Coron,
907,Jean-Paul Thommen,
908,Jean-Philippe Bouchaud 等,
909,Jean-Pierre Briot,
910,Jean-Pierre Demailly,
911,Jean-Pierre Isbouts,
912,Jean-Pierre Serre,
913,Jean-Pierre Tignol,
914,Jean-Thierry Le Bougnec,
915,Jean-Yves Chemin,
916,Jeanne Guilemin,
917,Jeff Doyle,
918,Jeff Johnson,
919,Jeff Patton,
920,Jeffery McNeal,
921,Jeffrey L. Coveyduc,
922,Jeffrey Potts,
923,Jeffrey Rauch,
924,Jeffry A.Frieden,
925,Jen Fox,
926,Jen Looper,
927,Jennifer Baima,
928,Jennifer Bradbery Victoria Bull Diana Lea,
929,Jennifer Potter,
930,Jennifer Schultens,
931,Jenny An,
932,Jens Carsten Jantzen,
933,Jens Vygen,
934,Jeremy Davies,
935,Jeremy Gray,
936,Jeremy Keith Jeffrey Sambells,
937,Jerome K. Percus,
938,Jerry Ma,
939,Jez Humble David Farley,
940,Ji Wang Weiqiu Chen,
941,Jian Feng Ma,
942,Jiang Nan,
943,Jiang Xuesong,
944,Jianya Liu,
945,Jie Xiao,
946,Jim Bennett,
947,Jim Clements,
948,Jim Coakley Ping Yang,
949,Jim Cooling,
950,Jim Richards,
951,Jim Taylor,
952,Jin Hong,
953,Jin Weizheng ...,
954,Jin Yuyang,
955,Jing Tang Xing,
956,Jing Yu,
957,Jinxing Li,
958,Jiquan Chen,
959,Jiquan Chen 等,
960,Jiri Matousek,
961,Joachim Scheuerer,
962,Joan Bolker,
963,Joanna R. Freeland 等,
964,Joanne Baker,
965,Joaquin Vanschoren,
966,Joe Diestel,
967,Joel A. Stein,
968,Joel Spencer,
969,Johan Malmqvist,
970,Johann Wolfgang von Goethe,
971,John A. Buck,
972,John Antonakis,
973,John B. Conway,
974,John B. Little,
975,John B. Walsh,
976,John Bessant,
977,John C. Neu,
978,John Eastwood,
979,John H.Noonan,
980,John Hegarty,
981,John Ho,
982,John Horgan,
983,John J. Coyle ...,
984,John Ladley,
985,John M. Flach,
986,John M. Lee,
987,John Maher,
988,John McWade,
989,John Nobel等14人,
990,John O. Milewski,
991,John P. D'Angelo,
992,John Purcell,
993,John R. Faulkner,
994,John R. Taylor,
995,John Reader,
996,John Roe,
997,John S.Townsend,
998,John Stillwell,
999,John T. Bowen,
1000,John W. Leis,
1001,John Wooden,
1002,John von Neumann,
1003,John von Neumann 约翰•冯•诺依曼,
1004,Jon Aaronson,
1005,Jonathan Chaffer Karl Swedberg,
1006,Jonathan D.H. Paul,
1007,Jonathan S. Harbour,
1008,Jonathan S.Harbour,
1009,Jonathan Swift,
1010,Jone F. Wakerly.,
1011,Jordan Goldmeier,
1012,Jorge Carrión,
1013,Jorge Nocedal,
