purchase_order_id,line_no,product_id,quantity,purchase_price,line_amount
16,8,30375,23,142.94,3287.62
16,9,31129,23,44.08,1013.84
17,1,79603,46,29.11,1339.06
17,2,74655,46,7.03,323.38
17,3,79858,23,17.07,392.61
17,4,74559,92,28.89,2657.88
17,5,80448,23,22.23,511.29
17,6,84827,46,9.53,438.38
17,7,78720,23,15.49,356.27
17,8,87516,46,99.95,4597.70
17,9,80439,23,20.57,473.11
17,10,74875,46,24.97,1148.62
17,11,86861,230,32.50,7475.00
17,12,90206,46,67.65,3111.90
17,13,74756,92,69.87,6428.04
17,14,87418,46,18.80,864.80
17,15,80496,138,24.91,3437.58
17,16,87663,138,39.72,5481.36
17,17,87853,46,18.54,852.84
17,18,84365,92,28.05,2580.60
17,19,76451,138,17.39,2399.82
17,20,86228,46,33.35,1534.10
17,21,89493,46,34.16,1571.36
18,1,89780,92,26.96,2480.32
18,2,79467,92,40.00,3680.00
18,3,78026,23,26.88,618.24
18,4,82103,92,30.14,2772.88
18,5,83562,138,23.16,3196.08
18,6,78058,23,17.73,407.79
18,7,88952,138,24.01,3313.38
18,8,89692,46,32.33,1487.18
18,9,81742,138,23.59,3255.42
18,10,79758,23,14.00,322.00
18,11,84288,138,21.01,2899.38
18,12,76081,46,22.25,1023.50
18,13,86598,92,23.55,2166.60
18,14,77210,46,14.35,660.10
18,15,75453,92,20.45,1881.40
19,1,108711,28,5.71,159.88
19,2,104627,14,69.30,970.20
19,3,105225,14,3.32,46.48
19,4,101998,28,15.71,439.88
19,5,109467,83,10.70,888.10
19,6,110229,55,16.79,923.45
19,7,107073,28,62.05,1737.40
19,8,105123,55,17.44,959.20
19,9,93476,28,6.46,180.88
19,10,127742,14,45.38,635.32
19,11,113459,55,13.60,748.00
19,12,105626,55,80.79,4443.45
19,13,92614,28,3.36,94.08
19,14,102354,55,34.61,1903.55
19,15,129464,55,3.57,196.35
19,16,127197,55,10.35,569.25
19,17,94963,55,23.10,1270.50
19,18,109216,28,416.36,11658.08
19,19,111115,55,4.62,254.10
19,20,104934,83,23.42,1943.86
19,21,103700,55,305.27,16789.85
19,22,102528,83,21.89,1816.87
19,23,123736,83,46.11,3827.13
19,24,117867,28,28.90,809.20
19,25,126887,28,41.08,1150.24
19,26,108877,55,24.46,1345.30
19,27,118547,28,6.54,183.12
19,28,100326,14,42.95,601.30
19,29,107229,14,44.57,623.98
19,30,104521,28,22.69,635.32
19,31,106778,28,43.83,1227.24
19,32,106157,14,107.73,1508.22
20,1,58658,6,24.37,146.22
20,2,64405,46,46.41,2134.86
20,3,68176,92,36.07,3318.44
20,4,54089,92,46.74,4300.08
20,5,54088,46,46.91,2157.86
20,6,57575,14,98.95,1385.30
20,7,69370,6,77.65,465.90
20,8,65486,6,47.31,283.86
20,9,60660,46,37.20,1711.20
20,10,55190,12,47.89,574.68
20,11,67064,6,41.67,250.02
20,12,54575,6,63.75,382.50
20,13,59625,138,45.60,6292.80
20,14,58554,12,72.28,867.36
20,15,59088,6,36.75,220.50
20,16,57979,12,54.39,652.68
20,17,68083,6,51.06,306.36
20,18,54132,12,72.97,875.64
20,19,56133,46,38.46,1769.16
21,1,86655,46,27.93,1284.78
21,2,80005,23,40.46,930.58
21,3,85002,23,67.52,1552.96
21,4,83788,46,28.97,1332.62
21,5,87137,92,26.37,2426.04
21,6,79957,138,31.66,4369.08
21,7,81754,92,14.56,1339.52
21,8,79865,230,27.76,6384.80
21,9,81617,46,33.53,1542.38
21,10,90373,46,82.04,3773.84
21,11,85649,23,28.16,647.68
21,12,79663,92,34.43,3167.56
21,13,84063,23,21.66,498.18
21,14,75005,23,25.26,580.98
21,15,77446,92,35.85,3298.20
21,16,91334,23,25.01,575.23
21,17,76602,23,36.56,840.88
21,18,78111,92,21.44,1972.48
21,19,90301,92,13.04,1199.68
22,1,14173,6,202.99,1217.94
22,2,14160,12,23.86,286.32
22,3,13663,12,73.45,881.40
22,4,13280,12,22.02,264.24
22,5,13676,12,698.90,8386.80
22,6,13502,69,38.81,2677.89
22,7,14675,12,117.95,1415.40
22,8,13606,6,35.73,214.38
22,9,13798,12,38.75,465.00
22,10,13516,6,24.15,144.90
22,11,13607,69,39.14,2700.66
22,12,14547,12,38.08,456.96
22,13,14155,6,84.12,504.72
22,14,13708,23,98.16,2257.68
22,15,14483,23,35.34,812.82
23,1,43859,6,8.80,52.80
23,2,52006,23,154.49,3553.27
23,3,50018,12,62.83,753.96
23,4,47756,46,20.53,944.38
23,5,49752,12,490.43,5885.16
23,6,45813,92,21.30,1959.60
23,7,45611,92,15.92,1464.64
23,8,48173,6,44.43,266.58
23,9,51108,138,56.89,7850.82
23,10,50468,46,23.42,1077.32
23,11,47772,6,32.98,197.88
23,12,50248,12,18.24,218.88
24,1,27594,6,36.37,218.22
24,2,28748,23,24.53,564.19
24,3,26025,92,34.07,3134.44
24,4,27949,46,38.70,1780.20
24,5,21644,46,32.34,1487.64
24,6,24135,138,36.10,4981.80
24,7,23094,46,44.86,2063.56
24,8,26826,46,28.34,1303.64
24,9,17627,92,25.84,2377.28
24,10,15064,6,48.02,288.12
24,11,17849,12,59.11,709.32
24,12,17665,6,52.26,313.56
24,13,24745,23,47.50,1092.50
24,14,21140,23,73.89,1699.47
24,15,23583,12,49.12,589.44
25,1,33736,6,22.16,132.96
25,2,37373,23,44.00,1012.00
25,3,33278,12,22.26,267.12
25,4,35845,69,83.43,5756.67
25,5,40516,6,40.41,242.46
25,6,33164,23,41.37,951.51
25,7,37343,6,13.29,79.74
25,8,32248,46,72.82,3349.72
25,9,32584,23,166.32,3825.36
25,10,33263,69,36.76,2536.44
25,11,41274,23,52.77,1213.71
25,12,42888,23,69.12,1589.76
25,13,38838,12,223.86,2686.32
25,14,35635,6,30.37,182.22
25,15,37394,23,28.00,644.00
26,1,115134,28,14.95,418.60
26,2,110949,55,5.71,314.05
26,3,95724,14,54.27,759.78
26,4,118423,14,4.32,60.48
26,5,118597,14,2.20,30.80
26,6,124991,55,12.01,660.55
26,7,105270,28,6.52,182.56
26,8,124092,14,684.57,9583.98
26,9,118497,28,5.32,148.96
26,10,124963,55,8.91,490.05
26,11,105203,55,4.49,246.95
26,12,102750,28,19.72,552.16
26,13,124450,55,12.47,685.85
26,14,125811,14,21.33,298.62
26,15,125275,28,16.16,452.48
26,16,107589,14,15.59,218.26
26,17,97843,14,1.71,23.94
26,18,93774,28,59.84,1675.52
26,19,125587,14,5.72,80.08
26,20,105149,28,57.90,1621.20
27,1,37715,6,37.10,222.60
27,2,39115,23,59.68,1372.64
27,3,38391,46,51.51,2369.46
27,4,41069,46,25.77,1185.42
27,5,37634,23,61.01,1403.23
27,6,31807,6,65.05,390.30
27,7,42235,55,54.95,3022.25
27,8,38095,12,26.04,312.48
27,9,36528,23,22.29,512.67
27,10,40642,12,73.49,881.88
27,11,32370,12,122.27,1467.24
27,12,42077,12,33.83,405.96
27,13,41669,12,19.33,231.96
27,14,34096,46,56.45,2596.70
27,15,40640,23,111.33,2560.59
27,16,38511,12,191.47,2297.64
27,17,33377,23,89.24,2052.52
27,18,32059,6,8.93,53.58
27,19,32048,12,28.56,342.72
28,1,12417,6,56.27,337.62
28,2,12428,23,69.38,1595.74
28,3,43023,23,582.49,13397.27
28,4,12408,12,149.83,1797.96
28,5,13167,23,55.01,1265.23
28,6,12410,12,966.59,11599.08
28,7,30604,12,61.74,740.88
28,8,13052,6,68.04,408.24
28,9,12429,23,54.16,1245.68
28,10,12432,69,35.74,2466.06
28,11,12405,12,111.07,1332.84
28,12,12440,23,66.75,1535.25
28,13,30921,6,60.26,361.56
29,1,61435,46,31.55,1451.30
29,2,60299,23,42.73,982.79
29,3,63410,46,82.90,3813.40
29,4,67110,12,20.91,250.92
29,5,55193,46,53.29,2451.34
29,6,62515,12,219.00,2628.00
29,7,63811,6,28.93,173.58
29,8,57895,6,38.23,229.38
29,9,56495,23,57.71,1327.33
29,10,69285,46,139.47,6415.62
29,11,54318,23,21.56,495.88
29,12,65875,6,24.88,149.28
29,13,62959,46,70.37,3237.02
29,14,64266,12,74.74,896.88
29,15,69449,92,37.31,3432.52
29,16,67872,92,39.02,3589.84
29,17,58685,23,35.46,815.58
29,18,60964,23,54.42,1251.66
29,19,57188,12,52.23,626.76
29,20,55227,6,80.65,483.90
29,21,57545,23,50.61,1164.03
30,1,74455,12,22.37,268.44
30,2,52623,23,9.74,224.02
30,3,52646,46,7.51,345.46
30,4,53227,46,32.96,1516.16
30,5,30194,6,28.90,173.40
30,6,30866,46,26.82,1233.72
30,7,30175,92,35.60,3275.20
30,8,30108,46,29.60,1361.60
30,9,30799,12,39.48,473.76
30,10,30780,6,52.16,312.96
30,11,53593,92,18.63,1713.96
30,12,30959,6,65.58,393.48
30,13,53203,46,37.76,1736.96
30,14,53616,23,32.60,749.80
30,15,53691,46,31.71,1458.66
30,16,74416,6,39.29,235.74
30,17,12789,46,44.06,2026.76
30,18,30275,12,94.59,1135.08
30,19,30844,12,64.92,779.04
31,1,52776,230,30.12,6927.60
31,2,53305,23,38.78,891.94
31,3,30675,23,36.98,850.54
31,4,13070,12,31.70,380.40
31,5,30093,12,25.12,301.44
31,6,53177,46,35.06,1612.76
31,7,53710,23,34.55,794.65
31,8,53944,138,36.06,4976.28
31,9,30284,6,72.72,436.32
31,10,52467,12,45.66,547.92
31,11,30568,23,66.77,1535.71
32,1,12503,6,76.87,461.22
32,2,30172,92,43.39,3991.88
32,3,52379,46,22.37,1029.02
32,4,29958,55,116.15,6388.25
32,5,52954,46,11.96,550.16
32,6,12920,55,59.00,3245.00
32,7,52432,46,75.13,3455.98
32,8,30427,12,46.46,557.52
32,9,53503,92,27.08,2491.36
32,10,53412,23,28.12,646.76
33,1,88919,92,21.97,2021.24
33,2,85415,92,28.08,2583.36
33,3,75114,46,26.68,1227.28
33,4,88640,6,54.26,325.56
33,5,88525,46,35.32,1624.72
33,6,85371,23,44.72,1028.56
33,7,82482,23,30.32,697.36
33,8,87657,138,49.34,6808.92
33,9,90496,46,23.30,1071.80
33,10,90687,46,40.36,1856.56
33,11,87535,23,21.78,500.94
33,12,78638,46,37.57,1728.22
33,13,75531,46,35.03,1611.38
33,14,81392,46,21.34,981.64
33,15,83879,138,27.10,3739.80
33,16,86745,92,121.60,11187.20
33,17,78847,46,25.03,1151.38
33,18,88357,23,31.62,727.26
33,19,83765,46,24.25,1115.50
33,20,81041,46,26.03,1197.38
34,1,6471,23,22.60,519.80
34,2,6454,46,10.49,482.54
34,3,2959,46,32.70,1504.20
34,4,4794,23,16.75,385.25
34,5,10470,6,67.17,403.02
34,6,1103,46,110.31,5074.26
34,7,8291,12,40.45,485.40
34,8,1046,6,47.69,286.14
34,9,11407,6,44.91,269.46
34,10,6630,12,32.69,392.28
34,11,3275,12,22.86,274.32
34,12,1065,12,1337.09,16045.08
34,13,1773,6,28.75,172.50
34,14,3237,138,23.61,3258.18
34,15,10012,6,37.61,225.66
34,16,10771,12,83.40,1000.80
34,17,10124,12,28.25,339.00
34,18,7333,12,27.07,324.84
35,1,53145,23,49.12,1129.76
35,2,52560,46,34.92,1606.32
35,3,104,12,130.92,1571.04
35,4,30427,69,46.46,3205.74
35,5,53971,23,27.74,638.02
35,6,53848,138,36.27,5005.26
35,7,53637,230,26.41,6074.30
35,8,30720,6,69.95,419.70
35,9,53455,138,22.87,3156.06
35,10,53464,46,4.40,202.40
35,11,53556,92,35.60,3275.20
35,12,12634,6,56.18,337.08
35,13,52709,46,70.91,3261.86
36,1,84414,46,28.21,1297.66
36,2,81470,46,12.75,586.50
36,3,81718,23,94.63,2176.49
36,4,80824,46,37.40,1720.40
36,5,76694,138,32.33,4461.54
36,6,84311,23,39.31,904.13
36,7,84547,46,27.62,1270.52
36,8,88411,92,36.97,3401.24
36,9,76786,92,24.45,2249.40
36,10,75239,6,27.54,165.24
36,11,79330,92,174.29,16034.68
36,12,87115,138,22.65,3125.70
36,13,84123,46,31.54,1450.84
36,14,83992,23,41.26,948.98
36,15,84745,46,32.65,1501.90
36,16,75830,138,43.91,6059.58
36,17,91150,23,17.06,392.38
36,18,74621,92,36.19,3329.48
37,1,124863,28,19.22,538.16
37,2,118639,28,10.50,294.00
37,3,106698,14,3.14,43.96
37,4,128747,14,27.43,384.02
37,5,96854,83,1.02,84.66
37,6,110884,28,23.89,668.92
37,7,119302,83,1025.64,85128.12
37,8,96651,55,66.27,3644.85
37,9,111565,55,9.07,498.85
37,10,111838,83,49.05,4071.15
37,11,123648,14,53.72,752.08
37,12,97850,55,17.47,960.85
37,13,101473,28,61.39,1718.92
37,14,112963,14,15.16,212.24
37,15,128541,55,28.92,1590.60
37,16,116032,138,31.28,4316.64
37,17,119918,28,18.56,519.68
37,18,128752,55,42.14,2317.70
37,19,116346,14,11.51,161.14
37,20,91879,28,16.78,469.84
37,21,111909,55,8.85,486.75
37,22,108059,28,1.39,38.92
38,1,73076,6,38.38,230.28
38,2,72268,6,17.90,107.40
38,3,70967,6,14.71,88.26
38,4,72734,23,33.31,766.13
38,5,70522,6,44.85,269.10
38,6,73214,23,153.61,3533.03
38,7,71854,6,19.75,118.50
38,8,70705,28,83.33,2333.24
38,9,74100,12,199.20,2390.40
38,10,72969,6,21.77,130.62
38,11,71379,6,34.17,205.02
38,12,73046,12,27.21,326.52
38,13,72135,12,36.37,436.44
38,14,70021,6,92.57,555.42
38,15,71622,12,13.66,163.92
38,16,72016,6,34.31,205.86
38,17,70806,23,13.90,319.70
38,18,69839,23,37.83,870.09
38,19,71752,23,42.16,969.68
38,20,70152,46,20.72,953.12
38,21,69893,6,61.12,366.72
39,1,52519,138,26.09,3600.42
39,2,53923,92,30.25,2783.00
39,3,13162,12,36.85,442.20
39,4,30184,12,53.28,639.36
39,5,14848,12,32.26,387.12
39,6,30016,92,27.79,2556.68
39,7,12609,6,81.75,490.50
39,8,53090,138,72.29,9976.02
39,9,53946,23,27.72,637.56
39,10,52957,46,26.84,1234.64
39,11,30719,23,59.60,1370.80
39,12,52448,230,25.27,5812.10
39,13,13170,6,59.80,358.80
39,14,30082,46,18.81,865.26
39,15,53614,92,26.90,2474.80
39,16,69567,12,45.59,547.08
39,17,30190,6,55.55,333.30
40,1,86380,92,21.66,1992.72
40,2,76689,92,32.26,2967.92
40,3,83039,46,17.51,805.46
40,4,85151,92,20.70,1904.40
40,5,75300,23,81.36,1871.28
40,6,82268,55,34.60,1903.00
40,7,77914,46,38.84,1786.64
40,8,90200,46,10.52,483.92
40,9,86227,92,28.45,2617.40
40,10,85952,23,28.39,652.97
40,11,83235,46,15.36,706.56
40,12,84607,46,4.43,203.78
40,13,79453,46,64.80,2980.80
40,14,80846,92,17.28,1589.76
40,15,88178,138,35.08,4841.04
40,16,82151,138,20.26,2795.88
40,17,76933,92,32.74,3012.08
40,18,84286,46,23.37,1075.02
40,19,76326,23,32.68,751.64
40,20,91402,46,48.36,2224.56
40,21,81317,23,29.84,686.32
40,22,83493,92,14.30,1315.60
41,1,47292,92,19.03,1750.76
41,2,44315,23,22.93,527.39
41,3,51755,23,25.85,594.55
41,4,52151,6,16.43,98.58
41,5,43416,46,27.10,1246.60
41,6,49841,23,9.70,223.10
41,7,44279,92,20.23,1861.16
41,8,45265,92,18.20,1674.40
41,9,44891,12,36.47,437.64
41,10,48891,23,22.88,526.24
41,11,49015,12,27.29,327.48
41,12,50407,12,18.17,218.04
41,13,47306,23,24.31,559.13
41,14,44349,12,14.69,176.28
41,15,51919,12,73.84,886.08
41,16,45358,92,17.98,1654.16
41,17,43625,23,401.54,9235.42
42,1,70734,138,6.90,952.20
42,2,73826,23,60.06,1381.38
42,3,73806,12,42.43,509.16
42,4,70175,6,41.30,247.80
42,5,70669,23,33.39,767.97
42,6,71311,23,25.19,579.37
42,7,73703,69,30.24,2086.56
42,8,72862,6,32.90,197.40
42,9,70413,6,78.45,470.70
42,10,72700,69,48.82,3368.58
42,11,72202,23,14.94,343.62
42,12,70030,12,28.00,336.00
42,13,71655,23,17.45,401.35
42,14,72885,12,51.88,622.56
42,15,71625,46,52.77,2427.42
42,16,70826,12,18.28,219.36
42,17,71726,6,43.34,260.04
42,18,69765,6,47.04,282.24
42,19,70940,23,24.74,569.02
42,20,71539,12,24.47,293.64
43,1,29945,12,19.73,236.76
43,2,53047,23,20.35,468.05
43,3,30253,55,36.28,1995.40
43,4,53034,92,30.38,2794.96
43,5,52654,23,7.17,164.91
43,6,12744,23,35.12,807.76
43,7,52650,92,22.65,2083.80
43,8,31145,6,54.61,327.66
43,9,52645,138,31.73,4378.74
44,1,38300,12,39.91,478.92
44,2,31410,23,148.98,3426.54
44,3,35203,12,14.50,174.00
44,4,36162,6,98.04,588.24
44,5,36186,28,28.23,790.44
44,6,36925,23,21.77,500.71
44,7,37412,46,41.82,1923.72
44,8,41867,12,53.52,642.24
44,9,34262,46,95.81,4407.26
44,10,31975,6,65.91,395.46
44,11,38656,12,69.78,837.36
44,12,41783,14,28.67,401.38
44,13,41609,6,22.08,132.48
45,1,53806,46,17.41,800.86
45,2,52501,138,35.56,4907.28
45,3,52381,92,30.18,2776.56
45,4,15,12,141.65,1699.80
45,5,53134,23,47.23,1086.29
45,6,13110,55,40.21,2211.55
45,7,52543,138,27.25,3760.50
45,8,53126,92,49.04,4511.68
45,9,14835,46,101.33,4661.18
45,10,52790,138,21.53,2971.14
45,11,52375,46,18.51,851.46
45,12,30117,6,28.98,173.88
45,13,52650,23,22.65,520.95
45,14,14826,6,46.02,276.12
45,15,29995,28,34.64,969.92
45,16,53877,46,26.90,1237.40
45,17,53051,92,13.73,1263.16
45,18,69563,12,29.43,353.16
45,19,30414,12,65.27,783.24
45,20,30052,12,23.00,276.00
45,21,30716,12,30.75,369.00
45,22,52923,230,30.64,7047.20
46,1,43776,23,17.40,400.20
46,2,45174,23,10.68,245.64
46,3,48864,23,41.72,959.56
46,4,47379,46,22.95,1055.70
46,5,50877,46,57.11,2627.06
46,6,47855,46,71.33,3281.18
46,7,45759,23,65.78,1512.94
46,8,51917,12,62.80,753.60
46,9,49142,6,17.91,107.46
46,10,45651,12,22.66,271.92
46,11,45175,23,17.47,401.81
47,1,72592,12,72.31,867.72
47,2,71013,12,14.80,177.60
47,3,70656,12,34.00,408.00
47,4,71837,23,26.32,605.36
47,5,70295,69,22.22,1533.18
47,6,71800,12,15.52,186.24
47,7,73607,23,59.75,1374.25
47,8,72661,23,51.37,1181.51
47,9,71526,6,56.02,336.12
47,10,71910,6,25.14,150.84
47,11,73680,12,17.14,205.68
47,12,71364,12,29.11,349.32
47,13,72184,12,17.29,207.48
47,14,72434,6,23.16,138.96
48,1,50877,46,57.11,2627.06
48,2,44942,12,65.52,786.24
48,3,43674,6,15.25,91.50
48,4,51291,12,47.82,573.84
48,5,50130,46,27.49,1264.54
48,6,48137,23,18.22,419.06
48,7,50522,6,47.44,284.64
48,8,49503,6,51.48,308.88
48,9,47373,23,16.40,377.20
48,10,50834,6,278.58,1671.48
49,1,23917,23,39.62,911.26
49,2,20340,6,66.82,400.92
49,3,27001,92,24.31,2236.52
49,4,18136,12,42.13,505.56
49,5,16882,12,97.11,1165.32
49,6,24196,23,42.71,982.33
49,7,26369,28,62.98,1763.44
49,8,21456,138,33.69,4649.22
49,9,29666,6,52.67,316.02
49,10,27439,12,65.19,782.28
49,11,24771,6,19.13,114.78
49,12,25290,46,79.45,3654.70
49,13,21523,138,27.85,3843.30
