supplier_id,product_id,supply_price,min_order_qty,is_primary
3,88,40.70,10,1
5,89,33.84,20,1
2,90,35.07,5,1
5,91,58.32,10,1
5,92,39.40,3,1
1,93,82.46,3,1
5,94,84.80,3,1
3,95,287.32,20,1
1,96,96.92,10,1
5,97,23.42,3,1
2,98,47.81,5,1
3,99,44.80,20,1
4,100,259.50,3,1
5,101,98.43,3,1
3,102,62.93,20,1
1,103,33.14,5,1
5,104,130.92,5,1
4,105,181.74,10,1
3,106,46.14,5,1
1,107,41.83,10,1
5,108,50.24,10,1
2,109,51.51,10,1
3,110,239.47,3,1
4,111,84.42,20,1
1,112,37.40,20,1
5,113,30.73,3,1
2,114,62.31,3,1
3,115,46.76,5,1
3,116,696.66,3,1
3,117,50.92,3,1
2,118,63.84,10,1
3,119,141.21,5,1
4,120,96.49,5,1
1,121,66.63,5,1
11,122,24.69,3,1
11,123,28.04,20,1
11,124,30.62,5,1
11,125,27.03,20,1
11,126,25.22,20,1
11,127,59.91,10,1
11,128,42.52,3,1
11,129,13.79,10,1
11,130,40.14,20,1
11,131,41.03,20,1
11,132,27.16,10,1
11,133,28.33,10,1
11,134,67.15,5,1
11,135,67.86,20,1
11,136,34.52,10,1
11,137,98.03,10,1
11,138,104.29,5,1
11,139,95.95,5,1
11,140,100.82,20,1
11,141,81.25,5,1
11,142,46.83,5,1
11,143,92.21,10,1
11,144,89.87,10,1
11,145,74.58,10,1
11,146,75.95,3,1
11,147,65.24,10,1
11,148,25.83,3,1
11,149,25.27,20,1
11,150,28.82,3,1
11,151,27.11,20,1
11,152,27.93,3,1
11,153,26.59,20,1
11,154,28.30,10,1
11,155,25.53,3,1
11,156,27.25,3,1
11,157,29.16,10,1
11,158,29.61,20,1
11,159,49.73,20,1
11,160,28.45,3,1
11,161,54.87,5,1
11,162,41.53,5,1
11,163,30.37,10,1
11,164,25.31,20,1
11,165,29.72,10,1
11,166,43.85,20,1
11,167,35.81,10,1
11,168,35.04,20,1
11,169,11.10,3,1
11,170,26.47,5,1
11,171,51.73,20,1
11,172,27.73,3,1
11,173,42.81,3,1
11,174,35.75,5,1
11,175,28.46,10,1
11,176,27.89,10,1
11,177,47.32,20,1
11,178,45.15,3,1
11,179,28.58,20,1
11,180,59.98,3,1
11,181,41.51,20,1
11,182,60.06,3,1
11,183,72.11,20,1
11,184,36.05,20,1
11,185,40.97,3,1
11,186,83.21,3,1
11,187,32.70,5,1
11,188,11.17,10,1
11,189,45.42,5,1
11,190,57.69,3,1
11,191,87.74,3,1
11,192,28.52,3,1
11,193,49.83,10,1
11,194,31.67,10,1
11,195,34.55,10,1
11,196,33.73,20,1
11,197,36.56,3,1
11,198,57.64,5,1
11,199,53.84,5,1
11,200,78.84,3,1
11,201,41.17,20,1
11,202,92.16,20,1
11,203,59.24,10,1
11,204,58.61,10,1
11,205,54.70,20,1
11,206,49.05,20,1
11,207,28.90,20,1
11,208,29.33,10,1
11,209,113.47,20,1
11,210,57.12,5,1
11,211,72.08,5,1
11,212,90.88,20,1
11,213,97.44,20,1
11,214,32.24,3,1
11,215,50.83,5,1
11,216,38.33,3,1
11,217,32.89,10,1
11,218,68.42,3,1
11,219,29.07,20,1
11,220,28.04,20,1
11,221,25.39,3,1
11,222,73.26,5,1
11,223,57.11,10,1
11,224,74.05,3,1
11,225,63.69,10,1
11,226,115.47,5,1
11,227,103.08,5,1
11,228,131.75,20,1
11,229,104.87,3,1
11,230,136.36,5,1
11,231,88.03,20,1
11,232,29.78,5,1
11,233,23.71,3,1
11,234,103.79,5,1
11,235,32.81,10,1
11,236,35.45,3,1
11,237,35.62,10,1
11,238,24.97,5,1
11,239,25.98,5,1
11,240,34.28,20,1
11,241,41.67,3,1
11,242,26.55,3,1
11,243,26.07,3,1
11,244,41.34,20,1
11,245,28.65,3,1
11,246,34.67,5,1
11,247,30.98,10,1
11,248,32.22,5,1
11,249,36.41,20,1
11,250,24.71,10,1
11,251,28.14,3,1
11,252,23.74,5,1
11,253,36.96,10,1
11,254,31.33,5,1
11,255,33.70,3,1
11,256,30.45,5,1
11,257,50.07,5,1
11,258,41.03,10,1
11,259,47.31,20,1
11,260,13.88,3,1
11,261,42.97,20,1
11,262,47.44,20,1
11,263,47.55,5,1
11,264,45.07,20,1
11,265,30.88,5,1
11,266,21.46,3,1
11,267,53.50,3,1
11,268,71.35,3,1
11,269,36.89,20,1
11,270,42.39,10,1
11,271,44.34,3,1
11,272,18.39,20,1
11,273,18.43,3,1
11,274,35.27,20,1
11,275,29.59,10,1
11,276,18.52,3,1
11,277,44.47,5,1
11,278,57.01,3,1
11,279,33.63,10,1
11,280,48.46,5,1
11,281,36.18,20,1
11,282,19.15,20,1
11,283,24.84,5,1
11,284,23.57,20,1
11,285,20.99,20,1
11,286,27.56,3,1
11,287,42.39,3,1
11,288,39.14,3,1
11,289,25.86,3,1
11,290,55.84,20,1
11,291,51.95,10,1
11,292,23.72,3,1
11,293,48.64,5,1
11,294,54.76,3,1
11,295,24.87,3,1
11,296,18.38,10,1
11,297,34.70,20,1
11,298,43.09,20,1
11,299,85.17,5,1
11,300,58.67,10,1
11,301,28.31,5,1
11,302,51.46,5,1
11,303,44.89,3,1
11,304,25.12,20,1
11,305,71.03,10,1
11,306,46.36,5,1
11,307,19.37,5,1
11,308,25.28,20,1
11,309,43.31,5,1
11,310,41.46,20,1
11,311,30.33,5,1
11,312,19.20,5,1
11,313,34.59,10,1
11,314,17.53,5,1
11,315,36.38,3,1
11,316,21.22,20,1
11,317,18.18,20,1
11,318,52.62,10,1
11,319,118.74,20,1
11,320,114.86,10,1
11,321,34.60,3,1
11,322,59.21,20,1
11,323,34.09,10,1
11,324,26.86,3,1
11,325,30.96,5,1
11,326,32.53,5,1
11,327,86.31,20,1
11,328,22.84,5,1
11,329,50.08,3,1
11,330,59.38,10,1
11,331,35.43,3,1
11,332,17.12,5,1
11,333,28.74,3,1
11,334,36.17,20,1
11,335,21.26,20,1
11,336,44.07,20,1
11,337,24.02,5,1
11,338,24.41,20,1
11,339,29.13,3,1
11,340,25.48,10,1
11,341,20.63,10,1
11,342,24.62,10,1
11,343,22.11,3,1
11,344,22.55,3,1
11,345,20.35,20,1
11,346,21.95,3,1
11,347,47.79,10,1
11,348,21.15,20,1
11,349,27.88,3,1
11,350,36.83,3,1
11,351,23.25,3,1
11,352,30.82,3,1
11,353,36.59,5,1
11,354,24.48,3,1
11,355,35.55,20,1
11,356,37.16,3,1
11,357,29.88,3,1
11,358,38.59,3,1
11,359,29.02,10,1
11,360,40.96,5,1
11,361,30.74,10,1
11,362,37.11,3,1
11,363,49.47,20,1
11,364,48.73,20,1
11,365,46.42,3,1
11,366,42.48,20,1
11,367,34.07,20,1
11,368,37.65,10,1
11,369,42.28,20,1
11,370,44.38,20,1
11,371,30.32,5,1
11,372,49.92,5,1
11,373,28.07,10,1
11,374,24.35,10,1
11,375,32.90,20,1
11,376,36.74,10,1
11,377,27.05,5,1
11,378,107.03,10,1
11,379,59.78,5,1
11,380,24.60,10,1
11,381,25.75,5,1
11,382,37.65,3,1
11,383,40.67,3,1
11,384,23.20,3,1
11,385,27.41,3,1
11,386,36.12,3,1
11,387,20.55,3,1
11,388,22.09,5,1
11,389,31.03,5,1
11,390,17.57,3,1
11,391,29.87,20,1
11,392,33.59,10,1
11,393,38.51,10,1
11,394,27.85,3,1
11,395,23.88,20,1
11,396,24.56,3,1
11,397,66.42,10,1
11,398,60.82,5,1
11,399,35.08,5,1
11,400,44.53,3,1
11,401,40.39,3,1
11,402,42.36,20,1
11,403,41.82,5,1
11,404,38.86,10,1
11,405,49.20,10,1
11,406,49.46,5,1
11,407,12.80,5,1
11,408,33.91,20,1
11,409,30.05,3,1
11,410,27.48,5,1
11,411,23.93,5,1
11,412,29.79,20,1
11,413,17.28,10,1
11,414,26.83,3,1
11,415,15.58,5,1
11,416,22.13,20,1
11,417,28.26,20,1
11,418,28.07,5,1
11,419,27.98,5,1
11,420,33.78,10,1
11,421,35.12,3,1
11,422,51.99,3,1
11,423,29.22,20,1
11,424,45.05,10,1
11,425,38.37,3,1
11,426,35.98,3,1
11,427,36.45,5,1
11,428,24.94,3,1
11,429,33.26,5,1
11,430,38.64,3,1
11,431,27.44,5,1
11,432,42.23,10,1
11,433,40.98,3,1
11,434,25.61,5,1
11,435,33.15,5,1
11,436,56.93,20,1
11,437,27.20,10,1
11,438,33.89,3,1
11,439,35.99,5,1
11,440,31.78,10,1
11,441,31.10,5,1
11,442,34.65,20,1
11,443,35.79,10,1
11,444,29.78,10,1
11,445,30.46,20,1
11,446,44.03,5,1
11,447,42.89,10,1
11,448,87.23,3,1
11,449,22.75,20,1
11,450,26.92,5,1
11,451,32.60,3,1
11,452,21.81,5,1
11,453,31.92,10,1
11,454,24.35,10,1
11,455,19.82,20,1
11,456,40.83,20,1
11,457,42.89,3,1
11,458,25.67,20,1
11,459,29.44,3,1
11,460,15.25,3,1
11,461,20.91,10,1
11,462,32.02,10,1
11,463,65.97,10,1
11,464,26.51,20,1
11,465,29.63,20,1
11,466,20.59,3,1
11,467,25.59,5,1
11,468,20.58,3,1
11,469,30.27,3,1
11,470,34.16,3,1
11,471,26.31,5,1
11,472,35.45,10,1
11,473,26.92,3,1
11,474,21.04,3,1
11,475,44.57,20,1
11,476,34.00,5,1
11,477,23.18,10,1
11,478,31.90,5,1
11,479,50.07,3,1
11,480,18.00,10,1
11,481,25.62,5,1
11,482,19.23,3,1
11,483,47.56,20,1
11,484,47.74,20,1
11,485,31.72,3,1
11,486,36.95,20,1
11,487,29.87,3,1
11,488,42.89,3,1
11,489,46.40,20,1
11,490,23.25,3,1
11,491,42.31,10,1
11,492,74.37,3,1
11,493,25.94,3,1
11,494,32.94,5,1
11,495,37.39,3,1
11,496,37.51,3,1
11,497,31.72,10,1
11,498,26.31,5,1
11,499,21.31,3,1
11,500,27.48,10,1
11,501,47.01,20,1
11,502,50.67,10,1
11,503,146.58,20,1
11,504,193.96,20,1
11,505,190.04,3,1
11,506,185.33,10,1
11,507,202.76,3,1
11,508,230.84,20,1
11,509,63.02,10,1
11,510,45.95,5,1
11,511,47.40,10,1
11,512,44.13,5,1
11,513,48.69,10,1
11,514,30.65,20,1
11,515,31.42,3,1
11,516,51.35,20,1
11,517,48.96,5,1
11,518,59.55,10,1
11,519,41.94,5,1
11,520,58.52,3,1
11,521,39.77,5,1
11,522,52.22,10,1
11,523,95.54,5,1
11,524,37.18,3,1
11,525,54.20,20,1
11,526,43.08,20,1
11,527,41.53,3,1
11,528,24.16,3,1
11,529,63.16,20,1
11,530,63.49,5,1
11,531,29.75,10,1
11,532,48.41,10,1
11,533,36.27,5,1
11,534,27.51,3,1
11,535,32.73,20,1
11,536,157.37,5,1
11,537,139.33,20,1
11,538,49.61,20,1
11,539,51.98,5,1
11,540,42.66,20,1
11,541,31.96,10,1
11,542,47.04,5,1
11,543,149.53,20,1
11,544,16.53,5,1
11,545,21.61,10,1
11,546,46.70,10,1
11,547,56.62,10,1
11,548,48.43,20,1
11,549,45.91,5,1
11,550,87.64,5,1
11,551,43.63,5,1
11,552,29.30,3,1
11,553,60.46,3,1
11,554,65.29,20,1
11,555,61.61,20,1
11,556,54.32,3,1
11,557,18.60,5,1
11,558,23.20,5,1
11,559,15.13,10,1
11,560,190.33,10,1
11,561,28.60,10,1
11,562,24.98,20,1
11,563,56.57,5,1
11,564,266.82,5,1
11,565,359.31,5,1
11,566,111.67,3,1
11,567,59.28,5,1
11,568,64.88,3,1
11,569,38.77,20,1
11,570,14.09,5,1
11,571,17.96,5,1
11,572,23.58,10,1
11,573,32.38,5,1
11,574,14.61,5,1
11,575,28.16,3,1
11,576,26.47,10,1
11,577,27.76,5,1
11,578,25.06,10,1
11,579,20.46,10,1
11,580,19.95,20,1
11,581,19.30,10,1
11,582,71.72,5,1
11,583,51.49,3,1
11,584,17.39,3,1
11,585,62.21,10,1
11,586,56.53,3,1
11,587,25.45,10,1
11,588,17.66,10,1
11,589,36.02,10,1
11,590,46.63,5,1
11,591,55.41,10,1
11,592,49.11,5,1
11,593,13.93,10,1
11,594,33.70,20,1
11,595,22.80,20,1
11,596,26.30,20,1
11,597,29.05,5,1
11,598,16.95,10,1
11,599,33.22,20,1
11,600,19.39,5,1
11,601,14.48,20,1
11,602,28.95,10,1
11,603,19.50,3,1
11,604,53.03,10,1
11,605,17.46,5,1
11,606,51.84,5,1
11,607,11.92,5,1
11,608,27.01,3,1
11,609,39.39,5,1
11,610,103.08,3,1
11,611,21.23,20,1
11,612,30.81,3,1
11,613,31.96,10,1
11,614,55.94,5,1
11,615,60.92,20,1
11,616,25.38,20,1
11,617,20.32,5,1
11,618,52.06,5,1
11,619,6.77,5,1
11,620,28.90,3,1
11,621,23.33,20,1
11,622,27.88,5,1
11,623,26.75,3,1
11,624,22.76,3,1
11,625,17.52,20,1
11,626,16.25,10,1
11,627,17.67,20,1
11,628,22.68,3,1
11,629,42.15,3,1
11,630,24.02,10,1
11,631,14.75,5,1
11,632,20.23,20,1
11,633,23.56,5,1
11,634,26.01,3,1
11,635,21.54,20,1
11,636,19.91,10,1
11,637,20.55,20,1
11,638,20.23,20,1
11,639,26.85,5,1
11,640,22.75,10,1
11,641,12.93,5,1
11,642,17.74,5,1
11,643,20.71,20,1
11,644,24.26,20,1
11,645,139.57,5,1
11,646,21.42,20,1
11,647,13.77,10,1
11,648,10.86,3,1
11,649,7.04,10,1
11,650,17.00,10,1
11,651,26.06,20,1
11,652,24.84,5,1
11,653,26.11,3,1
11,654,21.93,20,1
11,655,22.04,10,1
11,656,37.12,10,1
11,657,77.28,10,1
11,658,27.81,10,1
11,659,35.78,10,1
11,660,22.74,10,1
11,661,103.82,10,1
11,662,177.60,3,1
11,663,71.33,3,1
11,664,81.23,3,1
11,665,16.23,5,1
11,666,27.39,10,1
11,667,26.90,3,1
11,668,22.80,20,1
11,669,30.23,10,1
11,670,20.13,10,1
11,671,31.49,10,1
11,672,21.92,3,1
11,673,53.44,10,1
11,674,61.27,10,1
11,675,44.05,5,1
11,676,34.34,10,1
11,677,14.06,3,1
11,678,70.63,20,1
11,679,32.67,5,1
11,680,27.84,10,1
11,681,26.94,3,1
11,682,12.42,5,1
11,683,20.52,5,1
11,684,26.19,3,1
11,685,26.31,3,1
11,686,69.14,3,1
11,687,24.27,20,1
11,688,22.26,3,1
11,689,35.79,10,1
11,690,18.46,10,1
11,691,33.80,10,1
11,692,20.88,10,1
11,693,27.63,10,1
11,694,24.96,20,1
11,695,54.27,10,1
11,696,57.55,10,1
11,697,22.50,3,1
11,698,93.45,3,1
11,699,30.38,3,1
11,700,34.32,5,1
11,701,78.69,20,1
11,702,45.29,20,1
11,703,52.52,3,1
11,704,58.88,3,1
11,705,40.07,5,1
11,706,37.51,3,1
11,707,80.51,5,1
11,708,29.32,20,1
11,709,21.34,20,1
11,710,33.60,5,1
11,711,32.76,3,1
11,712,26.27,3,1
11,713,23.29,3,1
11,714,24.20,10,1
11,715,86.36,3,1
11,716,26.09,3,1
11,717,18.11,3,1
11,718,39.16,5,1
11,719,21.34,3,1
11,720,65.42,20,1
11,721,57.31,20,1
11,722,78.75,10,1
11,723,42.01,3,1
11,724,25.57,20,1
11,725,25.11,5,1
11,726,31.50,3,1
11,727,14.81,3,1
11,728,26.57,20,1
11,729,18.66,20,1
11,730,664.24,3,1
11,731,36.62,3,1
11,732,49.11,10,1
11,733,54.58,5,1
11,734,37.36,5,1
11,735,73.76,5,1
11,736,32.97,5,1
11,737,63.02,10,1
11,738,40.05,10,1
11,739,50.01,20,1
11,740,29.18,10,1
11,741,47.08,3,1
11,742,44.50,10,1
11,743,17.84,20,1
11,744,26.83,5,1
11,745,37.31,3,1
11,746,25.84,20,1
11,747,29.86,20,1
11,748,21.90,20,1
11,749,57.87,5,1
11,750,33.46,3,1
11,751,50.16,20,1
11,752,30.13,10,1
11,753,35.97,10,1
11,754,51.73,10,1
11,755,43.56,5,1
11,756,79.16,10,1
11,757,44.79,10,1
11,758,43.59,3,1
11,759,37.77,5,1
11,760,44.70,3,1
11,761,57.99,3,1
11,762,33.99,3,1
11,763,36.73,5,1
11,764,34.81,10,1
11,765,25.76,3,1
11,766,24.26,5,1
11,767,50.41,3,1
11,768,45.75,3,1
11,769,54.23,3,1
11,770,28.41,10,1
11,771,33.75,20,1
11,772,5.05,3,1
11,773,33.66,5,1
11,774,29.36,10,1
11,775,36.82,20,1
11,776,47.25,3,1
11,777,55.28,10,1
11,778,63.12,20,1
11,779,45.97,20,1
11,780,32.51,10,1
11,781,52.66,5,1
11,782,33.52,20,1
11,783,34.38,20,1
11,784,81.08,5,1
11,785,36.12,3,1
11,786,43.57,5,1
11,787,37.26,20,1
11,788,45.15,5,1
11,789,34.14,3,1
11,790,145.53,5,1
11,791,38.59,5,1
11,792,43.82,10,1
11,793,46.51,20,1
11,794,50.93,10,1
11,795,50.64,10,1
11,796,46.24,20,1
11,797,174.33,10,1
11,798,38.53,20,1
11,799,42.50,10,1
11,800,102.58,10,1
11,801,62.48,10,1
11,802,29.00,10,1
11,803,20.16,5,1
11,804,24.92,20,1
11,805,23.13,3,1
11,806,27.35,3,1
11,807,38.63,10,1
11,808,34.61,10,1
11,809,24.81,10,1
11,810,35.79,20,1
11,811,29.63,20,1
11,812,19.36,3,1
11,813,62.42,10,1
11,814,89.58,20,1
11,815,81.03,3,1
11,816,71.10,20,1
11,817,117.05,20,1
11,818,22.76,20,1
11,819,35.35,20,1
11,820,40.70,3,1
11,821,28.14,3,1
11,822,93.24,3,1
11,823,41.57,5,1
11,824,32.87,3,1
11,825,40.63,3,1
11,826,19.83,3,1
11,827,38.14,3,1
11,828,42.70,20,1
11,829,39.01,3,1
11,830,20.74,10,1
11,831,50.94,20,1
11,832,77.07,10,1
11,833,47.15,3,1
11,834,49.60,3,1
11,835,43.97,5,1
11,836,42.40,10,1
11,837,30.00,10,1
11,838,55.54,3,1
11,839,28.72,10,1
11,840,25.02,5,1
11,841,48.94,3,1
11,842,34.87,10,1
11,843,28.09,10,1
11,844,31.91,3,1
11,845,24.63,10,1
11,846,22.92,10,1
11,847,32.80,5,1
11,848,78.30,10,1
11,849,35.15,5,1
11,850,63.27,5,1
11,851,28.32,5,1
11,852,36.09,10,1
11,853,67.41,20,1
11,854,62.15,5,1
11,855,32.14,10,1
11,856,31.80,3,1
11,857,28.82,5,1
11,858,42.35,20,1
11,859,20.33,5,1
11,860,36.76,10,1
11,861,37.36,3,1
11,862,51.92,3,1
11,863,18.08,20,1
11,864,37.79,10,1
11,865,37.68,20,1
11,866,28.82,20,1
11,867,28.82,5,1
11,868,30.54,3,1
11,869,35.25,10,1
11,870,43.33,5,1
11,871,29.70,10,1
11,872,36.90,10,1
11,873,30.73,3,1
11,874,33.31,3,1
11,875,34.50,5,1
11,876,33.93,20,1
11,877,31.05,10,1
11,878,40.42,5,1
11,879,34.87,3,1
11,880,34.34,5,1
11,881,34.51,10,1
11,882,36.75,5,1
11,883,48.04,3,1
11,884,45.64,3,1
11,885,18.69,3,1
11,886,23.30,5,1
11,887,79.49,5,1
11,888,22.81,3,1
11,889,50.97,3,1
11,890,40.24,10,1
11,891,18.35,3,1
11,892,93.69,5,1
11,893,165.97,5,1
11,894,35.92,10,1
11,895,30.72,10,1
11,896,30.84,5,1
11,897,32.81,5,1
11,898,29.30,10,1
11,899,29.35,5,1
11,900,36.11,10,1
11,901,26.91,10,1
11,902,38.73,20,1
11,903,29.24,3,1
11,904,65.22,5,1
11,905,35.62,3,1
11,906,22.88,3,1
11,907,34.91,5,1
11,908,33.94,20,1
11,909,25.25,5,1
11,910,25.46,5,1
11,911,81.99,20,1
11,912,17.10,3,1
11,913,26.26,5,1
11,914,65.71,3,1
11,915,24.88,3,1
11,916,23.44,5,1
11,917,23.89,3,1
11,918,35.49,5,1
11,919,35.44,3,1
11,920,22.63,3,1
11,921,70.11,5,1
11,922,83.91,20,1
11,923,54.30,3,1
11,924,43.18,10,1
11,925,58.93,3,1
11,926,31.11,20,1
11,927,37.61,10,1
11,928,26.19,3,1
11,929,28.37,10,1
11,930,74.00,10,1
11,931,43.32,10,1
11,932,49.46,20,1
11,933,44.12,5,1
11,934,46.55,20,1
11,935,67.65,20,1
11,936,28.46,5,1
11,937,36.56,10,1
11,938,49.31,3,1
11,939,16.99,20,1
11,940,58.75,5,1
11,941,44.64,20,1
11,942,142.12,5,1
11,943,49.33,5,1
11,944,135.07,10,1
11,945,36.19,20,1
11,946,95.76,3,1
11,947,101.07,20,1
11,948,56.68,10,1
11,949,63.33,3,1
11,950,76.52,5,1
11,951,1207.60,5,1
11,952,45.63,3,1
11,953,27.50,3,1
11,954,31.04,20,1
11,955,31.36,20,1
11,956,40.73,20,1
11,957,44.72,3,1
11,958,20.06,5,1
11,959,21.60,10,1
11,960,24.75,10,1
11,961,210.09,20,1
11,962,33.66,5,1
11,963,27.69,20,1
11,964,41.26,10,1
11,965,24.71,3,1
11,966,114.31,20,1
11,967,64.02,10,1
11,968,71.93,3,1
11,969,72.30,5,1
11,970,46.79,20,1
11,971,64.97,10,1
11,972,62.20,10,1
11,973,24.47,3,1
11,974,34.89,10,1
11,975,31.62,20,1
11,976,28.92,10,1
11,977,30.00,3,1
11,978,50.18,10,1
11,979,41.70,10,1
11,980,40.29,20,1
11,981,48.65,20,1
11,982,49.23,3,1
11,983,33.82,5,1
11,984,32.02,20,1
11,985,41.26,5,1
11,986,23.00,5,1
11,987,23.35,3,1
11,988,22.31,20,1
11,989,33.01,3,1
11,990,33.67,5,1
11,991,42.88,10,1
11,992,50.86,10,1
11,993,123.10,5,1
11,994,119.42,5,1
11,995,97.34,5,1
11,996,93.46,20,1
11,997,86.74,5,1
11,998,100.00,20,1
11,999,121.87,5,1
11,1000,107.34,5,1
11,1001,104.33,20,1
11,1002,71.26,10,1
11,1003,126.17,20,1
11,1004,42.35,5,1
11,1005,55.09,10,1
11,1006,45.06,5,1
11,1007,34.07,3,1
11,1008,60.27,20,1
11,1009,13.30,20,1
11,1010,17.44,20,1
11,1011,48.24,20,1
11,1012,92.57,10,1
11,1013,56.59,3,1
11,1014,114.29,5,1
11,1015,36.51,3,1
11,1016,21.05,5,1
11,1017,37.46,5,1
11,1018,19.06,3,1
11,1019,22.60,5,1
11,1020,58.33,10,1
11,1021,20.41,10,1
11,1022,25.97,20,1
11,1023,26.16,10,1
11,1024,28.66,3,1
11,1025,57.60,10,1
11,1026,37.55,10,1
11,1027,37.62,5,1
11,1028,36.46,10,1
11,1029,69.86,5,1
11,1030,48.00,20,1
11,1031,33.60,10,1
11,1032,33.98,10,1
11,1033,33.37,5,1
11,1034,31.77,3,1
11,1035,34.66,5,1
11,1036,34.76,3,1
11,1037,43.47,5,1
11,1038,21.78,3,1
11,1039,30.17,5,1
11,1040,37.27,10,1
11,1041,44.19,10,1
11,1042,19.19,10,1
11,1043,51.94,3,1
11,1044,87.96,10,1
11,1045,12.88,20,1
11,1046,47.69,5,1
11,1047,56.22,5,1
11,1048,91.24,10,1
11,1049,89.18,10,1
11,1050,114.73,10,1
11,1051,30.39,20,1
11,1052,56.78,20,1
11,1053,30.21,10,1
11,1054,23.20,3,1
11,1055,27.78,3,1
11,1056,26.15,3,1
11,1057,46.12,3,1
11,1058,40.65,20,1
11,1059,81.02,5,1
11,1060,23.37,5,1
11,1061,36.28,3,1
11,1062,22.29,3,1
11,1063,32.99,10,1
11,1064,31.24,20,1
11,1065,1337.09,5,1
11,1066,24.92,20,1
11,1067,41.69,20,1
11,1068,39.63,3,1
11,1069,39.46,3,1
11,1070,24.39,5,1
11,1071,24.50,10,1
11,1072,30.63,5,1
11,1073,40.75,3,1
11,1074,43.96,10,1
11,1075,212.58,3,1
11,1076,66.54,10,1
11,1077,49.21,10,1
11,1078,51.03,3,1
11,1079,344.54,20,1
11,1080,155.63,20,1
11,1081,43.93,3,1
11,1082,60.09,10,1
11,1083,336.86,20,1
11,1084,56.64,10,1
11,1085,74.99,20,1
11,1086,51.46,20,1
11,1087,29.64,5,1
11,1088,59.46,20,1
11,1089,46.82,20,1
11,1090,16.31,10,1
11,1091,33.99,3,1
11,1092,31.92,20,1
11,1093,56.90,20,1
11,1094,36.31,20,1
11,1095,46.18,3,1
11,1096,25.39,3,1
11,1097,32.95,3,1
11,1098,38.77,20,1
11,1099,42.94,5,1
11,1100,49.27,20,1
11,1101,46.38,10,1
11,1102,57.96,5,1
11,1103,110.31,20,1
11,1104,27.03,20,1
11,1105,51.57,10,1
11,1106,69.78,5,1
11,1107,86.80,10,1
11,1108,51.58,10,1
11,1109,20.52,5,1
11,1110,32.26,10,1
11,1111,151.11,10,1
11,1112,49.92,3,1
11,1113,46.85,5,1
11,1114,117.48,20,1
11,1115,164.90,10,1
11,1116,29.97,20,1
11,1117,44.13,20,1
11,1118,40.03,10,1
11,1119,91.96,5,1
11,1120,37.21,10,1
11,1121,35.10,20,1
11,1122,34.31,5,1
11,1123,51.57,20,1
11,1124,29.11,20,1
11,1125,32.90,10,1
11,1126,41.81,10,1
11,1127,31.37,20,1
11,1128,36.57,5,1
11,1129,36.11,20,1
11,1130,34.10,3,1
11,1131,43.09,3,1
11,1132,22.76,5,1
11,1133,50.26,3,1
11,1134,21.32,3,1
11,1135,63.72,3,1
11,1136,43.19,3,1
11,1137,30.23,10,1
11,1138,144.90,10,1
11,1139,34.34,20,1
11,1140,64.00,3,1
11,1141,28.77,3,1
11,1142,40.88,20,1
11,1143,31.36,20,1
11,1144,27.28,5,1
11,1145,29.46,20,1
11,1146,29.49,3,1
11,1147,34.53,20,1
11,1148,51.94,5,1
11,1149,47.12,3,1
