stock_in_id,line_no,product_id,quantity,unit_cost,line_amount
30014,5,284,14,50.56,707.84
30014,6,285,19,47.4,900.6
30014,7,286,24,48.98,1175.52
30014,8,287,29,50.56,1466.24
30014,9,288,34,47.4,1611.6
30014,10,289,14,48.98,685.72
30015,1,300,21,48.98,1028.58
30015,2,301,26,50.56,1314.56
30015,3,302,31,47.4,1469.4
30015,4,303,36,48.98,1763.28
30015,5,304,16,50.56,808.96
30015,6,305,21,47.4,995.4
30015,7,306,26,48.98,1273.48
30015,8,307,31,50.56,1567.36
30015,9,308,36,47.4,1706.4
30015,10,309,16,48.98,783.68
30016,1,310,22,48.98,1077.56
30016,2,311,27,50.56,1365.12
30016,3,312,32,47.4,1516.8
30016,4,313,37,48.98,1812.26
30016,5,314,17,50.56,859.52
30016,6,315,22,47.4,1042.8
30016,7,316,27,48.98,1322.46
30016,8,317,32,50.56,1617.92
30016,9,318,37,47.4,1753.8
30016,10,319,17,48.98,832.66
30017,1,320,19,48.98,930.62
30017,2,321,24,50.56,1213.44
30017,3,322,29,47.4,1374.6
30017,4,323,34,48.98,1665.32
30017,5,324,14,50.56,707.84
30017,6,325,19,47.4,900.6
30017,7,326,24,48.98,1175.52
30017,8,327,29,50.56,1466.24
30017,9,328,34,47.4,1611.6
30017,10,329,14,48.98,685.72
30018,1,330,20,48.98,979.6
30018,2,331,25,50.56,1264.0
30018,3,332,30,47.4,1422.0
30018,4,333,35,48.98,1714.3
30018,5,334,15,50.56,758.4
30018,6,335,20,47.4,948.0
30018,7,336,25,48.98,1224.5
30018,8,337,30,50.56,1516.8
30018,9,338,35,47.4,1659.0
30018,10,339,15,48.98,734.7
30019,1,350,22,48.98,1077.56
30019,2,351,27,50.56,1365.12
30019,3,352,32,47.4,1516.8
30019,4,353,37,48.98,1812.26
30019,5,354,17,50.56,859.52
30019,6,355,22,47.4,1042.8
30019,7,356,27,48.98,1322.46
30019,8,357,32,50.56,1617.92
30019,9,358,37,47.4,1753.8
30019,10,359,17,48.98,832.66
30020,1,360,19,48.98,930.62
30020,2,361,24,50.56,1213.44
30020,3,362,29,47.4,1374.6
30020,4,363,34,48.98,1665.32
30020,5,364,14,50.56,707.84
30020,6,365,19,47.4,900.6
30020,7,366,24,48.98,1175.52
30020,8,367,29,50.56,1466.24
30020,9,368,34,47.4,1611.6
30020,10,369,14,48.98,685.72
30021,1,370,20,48.98,979.6
30021,2,371,25,50.56,1264.0
30021,3,372,30,47.4,1422.0
30021,4,373,35,48.98,1714.3
30021,5,374,15,50.56,758.4
30021,6,375,20,47.4,948.0
30021,7,376,25,48.98,1224.5
30021,8,377,30,50.56,1516.8
30021,9,378,35,47.4,1659.0
30021,10,379,15,48.98,734.7
30022,1,380,21,48.98,1028.58
30022,2,381,26,50.56,1314.56
30022,3,382,31,47.4,1469.4
30022,4,383,36,48.98,1763.28
30022,5,384,16,50.56,808.96
30022,6,385,21,47.4,995.4
30022,7,386,26,48.98,1273.48
30022,8,387,31,50.56,1567.36
30022,9,388,36,47.4,1706.4
30022,10,389,16,48.98,783.68
30023,1,400,19,48.98,930.62
30023,2,401,24,50.56,1213.44
30023,3,402,29,47.4,1374.6
30023,4,403,34,48.98,1665.32
30023,5,404,14,50.56,707.84
30023,6,405,19,47.4,900.6
30023,7,406,24,48.98,1175.52
30023,8,407,29,50.56,1466.24
30023,9,408,34,47.4,1611.6
30023,10,409,14,48.98,685.72
30024,1,410,20,48.98,979.6
30024,2,411,25,50.56,1264.0
30024,3,412,30,47.4,1422.0
30024,4,413,35,48.98,1714.3
30024,5,414,15,50.56,758.4
30024,6,415,20,47.4,948.0
30024,7,416,25,48.98,1224.5
30024,8,417,30,50.56,1516.8
30024,9,418,35,47.4,1659.0
30024,10,419,15,48.98,734.7
30025,1,420,21,48.98,1028.58
30025,2,421,26,50.56,1314.56
30025,3,422,31,47.4,1469.4
30025,4,423,36,48.98,1763.28
30025,5,424,16,50.56,808.96
30025,6,425,21,47.4,995.4
30025,7,426,26,48.98,1273.48
30025,8,427,31,50.56,1567.36
30025,9,428,36,47.4,1706.4
30025,10,429,16,48.98,783.68
30026,1,430,22,48.98,1077.56
30026,2,431,27,50.56,1365.12
30026,3,432,32,47.4,1516.8
30026,4,433,37,48.98,1812.26
30026,5,434,17,50.56,859.52
30026,6,435,22,47.4,1042.8
30026,7,436,27,48.98,1322.46
30026,8,437,32,50.56,1617.92
30026,9,438,37,47.4,1753.8
30026,10,439,17,48.98,832.66
30027,1,450,20,48.98,979.6
30027,2,451,25,50.56,1264.0
30027,3,452,30,47.4,1422.0
30027,4,453,35,48.98,1714.3
30027,5,454,15,50.56,758.4
30027,6,455,20,47.4,948.0
30027,7,456,25,48.98,1224.5
30027,8,457,30,50.56,1516.8
30027,9,458,35,47.4,1659.0
30027,10,459,15,48.98,734.7
30028,1,460,21,48.98,1028.58
30028,2,461,26,50.56,1314.56
30028,3,462,31,47.4,1469.4
30028,4,463,36,48.98,1763.28
30028,5,464,16,50.56,808.96
30028,6,465,21,47.4,995.4
30028,7,466,26,48.98,1273.48
30028,8,467,31,50.56,1567.36
30028,9,468,36,47.4,1706.4
30028,10,469,16,48.98,783.68
30029,1,470,22,48.98,1077.56
30029,2,471,27,50.56,1365.12
30029,3,472,32,47.4,1516.8
30029,4,473,37,48.98,1812.26
30029,5,474,17,50.56,859.52
30029,6,475,22,47.4,1042.8
30029,7,476,27,48.98,1322.46
30029,8,477,32,50.56,1617.92
30029,9,478,37,47.4,1753.8
30029,10,479,17,48.98,832.66
30030,1,480,19,48.98,930.62
30030,2,481,24,50.56,1213.44
30030,3,482,29,47.4,1374.6
30030,4,483,34,48.98,1665.32
30030,5,484,14,50.56,707.84
30030,6,485,19,47.4,900.6
30030,7,486,24,48.98,1175.52
30030,8,487,29,50.56,1466.24
30030,9,488,34,47.4,1611.6
30030,10,489,14,48.98,685.72
30031,1,500,21,48.98,1028.58
30031,2,501,26,50.56,1314.56
30031,3,502,31,47.4,1469.4
30031,4,503,36,48.98,1763.28
30031,5,504,16,50.56,808.96
30031,6,505,21,47.4,995.4
30031,7,506,26,48.98,1273.48
30031,8,507,31,50.56,1567.36
30031,9,508,36,47.4,1706.4
30031,10,509,16,48.98,783.68
30032,1,510,22,48.98,1077.56
30032,2,511,27,50.56,1365.12
30032,3,512,32,47.4,1516.8
30032,4,513,37,48.98,1812.26
30032,5,514,17,50.56,859.52
30032,6,515,22,47.4,1042.8
30032,7,516,27,48.98,1322.46
30032,8,517,32,50.56,1617.92
30032,9,518,37,47.4,1753.8
30032,10,519,17,48.98,832.66
30033,1,520,19,48.98,930.62
30033,2,521,24,50.56,1213.44
30033,3,522,29,47.4,1374.6
30033,4,523,34,48.98,1665.32
30033,5,524,14,50.56,707.84
30033,6,525,19,47.4,900.6
30033,7,526,24,48.98,1175.52
30033,8,527,29,50.56,1466.24
30033,9,528,34,47.4,1611.6
30033,10,529,14,48.98,685.72
30034,1,530,20,48.98,979.6
30034,2,531,25,50.56,1264.0
30034,3,532,30,47.4,1422.0
30034,4,533,35,48.98,1714.3
30034,5,534,15,50.56,758.4
30034,6,535,20,47.4,948.0
30034,7,536,25,48.98,1224.5
30034,8,537,30,50.56,1516.8
30034,9,538,35,47.4,1659.0
30034,10,539,15,48.98,734.7
30035,1,550,22,48.98,1077.56
30035,2,551,27,50.56,1365.12
30035,3,552,32,47.4,1516.8
30035,4,553,37,48.98,1812.26
30035,5,554,17,50.56,859.52
30035,6,555,22,47.4,1042.8
30035,7,556,27,48.98,1322.46
30035,8,557,32,50.56,1617.92
30035,9,558,37,47.4,1753.8
30035,10,559,17,48.98,832.66
30036,1,560,19,48.98,930.62
30036,2,561,24,50.56,1213.44
30036,3,562,29,47.4,1374.6
30036,4,563,34,48.98,1665.32
30036,5,564,14,50.56,707.84
30036,6,565,19,47.4,900.6
30036,7,566,24,48.98,1175.52
30036,8,567,29,50.56,1466.24
30036,9,568,34,47.4,1611.6
30036,10,569,14,48.98,685.72
30037,1,570,20,48.98,979.6
30037,2,571,25,50.56,1264.0
30037,3,572,30,47.4,1422.0
30037,4,573,35,48.98,1714.3
30037,5,574,15,50.56,758.4
30037,6,575,20,47.4,948.0
30037,7,576,25,48.98,1224.5
30037,8,577,30,50.56,1516.8
30037,9,578,35,47.4,1659.0
30037,10,579,15,48.98,734.7
30038,1,580,21,48.98,1028.58
30038,2,581,26,50.56,1314.56
30038,3,582,31,47.4,1469.4
30038,4,583,36,48.98,1763.28
30038,5,584,16,50.56,808.96
30038,6,585,21,47.4,995.4
30038,7,586,26,48.98,1273.48
30038,8,587,31,50.56,1567.36
30038,9,588,36,47.4,1706.4
30038,10,589,16,48.98,783.68
30039,1,600,19,48.98,930.62
30039,2,601,24,50.56,1213.44
30039,3,602,29,47.4,1374.6
30039,4,603,34,48.98,1665.32
30039,5,604,14,50.56,707.84
30039,6,605,19,47.4,900.6
30039,7,606,24,48.98,1175.52
30039,8,607,29,50.56,1466.24
30039,9,608,34,47.4,1611.6
30039,10,609,14,48.98,685.72
30040,1,610,20,48.98,979.6
30040,2,611,25,50.56,1264.0
30040,3,612,30,47.4,1422.0
30040,4,613,35,48.98,1714.3
30040,5,614,15,50.56,758.4
30040,6,615,20,47.4,948.0
30040,7,616,25,48.98,1224.5
30040,8,617,30,50.56,1516.8
30040,9,618,35,47.4,1659.0
30040,10,619,15,48.98,734.7
30041,1,620,21,48.98,1028.58
30041,2,621,26,50.56,1314.56
30041,3,622,31,47.4,1469.4
30041,4,623,36,48.98,1763.28
30041,5,624,16,50.56,808.96
30041,6,625,21,47.4,995.4
30041,7,626,26,48.98,1273.48
30041,8,627,31,50.56,1567.36
30041,9,628,36,47.4,1706.4
30041,10,629,16,48.98,783.68
30042,1,630,22,48.98,1077.56
30042,2,631,27,50.56,1365.12
30042,3,632,32,47.4,1516.8
30042,4,633,37,48.98,1812.26
30042,5,634,17,50.56,859.52
30042,6,635,22,47.4,1042.8
30042,7,636,27,48.98,1322.46
30042,8,637,32,50.56,1617.92
30042,9,638,37,47.4,1753.8
30042,10,639,17,48.98,832.66
30043,1,650,20,48.98,979.6
30043,2,651,25,50.56,1264.0
30043,3,652,30,47.4,1422.0
30043,4,653,35,48.98,1714.3
30043,5,654,15,50.56,758.4
30043,6,655,20,47.4,948.0
30043,7,656,25,48.98,1224.5
30043,8,657,30,50.56,1516.8
30043,9,658,35,47.4,1659.0
30043,10,659,15,48.98,734.7
30044,1,660,21,48.98,1028.58
30044,2,661,26,50.56,1314.56
30044,3,662,31,47.4,1469.4
30044,4,663,36,48.98,1763.28
30044,5,664,16,50.56,808.96
30044,6,665,21,47.4,995.4
30044,7,666,26,48.98,1273.48
30044,8,667,31,50.56,1567.36
30044,9,668,36,47.4,1706.4
30044,10,669,16,48.98,783.68
30045,1,670,22,48.98,1077.56
30045,2,671,27,50.56,1365.12
30045,3,672,32,47.4,1516.8
30045,4,673,37,48.98,1812.26
30045,5,674,17,50.56,859.52
30045,6,675,22,47.4,1042.8
30045,7,676,27,48.98,1322.46
30045,8,677,32,50.56,1617.92
30045,9,678,37,47.4,1753.8
30045,10,679,17,48.98,832.66
30046,1,680,19,48.98,930.62
30046,2,681,24,50.56,1213.44
30046,3,682,29,47.4,1374.6
30046,4,683,34,48.98,1665.32
30046,5,684,14,50.56,707.84
30046,6,685,19,47.4,900.6
30046,7,686,24,48.98,1175.52
30046,8,687,29,50.56,1466.24
30046,9,688,34,47.4,1611.6
30046,10,689,14,48.98,685.72
30047,1,700,21,48.98,1028.58
30047,2,701,26,50.56,1314.56
30047,3,702,31,47.4,1469.4
30047,4,703,36,48.98,1763.28
30047,5,704,16,50.56,808.96
30047,6,705,21,47.4,995.4
30047,7,706,26,48.98,1273.48
30047,8,707,31,50.56,1567.36
30047,9,708,36,47.4,1706.4
30047,10,709,16,48.98,783.68
30048,1,710,22,48.98,1077.56
30048,2,711,27,50.56,1365.12
30048,3,712,32,47.4,1516.8
30048,4,713,37,48.98,1812.26
30048,5,714,17,50.56,859.52
30048,6,715,22,47.4,1042.8
30048,7,716,27,48.98,1322.46
30048,8,717,32,50.56,1617.92
30048,9,718,37,47.4,1753.8
30048,10,719,17,48.98,832.66
30049,1,720,19,48.98,930.62
30049,2,721,24,50.56,1213.44
30049,3,722,29,47.4,1374.6
30049,4,723,34,48.98,1665.32
30049,5,724,14,50.56,707.84
30049,6,725,19,47.4,900.6
30049,7,726,24,48.98,1175.52
30049,8,727,29,50.56,1466.24
30049,9,728,34,47.4,1611.6
30049,10,729,14,48.98,685.72
30050,1,730,20,48.98,979.6
30050,2,731,25,50.56,1264.0
30050,3,732,30,47.4,1422.0
30050,4,733,35,48.98,1714.3
30050,5,734,15,50.56,758.4
30050,6,735,20,47.4,948.0
30050,7,736,25,48.98,1224.5
30050,8,737,30,50.56,1516.8
30050,9,738,35,47.4,1659.0
30050,10,739,15,48.98,734.7
30051,1,750,22,48.98,1077.56
30051,2,751,27,50.56,1365.12
30051,3,752,32,47.4,1516.8
30051,4,753,37,48.98,1812.26
30051,5,754,17,50.56,859.52
30051,6,755,22,47.4,1042.8
30051,7,756,27,48.98,1322.46
30051,8,757,32,50.56,1617.92
30051,9,758,37,47.4,1753.8
30051,10,759,17,48.98,832.66
30052,1,760,19,48.98,930.62
30052,2,761,24,50.56,1213.44
30052,3,762,29,47.4,1374.6
30052,4,763,34,48.98,1665.32
30052,5,764,14,50.56,707.84
30052,6,765,19,47.4,900.6
30052,7,766,24,48.98,1175.52
30052,8,767,29,50.56,1466.24
30052,9,768,34,47.4,1611.6
30052,10,769,14,48.98,685.72
30053,1,770,20,48.98,979.6
30053,2,771,25,50.56,1264.0
30053,3,772,30,47.4,1422.0
30053,4,773,35,48.98,1714.3
30053,5,774,15,50.56,758.4
30053,6,775,20,47.4,948.0
30053,7,776,25,48.98,1224.5
30053,8,777,30,50.56,1516.8
30053,9,778,35,47.4,1659.0
30053,10,779,15,48.98,734.7
30054,1,780,21,48.98,1028.58
30054,2,781,26,50.56,1314.56
30054,3,782,31,47.4,1469.4
30054,4,783,36,48.98,1763.28
30054,5,784,16,50.56,808.96
30054,6,785,21,47.4,995.4
30054,7,786,26,48.98,1273.48
30054,8,787,31,50.56,1567.36
30054,9,788,36,47.4,1706.4
30054,10,789,16,48.98,783.68
30055,1,800,19,48.98,930.62
30055,2,801,24,50.56,1213.44
30055,3,802,29,47.4,1374.6
30055,4,803,34,48.98,1665.32
30055,5,804,14,50.56,707.84
30055,6,805,19,47.4,900.6
30055,7,806,24,48.98,1175.52
30055,8,807,29,50.56,1466.24
30055,9,808,34,47.4,1611.6
30055,10,809,14,48.98,685.72
30056,1,810,20,48.98,979.6
30056,2,811,25,50.56,1264.0
30056,3,812,30,47.4,1422.0
30056,4,813,35,48.98,1714.3
30056,5,814,15,50.56,758.4
30056,6,815,20,47.4,948.0
30056,7,816,25,48.98,1224.5
30056,8,817,30,50.56,1516.8
30056,9,818,35,47.4,1659.0
30056,10,819,15,48.98,734.7
30057,1,820,21,48.98,1028.58
30057,2,821,26,50.56,1314.56
30057,3,822,31,47.4,1469.4
30057,4,823,36,48.98,1763.28
30057,5,824,16,50.56,808.96
30057,6,825,21,47.4,995.4
30057,7,826,26,48.98,1273.48
30057,8,827,31,50.56,1567.36
30057,9,828,36,47.4,1706.4
30057,10,829,16,48.98,783.68
30058,1,830,22,48.98,1077.56
30058,2,831,27,50.56,1365.12
30058,3,832,32,47.4,1516.8
30058,4,833,37,48.98,1812.26
30058,5,834,17,50.56,859.52
30058,6,835,22,47.4,1042.8
30058,7,836,27,48.98,1322.46
30058,8,837,32,50.56,1617.92
30058,9,838,37,47.4,1753.8
30058,10,839,17,48.98,832.66
30059,1,850,20,48.98,979.6
30059,2,851,25,50.56,1264.0
30059,3,852,30,47.4,1422.0
30059,4,853,35,48.98,1714.3
30059,5,854,15,50.56,758.4
30059,6,855,20,47.4,948.0
30059,7,856,25,48.98,1224.5
30059,8,857,30,50.56,1516.8
30059,9,858,35,47.4,1659.0
30059,10,859,15,48.98,734.7
30060,1,860,21,48.98,1028.58
30060,2,861,26,50.56,1314.56
30060,3,862,31,47.4,1469.4
30060,4,863,36,48.98,1763.28
30060,5,864,16,50.56,808.96
30060,6,865,21,47.4,995.4
30060,7,866,26,48.98,1273.48
30060,8,867,31,50.56,1567.36
30060,9,868,36,47.4,1706.4
30060,10,869,16,48.98,783.68
30061,1,870,22,48.98,1077.56
30061,2,871,27,50.56,1365.12
30061,3,872,32,47.4,1516.8
30061,4,873,37,48.98,1812.26
30061,5,874,17,50.56,859.52
30061,6,875,22,47.4,1042.8
30061,7,876,27,48.98,1322.46
30061,8,877,32,50.56,1617.92
30061,9,878,37,47.4,1753.8
30061,10,879,17,48.98,832.66
30062,1,880,19,48.98,930.62
30062,2,881,24,50.56,1213.44
30062,3,882,29,47.4,1374.6
30062,4,883,34,48.98,1665.32
30062,5,884,14,50.56,707.84
30062,6,885,19,47.4,900.6
30062,7,886,24,48.98,1175.52
30062,8,887,29,50.56,1466.24
30062,9,888,34,47.4,1611.6
30062,10,889,14,48.98,685.72
30063,1,900,21,48.98,1028.58
30063,2,901,26,50.56,1314.56
30063,3,902,31,47.4,1469.4
30063,4,903,36,48.98,1763.28
30063,5,904,16,50.56,808.96
30063,6,905,21,47.4,995.4
30063,7,906,26,48.98,1273.48
30063,8,907,31,50.56,1567.36
30063,9,908,36,47.4,1706.4
30063,10,909,16,48.98,783.68
30064,1,910,22,48.98,1077.56
30064,2,911,27,50.56,1365.12
30064,3,912,32,47.4,1516.8
30064,4,913,37,48.98,1812.26
30064,5,914,17,50.56,859.52
30064,6,915,22,47.4,1042.8
30064,7,916,27,48.98,1322.46
30064,8,917,32,50.56,1617.92
30064,9,918,37,47.4,1753.8
30064,10,919,17,48.98,832.66
30065,1,920,19,48.98,930.62
30065,2,921,24,50.56,1213.44
30065,3,922,29,47.4,1374.6
30065,4,923,34,48.98,1665.32
30065,5,924,14,50.56,707.84
30065,6,925,19,47.4,900.6
30065,7,926,24,48.98,1175.52
30065,8,927,29,50.56,1466.24
30065,9,928,34,47.4,1611.6
30065,10,929,14,48.98,685.72
30066,1,930,20,48.98,979.6
30066,2,931,25,50.56,1264.0
30066,3,932,30,47.4,1422.0
30066,4,933,35,48.98,1714.3
30066,5,934,15,50.56,758.4
30066,6,935,20,47.4,948.0
30066,7,936,25,48.98,1224.5
30066,8,937,30,50.56,1516.8
30066,9,938,35,47.4,1659.0
30066,10,939,15,48.98,734.7
30067,1,950,22,48.98,1077.56
30067,2,951,27,50.56,1365.12
30067,3,952,32,47.4,1516.8
30067,4,953,37,48.98,1812.26
30067,5,954,17,50.56,859.52
30067,6,955,22,47.4,1042.8
30067,7,956,27,48.98,1322.46
30067,8,957,32,50.56,1617.92
30067,9,958,37,47.4,1753.8
30067,10,959,17,48.98,832.66
30068,1,960,19,48.98,930.62
30068,2,961,24,50.56,1213.44
30068,3,962,29,47.4,1374.6
30068,4,963,34,48.98,1665.32
30068,5,964,14,50.56,707.84
30068,6,965,19,47.4,900.6
30068,7,966,24,48.98,1175.52
30068,8,967,29,50.56,1466.24
30068,9,968,34,47.4,1611.6
30068,10,969,14,48.98,685.72
30069,1,970,20,48.98,979.6
30069,2,971,25,50.56,1264.0
30069,3,972,30,47.4,1422.0
30069,4,973,35,48.98,1714.3
30069,5,974,15,50.56,758.4
30069,6,975,20,47.4,948.0
30069,7,976,25,48.98,1224.5
30069,8,977,30,50.56,1516.8
30069,9,978,35,47.4,1659.0
30069,10,979,15,48.98,734.7
30070,1,980,21,48.98,1028.58
30070,2,981,26,50.56,1314.56
30070,3,982,31,47.4,1469.4
30070,4,983,36,48.98,1763.28
30070,5,984,16,50.56,808.96
30070,6,985,21,47.4,995.4
30070,7,986,26,48.98,1273.48
30070,8,987,31,50.56,1567.36
30070,9,988,36,47.4,1706.4
30070,10,989,16,48.98,783.68
30071,1,1000,19,48.98,930.62
30071,2,1001,24,50.56,1213.44
30071,3,1002,29,47.4,1374.6
30071,4,1003,34,48.98,1665.32
30071,5,1004,14,50.56,707.84
30071,6,1005,19,47.4,900.6
30071,7,1006,24,48.98,1175.52
30071,8,1007,29,50.56,1466.24
30071,9,1008,34,47.4,1611.6
30071,10,1009,14,48.98,685.72
30072,1,1010,20,48.98,979.6
30072,2,1011,25,50.56,1264.0
30072,3,1012,30,47.4,1422.0
30072,4,1013,35,48.98,1714.3
30072,5,1014,15,50.56,758.4
30072,6,1015,20,47.4,948.0
30072,7,1016,25,48.98,1224.5
30072,8,1017,30,50.56,1516.8
30072,9,1018,35,47.4,1659.0
30072,10,1019,15,48.98,734.7
30073,1,1020,21,48.98,1028.58
30073,2,1021,26,50.56,1314.56
30073,3,1022,31,47.4,1469.4
30073,4,1023,36,48.98,1763.28
30073,5,1024,16,50.56,808.96
30073,6,1025,21,47.4,995.4
30073,7,1026,26,48.98,1273.48
30073,8,1027,31,50.56,1567.36
30073,9,1028,36,47.4,1706.4
30073,10,1029,16,48.98,783.68
30074,1,1030,22,48.98,1077.56
30074,2,1031,27,50.56,1365.12
30074,3,1032,32,47.4,1516.8
30074,4,1033,37,48.98,1812.26
30074,5,1034,17,50.56,859.52
30074,6,1035,22,47.4,1042.8
30074,7,1036,27,48.98,1322.46
30074,8,1037,32,50.56,1617.92
30074,9,1038,37,47.4,1753.8
30074,10,1039,17,48.98,832.66
30075,1,1050,20,48.98,979.6
30075,2,1051,25,50.56,1264.0
30075,3,1052,30,47.4,1422.0
30075,4,1053,35,48.98,1714.3
30075,5,1054,15,50.56,758.4
30075,6,1055,20,47.4,948.0
30075,7,1056,25,48.98,1224.5
30075,8,1057,30,50.56,1516.8
30075,9,1058,35,47.4,1659.0
30075,10,1059,15,48.98,734.7
30076,1,1060,21,48.98,1028.58
30076,2,1061,26,50.56,1314.56
30076,3,1062,31,47.4,1469.4
30076,4,1063,36,48.98,1763.28
30076,5,1064,16,50.56,808.96
30076,6,1065,21,47.4,995.4
30076,7,1066,26,48.98,1273.48
30076,8,1067,31,50.56,1567.36
30076,9,1068,36,47.4,1706.4
30076,10,1069,16,48.98,783.68
30077,1,1070,22,48.98,1077.56
30077,2,1071,27,50.56,1365.12
30077,3,1072,32,47.4,1516.8
30077,4,1073,37,48.98,1812.26
30077,5,1074,17,50.56,859.52
30077,6,1075,22,47.4,1042.8
30077,7,1076,27,48.98,1322.46
30077,8,1077,32,50.56,1617.92
30077,9,1078,37,47.4,1753.8
30077,10,1079,17,48.98,832.66
30078,1,1080,19,48.98,930.62
30078,2,1081,24,50.56,1213.44
30078,3,1082,29,47.4,1374.6
30078,4,1083,34,48.98,1665.32
30078,5,1084,14,50.56,707.84
30078,6,1085,19,47.4,900.6
30078,7,1086,24,48.98,1175.52
30078,8,1087,29,50.56,1466.24
30078,9,1088,34,47.4,1611.6
30078,10,1089,14,48.98,685.72
30079,1,1100,21,48.98,1028.58
30079,2,1101,26,50.56,1314.56
