source_site,source_item_id,source_query_category,source_category_path,title,isbn,authors,publisher,publish_year,publish_date_raw,page_count,language,category_name,unit,suggested_unit_price,status,source_url
当当网,1337462367,中国小说,文学艺术>小说>中国小说,中国小说 的起源及其演变/近代名家散佚学术著作丛刊,DD1337462367,胡怀琛|; 许嘉璐,山西人民,2014,2014-12-01,535,中文,中国小说,本,12.50,onsale,https://product.dangdang.com/1337462367.html
当当网,11703846036,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国三峡出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11703846036,鲁迅,中国三峡出版社,2010,2010-06-01,580,中文,中国小说,本,9.00,onsale,https://product.dangdang.com/11703846036.html
当当网,12387356016,中国小说,文学艺术>小说>中国小说,中国小说 研究 胡怀琛 著 中国书籍出版社 9787506814331 【正版图书，满额减，电子发票】,DD12387356016,胡怀琛,中国书籍出版社,2006,2006-06-01,583,中文,中国小说,本,8.75,onsale,https://product.dangdang.com/12387356016.html
当当网,12324441094,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅 著民主与建设出版社9787513905640 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12324441094,鲁迅,民主与建设出版社,2015,2015-05-01,575,中文,中国小说,本,10.90,onsale,https://product.dangdang.com/12324441094.html
当当网,12339728083,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅当代世界出版社9787509008775,DD12339728083,鲁迅,当代世界出版社,2013,2013-03-01,587,中文,中国小说,本,14.82,onsale,https://product.dangdang.com/12339728083.html
当当网,11847213062,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 中国书籍出版社 【新华书店正版图书】 正规电子发票 多仓就近发货,DD11847213062,鲁迅,中国书籍出版社,2020,2020-03-01,576,中文,中国小说,本,19.10,onsale,https://product.dangdang.com/11847213062.html
当当网,12342473005,中国小说,文学艺术>小说>中国小说,中国小说 30年 中国小说 学会 编 天津人民出版社，【正版可开发票】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12342473005,中国小说学会,天津人民出版社,2008,2008-12-01,572,中文,中国小说,本,9.00,offsale,https://product.dangdang.com/12342473005.html
当当网,12392421051,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅 著岳麓书社9787807613138 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12392421051,鲁迅,岳麓书社,2010,2010-01-01,571,中文,中国小说,本,11.07,onsale,https://product.dangdang.com/12392421051.html
当当网,1453974471,中国小说,文学艺术>小说>中国小说,中国小说 的起源及其演变/近代名家散佚学术*作丛刊,DD1453974471,胡怀琛|; 许嘉璐,山西人民,2014,2014-12-01,538,中文,中国小说,本,12.70,onsale,https://product.dangdang.com/1453974471.html
当当网,12439344077,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 凤凰出版社 【速开发票，优质售后，支持7天无理由退换】,DD12439344077,鲁迅,凤凰出版社,2010,2010-11-01,585,中文,中国小说,本,9.43,offsale,https://product.dangdang.com/12439344077.html
当当网,11782275012,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅时代文艺出版社9787538757347 ; 978-7-5387-5734-7,DD11782275012,鲁迅,时代文艺出版社,2019,2019-05-01,577,中文,中国小说,本,19.43,onsale,https://product.dangdang.com/11782275012.html
当当网,11983861135,中国小说,文学艺术>小说>中国小说,中国小说 【正版】 【正版图书，电子发票】,DD11983861135,赖振寅,同济大学出版社,2007,2007-03-01,587,中文,中国小说,本,9.38,onsale,https://product.dangdang.com/11983861135.html
当当网,1318504632,中国小说,文学艺术>小说>中国小说,中国小说 的起源及其演变 胡怀琛 著;许嘉璐 丛书主编 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD1318504632,胡怀琛; 许嘉璐,山西人民出版社,2014,2014-12-01,526,中文,中国小说,本,13.40,onsale,https://product.dangdang.com/1318504632.html
当当网,11683771956,中国小说,文学艺术>小说>中国小说,插图珍藏本-- 中国小说 史略 鲁迅 著 团结出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11683771956,鲁迅,团结出版社,2011,2011-01-01,595,中文,中国小说,本,10.00,onsale,https://product.dangdang.com/11683771956.html
当当网,11620722393,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 上海古籍出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11620722393,鲁迅,上海古籍出版社,2004,2004-07-01,577,中文,中国小说,本,10.00,onsale,https://product.dangdang.com/11620722393.html
当当网,11984284140,中国小说,文学艺术>小说>中国小说,中国小说 30年 正版书籍，满额减，电子发票,DD11984284140,中国小说学会,天津人民出版社,2008,2008-12-01,583,中文,中国小说,本,10.00,onsale,https://product.dangdang.com/11984284140.html
当当网,12498899097,中国小说,文学艺术>小说>中国小说,中国小说 的起源及其演变 山西人民出版社 胡怀琛著 【新华书店】 新华正版 多仓就近发货 电子发票,DD12498899097,胡怀琛,山西人民出版社,2012,2012-12-01,607,中文,中国小说,本,13.60,onsale,https://product.dangdang.com/12498899097.html
当当网,12501739087,中国小说,文学艺术>小说>中国小说,中国小说 的近代变革 袁进 著 广西师范大学出版社 线上线下同步销售，请咨询客服查询库存后下单，避免纠纷。,DD12501739087,袁进,广西师范大学出版社,2009,2009-04-01,584,中文,中国小说,本,11.90,onsale,https://product.dangdang.com/12501739087.html
当当网,12403711091,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅 著江苏文艺出版社9787539924571 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12403711091,鲁迅,江苏文艺出版社,2007,2007-04-01,570,中文,中国小说,本,11.90,onsale,https://product.dangdang.com/12403711091.html
当当网,23664371,中国小说,文学艺术>小说>中国小说,中国小说 的起源及其演变（近代名家散佚学术著作丛刊·文学）,DD23664371,胡怀琛,山西人民出版社发行部,2014,2014-12-01,429,中文,中国小说,本,20.20,offsale,https://product.dangdang.com/23664371.html
当当网,12315871053,中国小说,文学艺术>小说>中国小说,中国小说 史略鲁迅 著上海古籍出版社9787532523337 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12315871053,鲁迅,上海古籍出版社,1998,1998-01-01,577,中文,中国小说,本,12.80,onsale,https://product.dangdang.com/12315871053.html
当当网,12402220131,中国小说,文学艺术>小说>中国小说,中国小说 研究胡怀琛 著中国书籍出版社9787506814331 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12402220131,胡怀琛,中国书籍出版社,2006,2006-06-01,559,中文,中国小说,本,12.86,offsale,https://product.dangdang.com/12402220131.html
当当网,12442078081,中国小说,文学艺术>小说>中国小说,中国小说 美学史 韩进廉 著 河北大学出版社 正版图书，下单前请先咨询客服，欢迎选购！,DD12442078081,韩进廉,河北大学出版社,2010,2010-01-01,578,中文,中国小说,本,12.90,onsale,https://product.dangdang.com/12442078081.html
当当网,12406675078,中国小说,文学艺术>小说>中国小说,"中国小说 史略,巴蜀书社 【新华书店自营店】 新华正版全新 正规发票 多仓就近发货 85%城市次日送达！团购优惠咨询：13284178503",DD12406675078,鲁迅,巴蜀书社,2018,2018-01-01,587,中文,中国小说,本,21.41,onsale,https://product.dangdang.com/12406675078.html
当当网,1318083568,中国小说,文学艺术>小说>中国小说,中国小说 史略(堪称 中国小说 史研究的开山之作),DD1318083568,鲁迅,古吴轩出版社,2017,2017-06-01,536,中文,中国小说,本,17.00,onsale,https://product.dangdang.com/1318083568.html
当当网,12339250045,中国小说,文学艺术>小说>中国小说,中国小说 体式的现代转型与流变 季桂起 著 山东大学出版社【正版】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12339250045,季桂起,山东大学出版社,2003,2003-11-01,575,中文,中国小说,本,11.00,onsale,https://product.dangdang.com/12339250045.html
当当网,12343080025,中国小说,文学艺术>小说>中国小说,中国小说 观念的嬗变及其文化精神 梁爱民 中国社会科学出版社，【正版可开发票】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12343080025,梁爱民,中国社会科学出版社,2010,2010-12-01,569,中文,中国小说,本,11.00,onsale,https://product.dangdang.com/12343080025.html
当当网,12373493055,中国小说,文学艺术>小说>中国小说,中国小说 续书研究 王旭川 著 学林出版社 线上线下同步销售，请咨询客服查询库存后下单，避免纠纷。,DD12373493055,王旭川,学林出版社,2004,2004-01-01,583,中文,中国小说,本,13.41,onsale,https://product.dangdang.com/12373493055.html
当当网,20948017,中国小说,文学艺术>小说>中国小说,中国小说 观念的近代化进程,DD20948017,贺根民,齐鲁书社,2010,2010-10-01,428,中文,中国小说,本,21.00,onsale,https://product.dangdang.com/20948017.html
当当网,12373259014,中国小说,文学艺术>小说>中国小说,中国小说 史略 天津人民 【出版社旗舰店】 全新正版书籍 正规发票,DD12373259014,鲁迅,天津人民,2016,2016-07-01,578,中文,中国小说,本,21.70,onsale,https://product.dangdang.com/12373259014.html
当当网,11973785113,中国小说,文学艺术>小说>中国小说,中国小说 史略,DD11973785113,鲁迅,天津人民出版社,2016,2016-07-01,587,中文,中国小说,本,13.60,onsale,https://product.dangdang.com/11973785113.html
当当网,12349404068,中国小说,文学艺术>小说>中国小说,中国小说 续书研究 王旭川 著 学林出版社【正版书籍】 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12349404068,王旭川,学林出版社,2004,2004-01-01,582,中文,中国小说,本,13.51,onsale,https://product.dangdang.com/12349404068.html
当当网,1004031590,中国小说,文学艺术>小说>中国小说,中国小说 史略,DD1004031590,鲁迅,天津人民,2016,2016-07-01,516,中文,中国小说,本,15.90,onsale,https://product.dangdang.com/1004031590.html
当当网,12307509140,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国三峡出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12307509140,鲁迅,中国三峡出版社,2010,2010-06-01,573,中文,中国小说,本,12.00,onsale,https://product.dangdang.com/12307509140.html
当当网,12335316015,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 岳麓书社【正版】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12335316015,鲁迅,岳麓书社,2010,2010-01-01,571,中文,中国小说,本,12.00,onsale,https://product.dangdang.com/12335316015.html
当当网,1619854596,中国小说,文学艺术>小说>中国小说,中国小说 与传说在日本的传播与再创 吴伟明 上海交通大学出版社 9787313183699,DD1619854596,吴伟明,上海交通大学出版社,2019,2019-05-01,547,中文,中国小说,本,18.04,onsale,https://product.dangdang.com/1619854596.html
当当网,11887694033,中国小说,文学艺术>小说>中国小说,中国小说 观念的嬗变及其文化精神 梁爱民 中国社会科学出版社【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11887694033,梁爱民,中国社会科学出版社,2010,2010-12-01,591,中文,中国小说,本,12.00,onsale,https://product.dangdang.com/11887694033.html
当当网,12353378019,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 广西师范大学出版社 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12353378019,作者待详情补采,广西师范大学出版社,2010,2010-03-01,583,中文,中国小说,本,14.63,onsale,https://product.dangdang.com/12353378019.html
当当网,1438630569,中国小说,文学艺术>小说>中国小说,中国小说 名句解析/国学经典名句珍藏 团购优惠，咨询在线客服,DD1438630569,天人,内蒙人民,2016,2016-07-01,538,中文,中国小说,本,16.90,onsale,https://product.dangdang.com/1438630569.html
当当网,1062164789,中国小说,文学艺术>小说>中国小说,中国小说 名句解析/国学经典名句珍藏 新华正版 团购优惠请咨询客服,DD1062164789,天人,内蒙人民,2016,2016-07-01,537,中文,中国小说,本,16.59,onsale,https://product.dangdang.com/1062164789.html
当当网,1418636679,中国小说,文学艺术>小说>中国小说,中国小说 名句解析/国学经典名句珍藏,DD1418636679,天人,内蒙人民,2016,2016-07-01,544,中文,中国小说,本,16.59,onsale,https://product.dangdang.com/1418636679.html
当当网,11684366396,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国三峡出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11684366396,鲁迅,中国三峡出版社,2010,2010-06-01,594,中文,中国小说,本,13.00,onsale,https://product.dangdang.com/11684366396.html
当当网,11653255393,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中华书局【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11653255393,鲁迅,中华书局,2010,2010-01-01,584,中文,中国小说,本,13.00,onsale,https://product.dangdang.com/11653255393.html
当当网,11612670996,中国小说,文学艺术>小说>中国小说,传世经典文库: 中国小说 史略 鲁迅 著 时代出版传媒股份有限公司，安徽人民出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11612670996,鲁迅,时代出版传媒股份有限公司，安徽人民出版社,2013,2013-06-01,589,中文,中国小说,本,13.00,onsale,https://product.dangdang.com/11612670996.html
当当网,12431981136,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 上海古籍出版社 9787532537518,DD12431981136,鲁迅,上海古籍出版社,2004,2004-07-01,580,中文,中国小说,本,14.00,onsale,https://product.dangdang.com/12431981136.html
当当网,1387547185,中国小说,文学艺术>小说>中国小说,中国小说 名句解析/国学经典名句珍藏,DD1387547185,天人,内蒙人民,2016,2016-07-01,542,中文,中国小说,本,17.00,onsale,https://product.dangdang.com/1387547185.html
当当网,11999486130,中国小说,文学艺术>小说>中国小说,中国小说 赖振寅 主编 同济大学出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11999486130,赖振寅,同济大学出版社,2007,2007-03-01,592,中文,中国小说,本,14.00,onsale,https://product.dangdang.com/11999486130.html
当当网,11881985590,中国小说,文学艺术>小说>中国小说,中国小说 美学史 韩进廉 著 河北大学出版社【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11881985590,韩进廉,河北大学出版社,2010,2010-01-01,596,中文,中国小说,本,14.00,onsale,https://product.dangdang.com/11881985590.html
当当网,12356292123,中国小说,文学艺术>小说>中国小说,中国小说 审美与人的生存理想 蔡梅娟 著 新时代出版社 正版图书，速开发票，下单前请先咨询客服，欢迎选购！,DD12356292123,蔡梅娟,新时代出版社,2007,2007-01-01,577,中文,中国小说,本,15.92,onsale,https://product.dangdang.com/12356292123.html
当当网,12506186127,中国小说,文学艺术>小说>中国小说,中国小说 史略 民主与建设出版社 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD12506186127,鲁迅,民主与建设出版社,2015,2015-01-01,580,中文,中国小说,本,17.80,onsale,https://product.dangdang.com/12506186127.html
当当网,1219419803,中国小说,文学艺术>小说>中国小说,中国小说 史略/老北大讲义,DD1219419803,鲁迅,时代文艺,2019,2019-05-01,531,中文,中国小说,本,17.90,discontinued,https://product.dangdang.com/1219419803.html
当当网,1426333409,中国小说,文学艺术>小说>中国小说,中国小说 史略/老北大讲义,DD1426333409,鲁迅,时代文艺,2019,2019-05-01,528,中文,中国小说,本,17.80,onsale,https://product.dangdang.com/1426333409.html
当当网,12496215047,中国小说,文学艺术>小说>中国小说,中国小说 研究 胡怀琛 著 著 文学理论/文学评论与研究文学 书店正版籍 辽宁教育 可开发票，现货速发,DD12496215047,胡怀琛,辽宁教育出版社,,,582,中文,中国小说,本,16.00,onsale,https://product.dangdang.com/12496215047.html
当当网,12318076119,中国小说,文学艺术>小说>中国小说,"中国小说 史略 鲁迅 9787533913991 浙江文艺出版社 正版图书,下单速发,可开发票",DD12318076119,作者待详情补采,浙江文艺出版社,2002,2002-04-01,580,中文,中国小说,本,16.40,onsale,https://product.dangdang.com/12318076119.html
当当网,12368872044,中国小说,文学艺术>小说>中国小说,中国小说 研究 胡怀琛 著 著 文学理论/文学评论与研究文学 书店正版图书籍 辽宁教育出版社 正版全新 现货速发 可开发票,DD12368872044,胡怀琛,辽宁教育出版社,,,586,中文,中国小说,本,16.64,onsale,https://product.dangdang.com/12368872044.html
当当网,12497184127,中国小说,文学艺术>小说>中国小说,中国小说 史略( 中国小说 史研究的“开山之作”！) 华文出版社 鲁迅 【新华书店】 新华正版 多仓就近发货 电子发票,DD12497184127,鲁迅,华文出版社,2024,2024-12-01,587,中文,中国小说,本,24.90,onsale,https://product.dangdang.com/12497184127.html
当当网,12356377063,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国书籍出版社 正版图书，速开发票，下单前请先咨询客服，欢迎选购！,DD12356377063,鲁迅,中国书籍出版社,2016,2016-06-01,584,中文,中国小说,本,16.87,onsale,https://product.dangdang.com/12356377063.html
当当网,12385893079,中国小说,文学艺术>小说>中国小说,中国小说 史略( 中国小说 史研究的“开山之作”！) 华文出版社 【新华书店自营】,DD12385893079,鲁迅,华文出版社,2024,2024-12-01,596,中文,中国小说,本,24.90,onsale,https://product.dangdang.com/12385893079.html
当当网,12372888068,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国书籍出版社【达额立减】 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12372888068,鲁迅,中国书籍出版社,2016,2016-06-01,594,中文,中国小说,本,16.78,onsale,https://product.dangdang.com/12372888068.html
当当网,12414450009,中国小说,文学艺术>小说>中国小说,中国小说 研究 胡怀琛 著 著 文学理论/文学评论与研究文学 籍 辽宁教育出版社 可开发票，保证正版,DD12414450009,胡怀琛,辽宁教育出版社,,,571,中文,中国小说,本,16.81,onsale,https://product.dangdang.com/12414450009.html
当当网,12447038011,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 中国书籍出版社【放心购买】 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12447038011,鲁迅,中国书籍出版社,2016,2016-06-01,572,中文,中国小说,本,16.78,offsale,https://product.dangdang.com/12447038011.html
当当网,12350565033,中国小说,文学艺术>小说>中国小说,中国小说 研究 胡怀琛 著 著 文学理论/文学评论与研究文学 新华书店正版图书籍 辽宁教育出版社【可开发票】,DD12350565033,胡怀琛,辽宁教育出版社,,,574,中文,中国小说,本,16.64,onsale,https://product.dangdang.com/12350565033.html
当当网,1802841071,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD1802841071,鲁迅,中国言实出版社,2021,2021-01-01,525,中文,中国小说,本,20.50,onsale,https://product.dangdang.com/1802841071.html
当当网,11177298020,中国小说,文学艺术>小说>中国小说,中国小说 史略 中国言实出版社 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD11177298020,鲁迅,中国言实出版社,2021,2021-01-01,579,中文,中国小说,本,20.30,onsale,https://product.dangdang.com/11177298020.html
当当网,12448815001,中国小说,文学艺术>小说>中国小说,中国小说 史略 鲁迅 著 新世界出版社【正版书籍】 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12448815001,鲁迅,新世界出版社,2012,2012-01-01,575,中文,中国小说,本,17.25,onsale,https://product.dangdang.com/12448815001.html
