source_site,source_category_id,parent_source_category_id,category_name,level,source_category_path,source_url,top_category_name,is_book,is_leaf
新华书店网,46,34,哲学宗教,2,人文社科>哲学宗教,https://search.xhsd.com/search?frontCategoryId=46,人文社科,1,0
新华书店网,103,46,中国哲学,3,人文社科>哲学宗教>中国哲学,https://search.xhsd.com/search?frontCategoryId=103,人文社科,1,1
新华书店网,104,46,西方哲学,3,人文社科>哲学宗教>西方哲学,https://search.xhsd.com/search?frontCategoryId=104,人文社科,1,1
新华书店网,105,46,哲学总论,3,人文社科>哲学宗教>哲学总论,https://search.xhsd.com/search?frontCategoryId=105,人文社科,1,1
新华书店网,106,46,马列著作,3,人文社科>哲学宗教>马列著作,https://search.xhsd.com/search?frontCategoryId=106,人文社科,1,1
新华书店网,107,46,逻辑学,3,人文社科>哲学宗教>逻辑学,https://search.xhsd.com/search?frontCategoryId=107,人文社科,1,1
新华书店网,108,46,宗教,3,人文社科>哲学宗教>宗教,https://search.xhsd.com/search?frontCategoryId=108,人文社科,1,1
新华书店网,194,46,伦理学,3,人文社科>哲学宗教>伦理学,https://search.xhsd.com/search?frontCategoryId=194,人文社科,1,1
新华书店网,195,46,美学,3,人文社科>哲学宗教>美学,https://search.xhsd.com/search?frontCategoryId=195,人文社科,1,1
新华书店网,47,34,法律,2,人文社科>法律,https://search.xhsd.com/search?frontCategoryId=47,人文社科,1,0
新华书店网,100,47,法律法规,3,人文社科>法律>法律法规,https://search.xhsd.com/search?frontCategoryId=100,人文社科,1,1
新华书店网,101,47,法学理论,3,人文社科>法律>法学理论,https://search.xhsd.com/search?frontCategoryId=101,人文社科,1,1
新华书店网,102,47,法律科普,3,人文社科>法律>法律科普,https://search.xhsd.com/search?frontCategoryId=102,人文社科,1,1
新华书店网,196,47,中国法律,3,人文社科>法律>中国法律,https://search.xhsd.com/search?frontCategoryId=196,人文社科,1,1
新华书店网,197,47,外国及港澳台法律,3,人文社科>法律>外国及港澳台法律,https://search.xhsd.com/search?frontCategoryId=197,人文社科,1,1
新华书店网,48,34,心理,2,人文社科>心理,https://search.xhsd.com/search?frontCategoryId=48,人文社科,1,0
新华书店网,192,48,心理学百科,3,人文社科>心理>心理学百科,https://search.xhsd.com/search?frontCategoryId=192,人文社科,1,1
新华书店网,193,48,变态/病态心理学,3,人文社科>心理>变态/病态心理学,https://search.xhsd.com/search?frontCategoryId=193,人文社科,1,1
新华书店网,49,34,政治军事,2,人文社科>政治军事,https://search.xhsd.com/search?frontCategoryId=49,人文社科,1,0
新华书店网,109,49,党政读物,3,人文社科>政治军事>党政读物,https://search.xhsd.com/search?frontCategoryId=109,人文社科,1,1
新华书店网,110,49,中国政治,3,人文社科>政治军事>中国政治,https://search.xhsd.com/search?frontCategoryId=110,人文社科,1,1
新华书店网,111,49,世界政治,3,人文社科>政治军事>世界政治,https://search.xhsd.com/search?frontCategoryId=111,人文社科,1,1
新华书店网,198,49,中国军事,3,人文社科>政治军事>中国军事,https://search.xhsd.com/search?frontCategoryId=198,人文社科,1,1
新华书店网,199,49,军事理论,3,人文社科>政治军事>军事理论,https://search.xhsd.com/search?frontCategoryId=199,人文社科,1,1
新华书店网,200,49,国际关系,3,人文社科>政治军事>国际关系,https://search.xhsd.com/search?frontCategoryId=200,人文社科,1,1
新华书店网,201,49,政治理论,3,人文社科>政治军事>政治理论,https://search.xhsd.com/search?frontCategoryId=201,人文社科,1,1
新华书店网,50,34,社会科学,2,人文社科>社会科学,https://search.xhsd.com/search?frontCategoryId=50,人文社科,1,0
新华书店网,208,50,社会科学总论,3,人文社科>社会科学>社会科学总论,https://search.xhsd.com/search?frontCategoryId=208,人文社科,1,1
新华书店网,209,50,社会学,3,人文社科>社会科学>社会学,https://search.xhsd.com/search?frontCategoryId=209,人文社科,1,1
新华书店网,210,50,语言文字,3,人文社科>社会科学>语言文字,https://search.xhsd.com/search?frontCategoryId=210,人文社科,1,1
新华书店网,51,34,文化,2,人文社科>文化,https://search.xhsd.com/search?frontCategoryId=51,人文社科,1,0
新华书店网,97,51,文化理论,3,人文社科>文化>文化理论,https://search.xhsd.com/search?frontCategoryId=97,人文社科,1,1
新华书店网,98,51,民族/民俗文化,3,人文社科>文化>民族/民俗文化,https://search.xhsd.com/search?frontCategoryId=98,人文社科,1,1
新华书店网,99,51,地域文化,3,人文社科>文化>地域文化,https://search.xhsd.com/search?frontCategoryId=99,人文社科,1,1
新华书店网,211,51,文化研究与交流,3,人文社科>文化>文化研究与交流,https://search.xhsd.com/search?frontCategoryId=211,人文社科,1,1
新华书店网,35,,少儿童书,1,少儿童书,https://search.xhsd.com/search?frontCategoryId=35,少儿童书,1,0
新华书店网,55,35,儿童文学,2,少儿童书>儿童文学,https://search.xhsd.com/search?frontCategoryId=55,少儿童书,1,0
新华书店网,116,55,中国儿童文学,3,少儿童书>儿童文学>中国儿童文学,https://search.xhsd.com/search?frontCategoryId=116,少儿童书,1,1
新华书店网,117,55,外国儿童文学,3,少儿童书>儿童文学>外国儿童文学,https://search.xhsd.com/search?frontCategoryId=117,少儿童书,1,1
新华书店网,118,55,童话寓言,3,少儿童书>儿童文学>童话寓言,https://search.xhsd.com/search?frontCategoryId=118,少儿童书,1,1
新华书店网,57,35,动漫绘本,2,少儿童书>动漫绘本,https://search.xhsd.com/search?frontCategoryId=57,少儿童书,1,0
新华书店网,119,57,儿童绘本,3,少儿童书>动漫绘本>儿童绘本,https://search.xhsd.com/search?frontCategoryId=119,少儿童书,1,1
新华书店网,59,35,启蒙益智,2,少儿童书>启蒙益智,https://search.xhsd.com/search?frontCategoryId=59,少儿童书,1,0
新华书店网,121,59,益智游戏,3,少儿童书>启蒙益智>益智游戏,https://search.xhsd.com/search?frontCategoryId=121,少儿童书,1,1
新华书店网,122,59,书法绘画,3,少儿童书>启蒙益智>书法绘画,https://search.xhsd.com/search?frontCategoryId=122,少儿童书,1,1
新华书店网,123,59,艺术培养,3,少儿童书>启蒙益智>艺术培养,https://search.xhsd.com/search?frontCategoryId=123,少儿童书,1,1
新华书店网,240,59,识字说话,3,少儿童书>启蒙益智>识字说话,https://search.xhsd.com/search?frontCategoryId=240,少儿童书,1,1
新华书店网,241,59,科普百科,3,少儿童书>启蒙益智>科普百科,https://search.xhsd.com/search?frontCategoryId=241,少儿童书,1,1
新华书店网,242,59,低幼读物,3,少儿童书>启蒙益智>低幼读物,https://search.xhsd.com/search?frontCategoryId=242,少儿童书,1,1
新华书店网,36,,教育考试,1,教育考试,https://search.xhsd.com/search?frontCategoryId=36,教育考试,1,0
新华书店网,61,36,中小学教辅,2,教育考试>中小学教辅,https://search.xhsd.com/search?frontCategoryId=61,教育考试,1,0
新华书店网,124,61,小学数学,3,教育考试>中小学教辅>小学数学,https://search.xhsd.com/search?frontCategoryId=124,教育考试,1,1
新华书店网,125,61,小学语文,3,教育考试>中小学教辅>小学语文,https://search.xhsd.com/search?frontCategoryId=125,教育考试,1,1
新华书店网,126,61,小学教材,3,教育考试>中小学教辅>小学教材,https://search.xhsd.com/search?frontCategoryId=126,教育考试,1,1
新华书店网,127,61,初中语文,3,教育考试>中小学教辅>初中语文,https://search.xhsd.com/search?frontCategoryId=127,教育考试,1,1
新华书店网,128,61,初中数学,3,教育考试>中小学教辅>初中数学,https://search.xhsd.com/search?frontCategoryId=128,教育考试,1,1
新华书店网,129,61,初中英语,3,教育考试>中小学教辅>初中英语,https://search.xhsd.com/search?frontCategoryId=129,教育考试,1,1
新华书店网,130,61,初中理化,3,教育考试>中小学教辅>初中理化,https://search.xhsd.com/search?frontCategoryId=130,教育考试,1,1
新华书店网,131,61,初中教材,3,教育考试>中小学教辅>初中教材,https://search.xhsd.com/search?frontCategoryId=131,教育考试,1,1
新华书店网,132,61,高中语文,3,教育考试>中小学教辅>高中语文,https://search.xhsd.com/search?frontCategoryId=132,教育考试,1,1
新华书店网,133,61,高中数学,3,教育考试>中小学教辅>高中数学,https://search.xhsd.com/search?frontCategoryId=133,教育考试,1,1
新华书店网,134,61,高中外语,3,教育考试>中小学教辅>高中外语,https://search.xhsd.com/search?frontCategoryId=134,教育考试,1,1
新华书店网,135,61,高中理化,3,教育考试>中小学教辅>高中理化,https://search.xhsd.com/search?frontCategoryId=135,教育考试,1,1
新华书店网,62,36,外语学习,2,教育考试>外语学习,https://search.xhsd.com/search?frontCategoryId=62,教育考试,1,0
新华书店网,136,62,英语,3,教育考试>外语学习>英语,https://search.xhsd.com/search?frontCategoryId=136,教育考试,1,1
新华书店网,137,62,小语种,3,教育考试>外语学习>小语种,https://search.xhsd.com/search?frontCategoryId=137,教育考试,1,1
新华书店网,64,36,大中专教材,2,教育考试>大中专教材,https://search.xhsd.com/search?frontCategoryId=64,教育考试,1,0
新华书店网,138,64,大学教材,3,教育考试>大中专教材>大学教材,https://search.xhsd.com/search?frontCategoryId=138,教育考试,1,1
新华书店网,139,64,成人教育,3,教育考试>大中专教材>成人教育,https://search.xhsd.com/search?frontCategoryId=139,教育考试,1,1
新华书店网,65,36,字典词典,2,教育考试>字典词典,https://search.xhsd.com/search?frontCategoryId=65,教育考试,1,0
新华书店网,140,65,字典词典、工具书,3,教育考试>字典词典>字典词典、工具书,https://search.xhsd.com/search?frontCategoryId=140,教育考试,1,1
新华书店网,184,36,考试,2,教育考试>考试,https://search.xhsd.com/search?frontCategoryId=184,教育考试,1,0
新华书店网,185,184,计算机类,3,教育考试>考试>计算机类,https://search.xhsd.com/search?frontCategoryId=185,教育考试,1,1
新华书店网,186,184,其它语种,3,教育考试>考试>其它语种,https://search.xhsd.com/search?frontCategoryId=186,教育考试,1,1
新华书店网,187,184,其它考试,3,教育考试>考试>其它考试,https://search.xhsd.com/search?frontCategoryId=187,教育考试,1,1
新华书店网,37,,经济金融,1,经济金融,https://search.xhsd.com/search?frontCategoryId=37,经济金融,1,0
新华书店网,66,37,管理,2,经济金融>管理,https://search.xhsd.com/search?frontCategoryId=66,经济金融,1,0
新华书店网,177,66,市场营销,3,经济金融>管理>市场营销,https://search.xhsd.com/search?frontCategoryId=177,经济金融,1,1
新华书店网,178,66,管理学,3,经济金融>管理>管理学,https://search.xhsd.com/search?frontCategoryId=178,经济金融,1,1
新华书店网,179,66,公共关系,3,经济金融>管理>公共关系,https://search.xhsd.com/search?frontCategoryId=179,经济金融,1,1
新华书店网,212,66,旅游管理,3,经济金融>管理>旅游管理,https://search.xhsd.com/search?frontCategoryId=212,经济金融,1,1
新华书店网,213,66,生产管理,3,经济金融>管理>生产管理,https://search.xhsd.com/search?frontCategoryId=213,经济金融,1,1
新华书店网,214,66,工商管理,3,经济金融>管理>工商管理,https://search.xhsd.com/search?frontCategoryId=214,经济金融,1,1
新华书店网,215,66,企业经营管理,3,经济金融>管理>企业经营管理,https://search.xhsd.com/search?frontCategoryId=215,经济金融,1,1
新华书店网,67,37,经济,2,经济金融>经济,https://search.xhsd.com/search?frontCategoryId=67,经济金融,1,0
新华书店网,180,67,中国经济,3,经济金融>经济>中国经济,https://search.xhsd.com/search?frontCategoryId=180,经济金融,1,1
新华书店网,181,67,世界经济,3,经济金融>经济>世界经济,https://search.xhsd.com/search?frontCategoryId=181,经济金融,1,1
新华书店网,182,67,工业经济,3,经济金融>经济>工业经济,https://search.xhsd.com/search?frontCategoryId=182,经济金融,1,1
新华书店网,216,67,贸易,3,经济金融>经济>贸易,https://search.xhsd.com/search?frontCategoryId=216,经济金融,1,1
新华书店网,217,67,交通经济,3,经济金融>经济>交通经济,https://search.xhsd.com/search?frontCategoryId=217,经济金融,1,1
新华书店网,218,67,企业经济,3,经济金融>经济>企业经济,https://search.xhsd.com/search?frontCategoryId=218,经济金融,1,1
新华书店网,219,67,产业经济,3,经济金融>经济>产业经济,https://search.xhsd.com/search?frontCategoryId=219,经济金融,1,1
新华书店网,68,37,金融会计,2,经济金融>金融会计,https://search.xhsd.com/search?frontCategoryId=68,经济金融,1,0
新华书店网,220,68,金融,3,经济金融>金融会计>金融,https://search.xhsd.com/search?frontCategoryId=220,经济金融,1,1
新华书店网,221,68,会计,3,经济金融>金融会计>会计,https://search.xhsd.com/search?frontCategoryId=221,经济金融,1,1
新华书店网,710,37,成功励志,2,经济金融>成功励志,https://search.xhsd.com/search?frontCategoryId=710,经济金融,1,0
新华书店网,711,710,成功励志,3,经济金融>成功励志>成功励志,https://search.xhsd.com/search?frontCategoryId=711,经济金融,1,1
新华书店网,38,,生活休闲,1,生活休闲,https://search.xhsd.com/search?frontCategoryId=38,生活休闲,1,0
新华书店网,69,38,时尚娱乐,2,生活休闲>时尚娱乐,https://search.xhsd.com/search?frontCategoryId=69,生活休闲,1,0
新华书店网,144,69,服饰搭配,3,生活休闲>时尚娱乐>服饰搭配,https://search.xhsd.com/search?frontCategoryId=144,生活休闲,1,1
新华书店网,145,69,休闲游戏,3,生活休闲>时尚娱乐>休闲游戏,https://search.xhsd.com/search?frontCategoryId=145,生活休闲,1,1
新华书店网,146,69,美容护肤,3,生活休闲>时尚娱乐>美容护肤,https://search.xhsd.com/search?frontCategoryId=146,生活休闲,1,1
新华书店网,70,38,家庭家居,2,生活休闲>家庭家居,https://search.xhsd.com/search?frontCategoryId=70,生活休闲,1,0
新华书店网,147,70,宠物,3,生活休闲>家庭家居>宠物,https://search.xhsd.com/search?frontCategoryId=147,生活休闲,1,1
新华书店网,148,70,家装家饰,3,生活休闲>家庭家居>家装家饰,https://search.xhsd.com/search?frontCategoryId=148,生活休闲,1,1
新华书店网,149,70,家庭园艺,3,生活休闲>家庭家居>家庭园艺,https://search.xhsd.com/search?frontCategoryId=149,生活休闲,1,1
新华书店网,222,70,生活DIY,3,生活休闲>家庭家居>生活DIY,https://search.xhsd.com/search?frontCategoryId=222,生活休闲,1,1
新华书店网,71,38,养生保健,2,生活休闲>养生保健,https://search.xhsd.com/search?frontCategoryId=71,生活休闲,1,0
新华书店网,150,71,健康百科,3,生活休闲>养生保健>健康百科,https://search.xhsd.com/search?frontCategoryId=150,生活休闲,1,1
新华书店网,151,71,家庭保健,3,生活休闲>养生保健>家庭保健,https://search.xhsd.com/search?frontCategoryId=151,生活休闲,1,1
新华书店网,72,38,烹饪美食,2,生活休闲>烹饪美食,https://search.xhsd.com/search?frontCategoryId=72,生活休闲,1,0
新华书店网,156,72,家常菜谱,3,生活休闲>烹饪美食>家常菜谱,https://search.xhsd.com/search?frontCategoryId=156,生活休闲,1,1
新华书店网,157,72,茶酒饮品,3,生活休闲>烹饪美食>茶酒饮品,https://search.xhsd.com/search?frontCategoryId=157,生活休闲,1,1
新华书店网,158,72,烘焙甜品,3,生活休闲>烹饪美食>烘焙甜品,https://search.xhsd.com/search?frontCategoryId=158,生活休闲,1,1
新华书店网,73,38,育儿早教,2,生活休闲>育儿早教,https://search.xhsd.com/search?frontCategoryId=73,生活休闲,1,0
新华书店网,154,73,育儿百科,3,生活休闲>育儿早教>育儿百科,https://search.xhsd.com/search?frontCategoryId=154,生活休闲,1,1
新华书店网,155,73,家庭教育,3,生活休闲>育儿早教>家庭教育,https://search.xhsd.com/search?frontCategoryId=155,生活休闲,1,1
新华书店网,74,38,体育运动,2,生活休闲>体育运动,https://search.xhsd.com/search?frontCategoryId=74,生活休闲,1,0
新华书店网,152,74,体育理论与规则,3,生活休闲>体育运动>体育理论与规则,https://search.xhsd.com/search?frontCategoryId=152,生活休闲,1,1
新华书店网,153,74,球类运动,3,生活休闲>体育运动>球类运动,https://search.xhsd.com/search?frontCategoryId=153,生活休闲,1,1
新华书店网,223,74,其他运动,3,生活休闲>体育运动>其他运动,https://search.xhsd.com/search?frontCategoryId=223,生活休闲,1,1
新华书店网,75,38,旅游地图,2,生活休闲>旅游地图,https://search.xhsd.com/search?frontCategoryId=75,生活休闲,1,0
新华书店网,159,75,国外游,3,生活休闲>旅游地图>国外游,https://search.xhsd.com/search?frontCategoryId=159,生活休闲,1,1
新华书店网,160,75,旅游随笔/摄影,3,生活休闲>旅游地图>旅游随笔/摄影,https://search.xhsd.com/search?frontCategoryId=160,生活休闲,1,1
新华书店网,161,75,地图,3,生活休闲>旅游地图>地图,https://search.xhsd.com/search?frontCategoryId=161,生活休闲,1,1
新华书店网,39,,科学技术,1,科学技术,https://search.xhsd.com/search?frontCategoryId=39,科学技术,1,0
新华书店网,76,39,工业科技,2,科学技术>工业科技,https://search.xhsd.com/search?frontCategoryId=76,科学技术,1,0
新华书店网,162,76,轻工业,3,科学技术>工业科技>轻工业,https://search.xhsd.com/search?frontCategoryId=162,科学技术,1,1
新华书店网,163,76,机械工业,3,科学技术>工业科技>机械工业,https://search.xhsd.com/search?frontCategoryId=163,科学技术,1,1
新华书店网,164,76,化学工业,3,科学技术>工业科技>化学工业,https://search.xhsd.com/search?frontCategoryId=164,科学技术,1,1
新华书店网,224,76,电子通讯,3,科学技术>工业科技>电子通讯,https://search.xhsd.com/search?frontCategoryId=224,科学技术,1,1
新华书店网,225,76,能源,3,科学技术>工业科技>能源,https://search.xhsd.com/search?frontCategoryId=225,科学技术,1,1
新华书店网,226,76,交通运输,3,科学技术>工业科技>交通运输,https://search.xhsd.com/search?frontCategoryId=226,科学技术,1,1
新华书店网,227,76,航空航天,3,科学技术>工业科技>航空航天,https://search.xhsd.com/search?frontCategoryId=227,科学技术,1,1
新华书店网,228,76,矿业工程,3,科学技术>工业科技>矿业工程,https://search.xhsd.com/search?frontCategoryId=228,科学技术,1,1
新华书店网,77,39,建筑,2,科学技术>建筑,https://search.xhsd.com/search?frontCategoryId=77,科学技术,1,0
新华书店网,165,77,建筑理论与文化,3,科学技术>建筑>建筑理论与文化,https://search.xhsd.com/search?frontCategoryId=165,科学技术,1,1
新华书店网,166,77,建筑设计,3,科学技术>建筑>建筑设计,https://search.xhsd.com/search?frontCategoryId=166,科学技术,1,1
新华书店网,167,77,建筑工程,3,科学技术>建筑>建筑工程,https://search.xhsd.com/search?frontCategoryId=167,科学技术,1,1
新华书店网,229,77,水利水电,3,科学技术>建筑>水利水电,https://search.xhsd.com/search?frontCategoryId=229,科学技术,1,1
新华书店网,78,39,医学,2,科学技术>医学,https://search.xhsd.com/search?frontCategoryId=78,科学技术,1,0
新华书店网,168,78,基础医学,3,科学技术>医学>基础医学,https://search.xhsd.com/search?frontCategoryId=168,科学技术,1,1
新华书店网,169,78,临床医学,3,科学技术>医学>临床医学,https://search.xhsd.com/search?frontCategoryId=169,科学技术,1,1
新华书店网,170,78,中医,3,科学技术>医学>中医,https://search.xhsd.com/search?frontCategoryId=170,科学技术,1,1
新华书店网,230,78,药学,3,科学技术>医学>药学,https://search.xhsd.com/search?frontCategoryId=230,科学技术,1,1
新华书店网,231,78,外科学,3,科学技术>医学>外科学,https://search.xhsd.com/search?frontCategoryId=231,科学技术,1,1
新华书店网,232,78,内科学,3,科学技术>医学>内科学,https://search.xhsd.com/search?frontCategoryId=232,科学技术,1,1
新华书店网,233,78,儿科学,3,科学技术>医学>儿科学,https://search.xhsd.com/search?frontCategoryId=233,科学技术,1,1
新华书店网,234,78,妇产科学,3,科学技术>医学>妇产科学,https://search.xhsd.com/search?frontCategoryId=234,科学技术,1,1
新华书店网,79,39,自然科学,2,科学技术>自然科学,https://search.xhsd.com/search?frontCategoryId=79,科学技术,1,0
新华书店网,171,79,自然科普,3,科学技术>自然科学>自然科普,https://search.xhsd.com/search?frontCategoryId=171,科学技术,1,1
新华书店网,172,79,数学,3,科学技术>自然科学>数学,https://search.xhsd.com/search?frontCategoryId=172,科学技术,1,1
新华书店网,173,79,物理,3,科学技术>自然科学>物理,https://search.xhsd.com/search?frontCategoryId=173,科学技术,1,1
新华书店网,236,79,化学,3,科学技术>自然科学>化学,https://search.xhsd.com/search?frontCategoryId=236,科学技术,1,1
新华书店网,237,79,生物科学,3,科学技术>自然科学>生物科学,https://search.xhsd.com/search?frontCategoryId=237,科学技术,1,1
新华书店网,238,79,天文地理,3,科学技术>自然科学>天文地理,https://search.xhsd.com/search?frontCategoryId=238,科学技术,1,1
新华书店网,239,79,其他自然科学,3,科学技术>自然科学>其他自然科学,https://search.xhsd.com/search?frontCategoryId=239,科学技术,1,1
新华书店网,991,,家居/生活用品,1,家居/生活用品,https://search.xhsd.com/search?frontCategoryId=991,家居/生活用品,0,0
新华书店网,992,991,居家日用,2,家居/生活用品>居家日用,https://search.xhsd.com/search?frontCategoryId=992,家居/生活用品,0,0
新华书店网,993,992,暖手宝/热水袋,3,家居/生活用品>居家日用>暖手宝/热水袋,https://search.xhsd.com/search?frontCategoryId=993,家居/生活用品,0,1
新华书店网,994,992,眼罩,3,家居/生活用品>居家日用>眼罩,https://search.xhsd.com/search?frontCategoryId=994,家居/生活用品,0,1
新华书店网,995,992,伞,3,家居/生活用品>居家日用>伞,https://search.xhsd.com/search?frontCategoryId=995,家居/生活用品,0,1
新华书店网,996,992,体温计,3,家居/生活用品>居家日用>体温计,https://search.xhsd.com/search?frontCategoryId=996,家居/生活用品,0,1
新华书店网,997,992,迷你风扇,3,家居/生活用品>居家日用>迷你风扇,https://search.xhsd.com/search?frontCategoryId=997,家居/生活用品,0,1
新华书店网,998,992,扇子,3,家居/生活用品>居家日用>扇子,https://search.xhsd.com/search?frontCategoryId=998,家居/生活用品,0,1
新华书店网,999,992,挂钩,3,家居/生活用品>居家日用>挂钩,https://search.xhsd.com/search?frontCategoryId=999,家居/生活用品,0,1
新华书店网,1000,992,干衣架,3,家居/生活用品>居家日用>干衣架,https://search.xhsd.com/search?frontCategoryId=1000,家居/生活用品,0,1
新华书店网,1001,992,肥皂架,3,家居/生活用品>居家日用>肥皂架,https://search.xhsd.com/search?frontCategoryId=1001,家居/生活用品,0,1
新华书店网,1002,992,杯垫,3,家居/生活用品>居家日用>杯垫,https://search.xhsd.com/search?frontCategoryId=1002,家居/生活用品,0,1
新华书店网,1365,992,驱虫用品,3,家居/生活用品>居家日用>驱虫用品,https://search.xhsd.com/search?frontCategoryId=1365,家居/生活用品,0,1
新华书店网,1450,992,浴室用品,3,家居/生活用品>居家日用>浴室用品,https://search.xhsd.com/search?frontCategoryId=1450,家居/生活用品,0,1
新华书店网,1003,991,医疗防护,2,家居/生活用品>医疗防护,https://search.xhsd.com/search?frontCategoryId=1003,家居/生活用品,0,0
新华书店网,1004,1003,防护眼镜,3,家居/生活用品>医疗防护>防护眼镜,https://search.xhsd.com/search?frontCategoryId=1004,家居/生活用品,0,1
新华书店网,1005,1003,口罩,3,家居/生活用品>医疗防护>口罩,https://search.xhsd.com/search?frontCategoryId=1005,家居/生活用品,0,1
新华书店网,1466,1003,医疗急救,3,家居/生活用品>医疗防护>医疗急救,https://search.xhsd.com/search?frontCategoryId=1466,家居/生活用品,0,1
新华书店网,1006,991,收纳,2,家居/生活用品>收纳,https://search.xhsd.com/search?frontCategoryId=1006,家居/生活用品,0,0
新华书店网,1007,1006,家庭收纳,3,家居/生活用品>收纳>家庭收纳,https://search.xhsd.com/search?frontCategoryId=1007,家居/生活用品,0,1
新华书店网,1008,1006,证照收纳,3,家居/生活用品>收纳>证照收纳,https://search.xhsd.com/search?frontCategoryId=1008,家居/生活用品,0,1
新华书店网,1009,1006,文件收纳,3,家居/生活用品>收纳>文件收纳,https://search.xhsd.com/search?frontCategoryId=1009,家居/生活用品,0,1
新华书店网,1010,1006,柜式收纳,3,家居/生活用品>收纳>柜式收纳,https://search.xhsd.com/search?frontCategoryId=1010,家居/生活用品,0,1
新华书店网,1011,991,家务清洁,2,家居/生活用品>家务清洁,https://search.xhsd.com/search?frontCategoryId=1011,家居/生活用品,0,0
新华书店网,1012,1011,除味用品,3,家居/生活用品>家务清洁>除味用品,https://search.xhsd.com/search?frontCategoryId=1012,家居/生活用品,0,1
新华书店网,1013,1011,垃圾桶,3,家居/生活用品>家务清洁>垃圾桶,https://search.xhsd.com/search?frontCategoryId=1013,家居/生活用品,0,1
新华书店网,1014,1011,垃圾袋,3,家居/生活用品>家务清洁>垃圾袋,https://search.xhsd.com/search?frontCategoryId=1014,家居/生活用品,0,1
新华书店网,1015,1011,抹布/百洁布,3,家居/生活用品>家务清洁>抹布/百洁布,https://search.xhsd.com/search?frontCategoryId=1015,家居/生活用品,0,1
新华书店网,1016,1011,清洁剂,3,家居/生活用品>家务清洁>清洁剂,https://search.xhsd.com/search?frontCategoryId=1016,家居/生活用品,0,1
新华书店网,1017,1011,手套/鞋套/围裙,3,家居/生活用品>家务清洁>手套/鞋套/围裙,https://search.xhsd.com/search?frontCategoryId=1017,家居/生活用品,0,1
新华书店网,1429,1011,卫生间清洁,3,家居/生活用品>家务清洁>卫生间清洁,https://search.xhsd.com/search?frontCategoryId=1429,家居/生活用品,0,1
